order_item_id,order_id,product_id,seller_id,quantity,unit_price,discount_percent,item_total,cost_price,profit
OITM076784,ORDR039746,PROD002771,SELR000822,1,8812.67,9.3,7993.09,7740.24,252.85
OITM076785,ORDR039747,PROD000684,SELR000908,2,5814.56,12.9,10128.96,4511.32,1106.32
OITM076786,ORDR039747,PROD002599,SELR000841,1,5156.64,24.0,3919.05,3260.82,658.23
OITM076787,ORDR039748,PROD001864,SELR001125,3,641.47,16.4,1608.81,435.03,303.72
OITM076788,ORDR039749,PROD000277,SELR000471,1,6441.13,19.8,5165.79,4210.53,955.26
OITM076789,ORDR039749,PROD000551,SELR000464,1,3453.55,24.9,2593.62,2160.34,433.28
OITM076790,ORDR039750,PROD002599,SELR000841,1,5156.64,18.2,4218.13,3260.82,957.31
OITM076791,ORDR039751,PROD000592,SELR000343,1,13009.14,12.5,11383.0,10306.27,1076.73
OITM076792,ORDR039751,PROD002599,SELR000841,1,5156.64,26.5,3790.13,3260.82,529.31
OITM076793,ORDR039752,PROD002860,SELR000018,1,1847.43,21.1,1457.62,1404.65,52.97
OITM076794,ORDR039752,PROD000266,SELR001027,1,1049.0,9.4,950.39,856.37,94.02
OITM076795,ORDR039752,PROD001864,SELR001125,1,641.47,15.6,541.4,435.03,106.37
OITM076796,ORDR039753,PROD003453,SELR000248,1,232.66,6.2,218.24,164.27,53.97
OITM076797,ORDR039753,PROD002850,SELR000060,1,4079.83,17.9,3349.54,3257.16,92.38
OITM076798,ORDR039754,PROD000214,SELR000794,1,2184.44,7.4,2022.79,1767.12,255.67
OITM076799,ORDR039755,PROD003187,SELR001026,1,660.29,21.7,517.01,471.35,45.66
OITM076800,ORDR039755,PROD000588,SELR000764,1,2976.54,15.6,2512.2,2023.16,489.04
OITM076801,ORDR039755,PROD003158,SELR000715,2,1004.39,18.6,1635.15,671.18,292.79
OITM076802,ORDR039756,PROD001765,SELR001035,1,186.04,2.8,180.83,150.66,30.17
OITM076803,ORDR039757,PROD001864,SELR001125,2,641.47,8.4,1175.17,435.03,305.11
OITM076804,ORDR039758,PROD002499,SELR000021,1,68747.64,1.2,67922.67,56269.14,11653.53
OITM076805,ORDR039759,PROD002286,SELR001171,1,18415.35,18.1,15082.17,13485.99,1596.18
OITM076806,ORDR039760,PROD002676,SELR000906,1,1107.41,2.9,1075.3,982.79,92.51
OITM076807,ORDR039760,PROD002926,SELR000389,4,820.95,19.5,2643.46,515.29,582.3
OITM076808,ORDR039760,PROD000304,SELR001054,2,6962.45,3.4,13451.45,5552.94,2345.57
OITM076809,ORDR039760,PROD002557,SELR001080,2,7496.1,17.2,12413.54,6046.67,320.2
OITM076810,ORDR039761,PROD002599,SELR000841,1,5156.64,12.1,4532.69,3260.82,1271.87
OITM076811,ORDR039762,PROD000646,SELR001097,4,12582.45,11.4,44592.2,10242.75,3621.2
OITM076812,ORDR039762,PROD001644,SELR001133,1,740.11,8.4,677.94,671.93,6.01
OITM076813,ORDR039763,PROD000710,SELR000319,1,5424.72,15.2,4600.16,4161.58,438.58
OITM076814,ORDR039764,PROD003468,SELR000155,2,57.09,4.1,109.5,49.87,9.76
OITM076815,ORDR039765,PROD000782,SELR001020,1,1520.25,17.3,1257.25,1135.57,121.68
OITM076816,ORDR039765,PROD002828,SELR000624,1,4246.91,4.7,4047.31,2766.5,1280.81
OITM076817,ORDR039766,PROD002656,SELR000869,1,5482.9,26.1,4051.86,3605.42,446.44
OITM076818,ORDR039766,PROD000760,SELR001161,2,176.32,8.1,324.08,158.41,7.26
OITM076819,ORDR039767,PROD001656,SELR000733,1,158.04,8.2,145.08,137.25,7.83
OITM076820,ORDR039767,PROD000419,SELR000136,2,1274.45,2.9,2474.98,1121.23,232.52
OITM076821,ORDR039768,PROD000943,SELR000680,2,835.72,16.9,1388.97,559.03,270.91
OITM076822,ORDR039769,PROD002112,SELR000384,1,384.79,9.0,350.16,293.72,56.44
OITM076823,ORDR039770,PROD000486,SELR001116,1,1298.02,8.4,1188.99,820.62,368.37
OITM076824,ORDR039771,PROD001199,SELR001108,1,10232.18,17.5,8441.55,8288.62,152.93
OITM076825,ORDR039771,PROD000535,SELR000504,2,2017.28,4.7,3844.94,1373.27,1098.4
OITM076826,ORDR039771,PROD003227,SELR000524,1,3999.01,8.7,3651.1,2650.66,1000.44
OITM076827,ORDR039771,PROD002278,SELR000511,1,252.95,7.0,235.24,204.35,30.89
OITM076828,ORDR039771,PROD001035,SELR000786,1,2042.07,6.1,1917.5,1507.84,409.66
OITM076829,ORDR039772,PROD002319,SELR000109,1,13295.91,8.3,12192.35,11280.52,911.83
OITM076830,ORDR039773,PROD002821,SELR001013,1,1668.79,0.2,1665.45,1418.54,246.91
OITM076831,ORDR039774,PROD003124,SELR000827,3,355.34,6.9,992.46,305.44,76.14
OITM076832,ORDR039775,PROD001003,SELR000376,1,2533.05,19.8,2031.51,1536.62,494.89
OITM076833,ORDR039776,PROD000897,SELR000781,1,1396.81,4.6,1332.56,1269.16,63.4
OITM076834,ORDR039777,PROD001461,SELR000718,1,951.16,18.7,773.29,719.8,53.49
OITM076835,ORDR039777,PROD001326,SELR000545,1,4968.82,19.4,4004.87,3893.75,111.12
OITM076836,ORDR039778,PROD002232,SELR000067,4,394.07,21.6,1235.8,272.58,145.48
OITM076837,ORDR039779,PROD002873,SELR000099,2,2222.4,13.1,3862.53,1850.13,162.27
OITM076838,ORDR039779,PROD001511,SELR000770,1,3148.73,18.4,2569.36,2183.87,385.49
OITM076839,ORDR039780,PROD003233,SELR000339,2,1221.76,7.3,2265.14,1141.39,-17.64
OITM076840,ORDR039780,PROD002599,SELR000841,2,5156.64,13.7,8900.36,3260.82,2378.72
OITM076841,ORDR039780,PROD001750,SELR001111,1,921.6,10.5,824.83,676.12,148.71
OITM076842,ORDR039781,PROD002761,SELR000497,3,4197.63,12.1,11069.15,2693.72,2987.99
OITM076843,ORDR039782,PROD003475,SELR000107,2,2800.67,13.0,4873.17,2163.67,545.83
OITM076844,ORDR039783,PROD000672,SELR000492,1,509.16,14.6,434.82,387.2,47.62
OITM076845,ORDR039784,PROD001978,SELR000018,2,1797.05,7.7,3317.35,1303.52,710.31
OITM076846,ORDR039785,PROD002508,SELR000420,4,1216.57,7.0,4525.64,1012.82,474.36
OITM076847,ORDR039786,PROD002994,SELR000999,1,1706.14,31.0,1177.24,1061.06,116.18
OITM076848,ORDR039786,PROD000950,SELR000258,1,4517.28,7.6,4173.97,3385.43,788.54
OITM076849,ORDR039786,PROD000166,SELR000721,3,11485.07,12.1,30286.13,8284.14,5433.71
OITM076850,ORDR039787,PROD002653,SELR000620,1,575.87,14.6,491.79,377.42,114.37
OITM076851,ORDR039788,PROD002557,SELR001080,2,7496.1,6.7,13987.72,6046.67,1894.38
OITM076852,ORDR039789,PROD000759,SELR000176,1,30752.47,8.7,28077.01,25142.13,2934.88
OITM076853,ORDR039789,PROD000264,SELR000123,1,2601.81,8.2,2388.46,2280.86,107.6
OITM076854,ORDR039790,PROD002599,SELR000841,1,5156.64,7.1,4790.52,3260.82,1529.7
OITM076855,ORDR039790,PROD000001,SELR000473,1,1100.46,7.7,1015.72,923.95,91.77
OITM076856,ORDR039791,PROD000220,SELR000897,5,13206.81,5.5,62402.18,11238.28,6210.78
OITM076857,ORDR039792,PROD003225,SELR000458,1,474.5,4.0,455.52,420.43,35.09
OITM076858,ORDR039792,PROD003235,SELR000217,1,189.61,18.5,154.53,133.61,20.92
OITM076859,ORDR039793,PROD001496,SELR000329,1,526.12,30.2,367.23,397.07,-29.84
OITM076860,ORDR039794,PROD001195,SELR000735,3,1555.35,8.2,4283.43,1107.54,960.81
OITM076861,ORDR039795,PROD001240,SELR000726,1,10839.81,4.8,10319.5,9468.61,850.89
OITM076862,ORDR039796,PROD000381,SELR000429,3,1017.58,23.9,2323.14,632.98,424.2
OITM076863,ORDR039797,PROD001681,SELR000047,3,165.17,8.7,452.4,123.96,80.52
OITM076864,ORDR039797,PROD003035,SELR000060,1,460.62,7.7,425.15,348.6,76.55
OITM076865,ORDR039798,PROD000628,SELR000231,1,3848.41,17.5,3174.94,3187.61,-12.67
OITM076866,ORDR039799,PROD001083,SELR000608,1,59108.6,13.3,51247.16,52338.51,-1091.35
OITM076867,ORDR039799,PROD001848,SELR000362,1,5916.56,13.8,5100.07,4330.97,769.1
OITM076868,ORDR039799,PROD000067,SELR000910,2,2371.01,14.4,4059.17,1554.78,949.61
OITM076869,ORDR039800,PROD001293,SELR000570,1,40.95,6.0,38.49,36.43,2.06
OITM076870,ORDR039800,PROD000766,SELR000018,1,2374.38,17.7,1954.11,1626.13,327.98
OITM076871,ORDR039801,PROD000852,SELR000221,1,793.97,5.0,754.27,616.9,137.37
OITM076872,ORDR039802,PROD000592,SELR000343,1,13009.14,10.1,11695.22,10306.27,1388.95
OITM076873,ORDR039803,PROD001143,SELR000009,1,1134.08,19.9,908.4,810.91,97.49
OITM076874,ORDR039803,PROD003453,SELR000248,1,232.66,20.7,184.5,164.27,20.23
OITM076875,ORDR039804,PROD002986,SELR000429,1,2950.3,22.2,2295.33,2265.9,29.43
OITM076876,ORDR039804,PROD003239,SELR000852,1,11885.25,13.2,10316.4,10527.68,-211.28
OITM076877,ORDR039805,PROD002599,SELR000841,1,5156.64,27.4,3743.72,3260.82,482.9
OITM076878,ORDR039805,PROD002557,SELR001080,1,7496.1,6.2,7031.34,6046.67,984.67
OITM076879,ORDR039806,PROD001195,SELR000735,1,1555.35,18.7,1264.5,1107.54,156.96
OITM076880,ORDR039807,PROD000969,SELR000209,2,587.98,14.3,1007.8,430.99,145.82
OITM076881,ORDR039807,PROD001556,SELR000519,1,2502.32,9.7,2259.59,1903.75,355.84
OITM076882,ORDR039807,PROD000260,SELR000906,1,1041.77,12.7,909.47,740.88,168.59
OITM076883,ORDR039807,PROD002488,SELR000733,4,618.57,3.0,2400.05,518.18,327.33
OITM076884,ORDR039807,PROD001095,SELR000449,1,211.66,15.3,179.28,151.89,27.39
OITM076885,ORDR039807,PROD003086,SELR000356,3,255.87,8.6,701.6,202.47,94.19
OITM076886,ORDR039808,PROD002599,SELR000841,1,5156.64,11.5,4563.63,3260.82,1302.81
OITM076887,ORDR039809,PROD000195,SELR001122,1,77153.35,13.8,66506.19,61504.21,5001.98
OITM076888,ORDR039810,PROD003453,SELR000248,1,232.66,9.0,211.72,164.27,47.45
OITM076889,ORDR039810,PROD001933,SELR000399,1,564.6,4.9,536.93,518.43,18.5
OITM076890,ORDR039811,PROD001694,SELR001183,1,4928.44,8.4,4514.45,3027.79,1486.66
OITM076891,ORDR039811,PROD003192,SELR000961,2,7103.95,14.9,12090.92,4977.45,2136.02
OITM076892,ORDR039812,PROD000558,SELR000906,1,2678.9,19.0,2169.91,1960.06,209.85
OITM076893,ORDR039813,PROD002604,SELR000176,1,44614.32,10.9,39751.36,40457.38,-706.02
OITM076894,ORDR039814,PROD000336,SELR000582,2,184.45,4.9,350.82,159.81,31.2
OITM076895,ORDR039815,PROD000726,SELR000849,1,3945.16,13.1,3428.34,2821.93,606.41
OITM076896,ORDR039816,PROD002244,SELR001127,1,4222.94,15.1,3585.28,2789.22,796.06
OITM076897,ORDR039817,PROD001146,SELR000013,1,740.3,11.9,652.2,540.52,111.68
OITM076898,ORDR039818,PROD003234,SELR000204,3,5209.21,25.6,11626.96,3859.83,47.47
OITM076899,ORDR039819,PROD003026,SELR001182,1,5297.93,30.2,3697.96,3873.48,-175.52
OITM076900,ORDR039820,PROD002247,SELR000069,1,1150.26,12.5,1006.48,850.53,155.95
OITM076901,ORDR039821,PROD000254,SELR001073,2,315.51,4.5,602.62,248.76,105.1
OITM076902,ORDR039821,PROD003422,SELR000917,1,1220.05,8.4,1117.57,798.97,318.6
OITM076903,ORDR039822,PROD002819,SELR000725,1,520.2,23.0,400.55,397.8,2.75
OITM076904,ORDR039823,PROD002442,SELR000921,1,2356.98,16.8,1961.01,1703.89,257.12
OITM076905,ORDR039823,PROD002656,SELR000869,1,5482.9,28.4,3925.76,3605.42,320.34
OITM076906,ORDR039824,PROD002751,SELR000959,1,17578.83,12.6,15363.9,12630.39,2733.51
OITM076907,ORDR039824,PROD001946,SELR000781,1,1502.2,3.6,1448.12,1377.01,71.11
OITM076908,ORDR039825,PROD002730,SELR000678,3,4735.91,23.9,10812.08,3566.01,114.05
OITM076909,ORDR039826,PROD000588,SELR000764,1,2976.54,20.6,2363.37,2023.16,340.21
OITM076910,ORDR039826,PROD002726,SELR000204,1,1212.5,16.9,1007.59,817.41,190.18
OITM076911,ORDR039827,PROD000498,SELR000966,1,5343.9,22.1,4162.9,3427.58,735.32
OITM076912,ORDR039827,PROD000330,SELR000919,1,4911.79,4.2,4705.49,3763.29,942.2
OITM076913,ORDR039828,PROD002495,SELR000742,1,1726.34,16.4,1443.22,1238.75,204.47
OITM076914,ORDR039829,PROD002599,SELR000841,1,5156.64,23.8,3929.36,3260.82,668.54
OITM076915,ORDR039830,PROD000797,SELR000376,1,1411.3,17.3,1167.15,875.73,291.42
OITM076916,ORDR039831,PROD003266,SELR000851,1,2525.73,6.8,2353.98,1899.03,454.95
OITM076917,ORDR039832,PROD000126,SELR000362,1,695.81,5.5,657.54,520.24,137.3
OITM076918,ORDR039833,PROD000353,SELR000807,2,1118.86,8.2,2054.23,853.1,348.03
OITM076919,ORDR039834,PROD003227,SELR000524,1,3999.01,15.0,3399.16,2650.66,748.5
OITM076920,ORDR039834,PROD001239,SELR001043,2,5757.02,17.4,9510.6,4552.59,405.42
OITM076921,ORDR039834,PROD002747,SELR000337,2,2622.52,26.9,3834.12,1887.53,59.06
OITM076922,ORDR039834,PROD002792,SELR000157,1,2717.24,5.4,2570.51,1782.31,788.2
OITM076923,ORDR039835,PROD003231,SELR000918,1,57273.8,17.6,47193.61,46833.04,360.57
OITM076924,ORDR039836,PROD001382,SELR000292,1,1329.26,7.1,1234.88,1160.22,74.66
OITM076925,ORDR039837,PROD001933,SELR000399,1,564.6,3.8,543.15,518.43,24.72
OITM076926,ORDR039838,PROD000757,SELR000917,4,547.91,15.1,1860.7,409.7,221.9
OITM076927,ORDR039838,PROD001264,SELR000313,1,47761.88,9.8,43081.22,41673.53,1407.69
OITM076928,ORDR039839,PROD000943,SELR000680,1,835.72,5.5,789.76,559.03,230.73
OITM076929,ORDR039839,PROD001248,SELR001050,1,3278.08,23.0,2524.12,2196.86,327.26
OITM076930,ORDR039839,PROD002476,SELR000183,1,256.5,21.7,200.84,166.13,34.71
OITM076931,ORDR039839,PROD000669,SELR000733,1,331.04,0.8,328.39,279.85,48.54
OITM076932,ORDR039839,PROD000923,SELR000815,1,1026.3,18.0,841.57,777.0,64.57
OITM076933,ORDR039839,PROD000039,SELR000200,1,872.6,18.8,708.55,610.3,98.25
OITM076934,ORDR039839,PROD000408,SELR001065,1,326.36,10.2,293.07,214.49,78.58
OITM076935,ORDR039840,PROD001848,SELR000362,1,5916.56,20.0,4733.25,4330.97,402.28
OITM076936,ORDR039840,PROD001531,SELR001089,2,6441.99,16.2,10796.78,4381.94,2032.9
OITM076937,ORDR039840,PROD002850,SELR000060,1,4079.83,7.0,3794.24,3257.16,537.08
OITM076938,ORDR039840,PROD003127,SELR000078,2,20441.75,15.6,34505.67,16552.79,1400.09
OITM076939,ORDR039841,PROD001864,SELR001125,1,641.47,11.2,569.63,435.03,134.6
OITM076940,ORDR039841,PROD000824,SELR001041,1,3802.53,21.8,2973.58,2503.15,470.43
OITM076941,ORDR039842,PROD002582,SELR000462,2,2423.12,18.4,3954.53,1785.93,382.67
OITM076942,ORDR039843,PROD003218,SELR000903,1,614.04,7.4,568.6,534.97,33.63
OITM076943,ORDR039844,PROD001089,SELR000436,1,742.24,16.0,623.48,580.74,42.74
OITM076944,ORDR039845,PROD001568,SELR000292,3,1326.43,7.0,3700.74,1151.68,245.7
OITM076945,ORDR039846,PROD000117,SELR000261,2,1346.53,7.6,2488.39,1087.75,312.89
OITM076946,ORDR039847,PROD002656,SELR000869,1,5482.9,26.3,4040.9,3605.42,435.48
OITM076947,ORDR039848,PROD000171,SELR001019,3,329.09,9.0,898.42,255.83,130.93
OITM076948,ORDR039849,PROD002599,SELR000841,1,5156.64,31.6,3527.14,3260.82,266.32
OITM076949,ORDR039850,PROD003405,SELR001182,2,2091.02,22.6,3236.9,1428.39,380.12
OITM076950,ORDR039851,PROD001641,SELR000925,1,2872.7,20.3,2289.54,2321.86,-32.32
OITM076951,ORDR039851,PROD003416,SELR001165,1,6453.27,8.2,5924.1,5204.73,719.37
OITM076952,ORDR039851,PROD002827,SELR000096,1,11811.0,14.9,10051.16,9482.38,568.78
OITM076953,ORDR039852,PROD002974,SELR000924,2,973.3,24.0,1479.42,739.45,0.52
OITM076954,ORDR039853,PROD000481,SELR001157,1,2852.24,11.0,2538.49,2054.3,484.19
OITM076955,ORDR039854,PROD001536,SELR000294,1,219.67,6.9,204.51,185.7,18.81
OITM076956,ORDR039855,PROD002599,SELR000841,1,5156.64,22.2,4011.87,3260.82,751.05
OITM076957,ORDR039856,PROD002776,SELR000161,2,5880.12,8.6,10748.86,4869.33,1010.2
OITM076958,ORDR039856,PROD000669,SELR000733,1,331.04,4.5,316.14,279.85,36.29
OITM076959,ORDR039856,PROD001832,SELR000830,2,1690.82,15.6,2854.1,1296.6,260.9
OITM076960,ORDR039857,PROD001273,SELR000209,1,414.76,6.4,388.22,387.89,0.33
OITM076961,ORDR039857,PROD000171,SELR001019,4,329.09,16.9,1093.9,255.83,70.58
OITM076962,ORDR039857,PROD001933,SELR000399,1,564.6,10.4,505.88,518.43,-12.55
OITM076963,ORDR039858,PROD001979,SELR000669,2,1210.4,20.3,1929.38,846.79,235.8
OITM076964,ORDR039858,PROD001570,SELR001159,1,3264.34,13.3,2830.18,2651.77,178.41
OITM076965,ORDR039859,PROD003281,SELR000255,1,2646.0,12.7,2309.96,1941.19,368.77
OITM076966,ORDR039859,PROD001923,SELR000728,1,7029.45,11.5,6221.06,5025.96,1195.1
OITM076967,ORDR039860,PROD001651,SELR000207,1,511.32,6.1,480.13,414.94,65.19
OITM076968,ORDR039861,PROD002984,SELR000273,1,969.02,9.7,875.03,866.46,8.57
OITM076969,ORDR039862,PROD001968,SELR000803,1,304.14,7.6,281.03,232.03,49.0
OITM076970,ORDR039862,PROD000820,SELR000496,1,2530.62,14.2,2171.27,1669.49,501.78
OITM076971,ORDR039862,PROD001128,SELR001180,1,8434.48,16.9,7009.05,6315.3,693.75
OITM076972,ORDR039863,PROD001038,SELR001065,4,464.41,8.6,1697.88,320.77,414.8
OITM076973,ORDR039864,PROD002507,SELR000865,1,633.16,19.1,512.23,513.08,-0.85
OITM076974,ORDR039864,PROD002157,SELR000643,1,4195.84,18.9,3402.83,2914.58,488.25
OITM076975,ORDR039865,PROD002232,SELR000067,1,394.07,29.8,276.64,272.58,4.06
OITM076976,ORDR039866,PROD001038,SELR001065,2,464.41,3.8,893.52,320.77,251.98
OITM076977,ORDR039866,PROD003422,SELR000917,1,1220.05,28.5,872.34,798.97,73.37
OITM076978,ORDR039867,PROD002845,SELR000194,1,8213.53,10.6,7342.9,7274.22,68.68
OITM076979,ORDR039867,PROD001868,SELR001104,1,904.81,4.1,867.71,636.68,231.03
OITM076980,ORDR039867,PROD000021,SELR000964,3,720.77,15.1,1835.8,545.71,198.67
OITM076981,ORDR039867,PROD001933,SELR000399,2,564.6,0.0,1129.2,518.43,92.34
OITM076982,ORDR039868,PROD001557,SELR000099,1,3493.43,6.1,3280.33,2630.7,649.63
OITM076983,ORDR039868,PROD001622,SELR000474,3,17702.72,15.7,44770.18,14176.63,2240.29
OITM076984,ORDR039869,PROD001890,SELR000004,1,4164.83,5.2,3948.26,2963.95,984.31
OITM076985,ORDR039869,PROD001002,SELR000092,2,6484.4,27.4,9415.35,4442.55,530.25
OITM076986,ORDR039870,PROD000393,SELR001069,2,4840.44,6.4,9061.3,4144.07,773.16
OITM076987,ORDR039871,PROD000987,SELR001168,1,13876.6,15.4,11739.6,9833.66,1905.94
OITM076988,ORDR039872,PROD002447,SELR000421,1,5134.42,23.0,3953.5,3918.78,34.72
OITM076989,ORDR039873,PROD000704,SELR000908,1,2978.89,22.3,2314.6,2061.77,252.83
OITM076990,ORDR039874,PROD003292,SELR000594,1,596.43,16.8,496.23,413.31,82.92
OITM076991,ORDR039874,PROD003158,SELR000715,1,1004.39,26.4,739.23,671.18,68.05
OITM076992,ORDR039874,PROD001418,SELR000211,1,959.31,4.6,915.18,837.11,78.07
OITM076993,ORDR039874,PROD000070,SELR000778,1,504.11,7.6,465.8,394.05,71.75
OITM076994,ORDR039875,PROD001892,SELR000710,4,4168.74,8.6,15240.91,3294.16,2064.27
OITM076995,ORDR039875,PROD000700,SELR000574,1,3488.87,19.5,2808.54,2873.83,-65.29
OITM076996,ORDR039876,PROD000156,SELR001005,1,4152.37,27.8,2998.01,2604.03,393.98
OITM076997,ORDR039876,PROD000533,SELR000202,1,25630.37,8.7,23400.53,23042.01,358.52
OITM076998,ORDR039877,PROD001677,SELR000744,1,4982.23,12.1,4379.38,3642.36,737.02
OITM076999,ORDR039877,PROD002635,SELR000131,1,423.93,7.6,391.71,345.93,45.78
OITM077000,ORDR039878,PROD003453,SELR000248,1,232.66,18.9,188.69,164.27,24.42
OITM077001,ORDR039878,PROD002599,SELR000841,1,5156.64,24.0,3919.05,3260.82,658.23
OITM077002,ORDR039878,PROD000825,SELR000161,4,1810.35,15.6,6111.74,1501.31,106.5
OITM077003,ORDR039878,PROD000769,SELR001158,1,1489.39,14.8,1268.96,1060.92,208.04
OITM077004,ORDR039878,PROD000582,SELR000826,1,5139.4,19.1,4157.77,3906.16,251.61
OITM077005,ORDR039879,PROD000944,SELR000413,3,215.24,5.1,612.79,168.96,105.91
OITM077006,ORDR039879,PROD003453,SELR000248,1,232.66,8.6,212.65,164.27,48.38
OITM077007,ORDR039879,PROD002247,SELR000069,1,1150.26,16.6,959.32,850.53,108.79
OITM077008,ORDR039879,PROD002994,SELR000999,1,1706.14,27.5,1236.95,1061.06,175.89
OITM077009,ORDR039880,PROD000414,SELR000339,1,81.5,9.1,74.08,75.28,-1.2
OITM077010,ORDR039881,PROD003173,SELR000494,1,727.89,5.7,686.4,577.01,109.39
OITM077011,ORDR039882,PROD003191,SELR000571,3,192.29,2.8,560.72,124.73,186.53
OITM077012,ORDR039882,PROD003086,SELR000356,3,255.87,8.1,705.43,202.47,98.02
OITM077013,ORDR039882,PROD001225,SELR000811,2,932.89,8.5,1707.19,818.57,70.05
OITM077014,ORDR039882,PROD000676,SELR000414,1,2423.59,4.3,2319.38,1875.61,443.77
OITM077015,ORDR039883,PROD002656,SELR000869,1,5482.9,20.0,4386.32,3605.42,780.9
OITM077016,ORDR039883,PROD000274,SELR000098,1,16766.65,7.4,15525.92,13345.08,2180.84
OITM077017,ORDR039884,PROD003340,SELR001091,1,1481.5,10.7,1322.98,1192.2,130.78
OITM077018,ORDR039884,PROD000663,SELR000647,1,485.62,29.0,344.79,321.0,23.79
OITM077019,ORDR039884,PROD003054,SELR000687,1,1176.56,10.3,1055.37,925.7,129.67
OITM077020,ORDR039885,PROD000454,SELR000125,1,1749.34,26.0,1294.51,1137.76,156.75
OITM077021,ORDR039885,PROD000957,SELR001153,1,20936.98,9.5,18947.97,17643.93,1304.04
OITM077022,ORDR039886,PROD003392,SELR000375,1,2554.94,15.0,2171.7,2027.01,144.69
OITM077023,ORDR039886,PROD000001,SELR000473,2,1100.46,9.5,1991.83,923.95,143.93
OITM077024,ORDR039886,PROD003409,SELR001043,1,1430.9,13.8,1233.44,1099.84,133.6
OITM077025,ORDR039886,PROD000597,SELR000144,3,303.87,14.6,778.51,220.3,117.61
OITM077026,ORDR039887,PROD001193,SELR000683,1,2960.15,14.5,2530.93,2324.06,206.87
OITM077027,ORDR039888,PROD002611,SELR000099,2,3540.68,12.8,6174.95,2750.01,674.93
OITM077028,ORDR039888,PROD002882,SELR000635,1,2140.65,22.9,1650.44,1441.11,209.33
OITM077029,ORDR039889,PROD001985,SELR000753,5,148.48,1.6,730.52,123.43,113.37
OITM077030,ORDR039890,PROD002078,SELR000925,4,1541.05,2.9,5985.44,1171.56,1299.2
OITM077031,ORDR039891,PROD002103,SELR000948,1,5757.81,15.5,4865.35,4335.59,529.76
OITM077032,ORDR039892,PROD001864,SELR001125,1,641.47,19.1,518.95,435.03,83.92
OITM077033,ORDR039893,PROD001480,SELR000464,1,2215.23,29.7,1557.31,1647.54,-90.23
OITM077034,ORDR039893,PROD002656,SELR000869,2,5482.9,23.7,8366.91,3605.42,1156.07
OITM077035,ORDR039893,PROD002078,SELR000925,3,1541.05,6.6,4318.02,1171.56,803.34
OITM077036,ORDR039893,PROD002066,SELR000741,1,1155.64,22.1,900.24,754.21,146.03
OITM077037,ORDR039894,PROD002635,SELR000131,1,423.93,6.8,395.1,345.93,49.17
OITM077038,ORDR039895,PROD000498,SELR000966,1,5343.9,30.1,3735.39,3427.58,307.81
OITM077039,ORDR039896,PROD001861,SELR000109,1,1018.32,8.8,928.71,869.06,59.65
OITM077040,ORDR039896,PROD000703,SELR000701,2,228.15,10.5,408.39,175.34,57.71
OITM077041,ORDR039896,PROD000923,SELR000815,4,1026.3,12.6,3587.94,777.0,479.94
OITM077042,ORDR039896,PROD003265,SELR000833,1,743.08,19.5,598.18,514.43,83.75
OITM077043,ORDR039896,PROD003064,SELR000964,1,9715.6,13.7,8384.56,7011.03,1373.53
OITM077044,ORDR039897,PROD001858,SELR001161,1,52.55,6.5,49.13,47.27,1.86
OITM077045,ORDR039897,PROD001716,SELR000561,1,3012.6,19.0,2440.21,2162.59,277.62
OITM077046,ORDR039898,PROD000491,SELR000866,1,1432.35,14.8,1220.36,1068.27,152.09
OITM077047,ORDR039899,PROD000943,SELR000680,1,835.72,18.6,680.28,559.03,121.25
OITM077048,ORDR039900,PROD002599,SELR000841,1,5156.64,20.0,4125.31,3260.82,864.49
OITM077049,ORDR039901,PROD001332,SELR000637,2,37309.49,13.9,64246.94,31501.57,1243.8
OITM077050,ORDR039901,PROD000242,SELR001102,1,847.21,2.5,826.03,665.73,160.3
OITM077051,ORDR039902,PROD002465,SELR001172,1,3409.8,24.2,2584.63,2282.44,302.19
OITM077052,ORDR039903,PROD003107,SELR000455,1,3874.85,18.3,3165.75,2962.32,203.43
OITM077053,ORDR039904,PROD000143,SELR000795,1,7612.16,7.9,7010.8,6204.36,806.44
OITM077054,ORDR039904,PROD003232,SELR000161,1,4356.87,14.0,3746.91,3606.59,140.32
OITM077055,ORDR039904,PROD001608,SELR000230,1,5516.76,12.8,4810.61,3936.84,873.77
OITM077056,ORDR039904,PROD000339,SELR000970,1,2403.53,2.7,2338.63,1901.91,436.72
OITM077057,ORDR039905,PROD002232,SELR000067,1,394.07,26.3,290.43,272.58,17.85
OITM077058,ORDR039906,PROD000769,SELR001158,1,1489.39,4.8,1417.9,1060.92,356.98
OITM077059,ORDR039907,PROD001933,SELR000399,2,564.6,7.6,1043.38,518.43,6.52
OITM077060,ORDR039907,PROD002557,SELR001080,1,7496.1,8.1,6888.92,6046.67,842.25
OITM077061,ORDR039908,PROD002737,SELR001132,1,3757.94,9.2,3412.21,2952.68,459.53
OITM077062,ORDR039908,PROD002599,SELR000841,2,5156.64,19.1,8343.44,3260.82,1821.8
OITM077063,ORDR039909,PROD003316,SELR000970,1,209.68,14.0,180.32,161.09,19.23
OITM077064,ORDR039910,PROD001721,SELR000308,1,773.44,11.8,682.17,562.38,119.79
OITM077065,ORDR039911,PROD002635,SELR000131,2,423.93,3.4,819.03,345.93,127.17
OITM077066,ORDR039912,PROD000624,SELR000129,1,948.7,15.4,802.6,593.69,208.91
OITM077067,ORDR039913,PROD003014,SELR000694,3,58985.94,10.2,158908.12,46853.96,18346.24
