seller_id,seller_name,seller_city,seller_state,seller_signup_date,primary_category,seller_rating,seller_tier
SELR000556,Tiwari Ventures,Ahmedabad,Gujarat,2024-07-27,Beauty & Personal Care,3.6,Medium
SELR000557,Weave Collection,Bengaluru,Karnataka,2023-02-13,Fashion,4.2,Medium
SELR000558,Pillai Trading Co,Delhi,Delhi,2024-11-10,Toys & Baby Products,4.1,Medium
SELR000559,Bisht Playful Collection,Chennai,Tamil Nadu,2023-11-03,Toys & Baby Products,4.2,Medium
SELR000560,Little Hub,Kozhikode,Kerala,2022-09-15,Toys & Baby Products,4.6,Medium
SELR000561,Kamath Distributors,Mysuru,Karnataka,2023-09-28,Fashion,4.4,High
SELR000562,Rana Trend Impex,Nellore,Andhra Pradesh,2024-12-03,Fashion,3.8,Medium
SELR000563,Bansal Style Junction,Mumbai,Maharashtra,2024-09-10,Fashion,3.1,Low
SELR000564,Pandey Byte Traders,Vadodara,Gujarat,2023-05-12,Electronics,3.8,Medium
SELR000565,Volt Junction,Chennai,Tamil Nadu,2024-11-18,Electronics,4.1,Medium
SELR000566,Digital Collection,Indore,Madhya Pradesh,2023-09-27,Electronics,3.5,Medium
SELR000567,Playful Creations,Ahmedabad,Gujarat,2023-12-16,Toys & Baby Products,3.1,Low
SELR000568,Dey Gadget House,Pune,Maharashtra,2022-10-16,Electronics,4.6,High
SELR000569,Kumar Byte Distributors,Patna,Bihar,2025-08-19,Electronics,4.1,Medium
SELR000570,Solanki Emporium,Hyderabad,Telangana,2025-02-20,Grocery,3.4,Medium
SELR000571,Yadav Mart,Lucknow,Uttar Pradesh,2023-02-17,Beauty & Personal Care,4.2,Medium
SELR000572,Joshi House,Coimbatore,Tamil Nadu,2024-04-09,Books,3.8,Low
SELR000573,Singh Bazaar,Bengaluru,Karnataka,2024-12-15,Beauty & Personal Care,4.4,Medium
SELR000574,Rana Stores,Rourkela,Odisha,2024-02-05,Toys & Baby Products,2.6,Low
SELR000575,Iyengar Wholesale,Surat,Gujarat,2023-03-07,Beauty & Personal Care,3.4,Low
SELR000576,Shetty Bella Traders,Raipur,Chhattisgarh,2025-07-18,Beauty & Personal Care,4.0,Medium
SELR000577,Active Distributors,Kochi,Kerala,2023-05-12,Sports & Fitness,4.3,Low
SELR000578,Kamath Hearth Bazaar,Agra,Uttar Pradesh,2023-07-26,Home & Kitchen,4.4,Medium
SELR000579,Bhagat Creations,Agra,Uttar Pradesh,2023-09-06,Fashion,3.0,Low
SELR000580,Bhan Wholesale,Jammu,Jammu And Kashmir,2025-04-20,Home & Kitchen,3.9,Medium
SELR000581,Weave Solutions,Ghaziabad,Uttar Pradesh,2024-01-31,Fashion,4.2,Medium
SELR000582,Jadhav Point,Pune,Maharashtra,2024-10-07,Books,3.6,Medium
SELR000583,Fabric Textiles,Mumbai,Maharashtra,2025-05-02,Fashion,4.5,High
SELR000584,Bhatt Retail,Ghaziabad,Uttar Pradesh,2025-06-02,Fashion,4.1,Medium
SELR000585,Roy Trend Industries,Mumbai,Maharashtra,2025-03-12,Fashion,3.4,Low
SELR000586,Grain Traders,Chennai,Tamil Nadu,2025-05-09,Grocery,3.6,Medium
SELR000587,Rastogi Mart,Delhi,Delhi,2025-06-24,Fashion,4.3,Medium
SELR000588,Rao Fit Junction,Indore,Madhya Pradesh,2025-08-12,Sports & Fitness,4.2,Medium
SELR000589,Nair Ventures,Bengaluru,Karnataka,2024-07-12,Grocery,3.6,Medium
SELR000590,Parmar Digital Junction,Ghaziabad,Uttar Pradesh,2022-12-07,Electronics,4.8,High
SELR000591,Chandra Textiles,Mysuru,Karnataka,2022-11-16,Books,3.4,Low
SELR000592,Rawat Vogue Bazaar,Jodhpur,Rajasthan,2025-01-02,Fashion,4.6,Medium
SELR000593,Brar Marketing,Pune,Maharashtra,2023-07-05,Fashion,4.3,Medium
SELR000594,Sport Electricals,Indore,Madhya Pradesh,2025-01-12,Sports & Fitness,3.9,Medium
SELR000595,Chowdhury Enterprises,Bhopal,Madhya Pradesh,2025-06-09,Toys & Baby Products,4.8,High
SELR000596,Verma Point,Lucknow,Uttar Pradesh,2024-07-13,Fashion,3.5,Medium
SELR000597,Wani Bella Marketing,Kochi,Kerala,2024-11-27,Beauty & Personal Care,2.9,Low
SELR000598,Bose Bazaar,Hyderabad,Telangana,2023-05-23,Fashion,4.0,Medium
SELR000599,Kulkarni Bella Ventures,Mangaluru,Karnataka,2023-11-17,Beauty & Personal Care,3.1,Low
SELR000600,Halder Bloom Industries,Mumbai,Maharashtra,2025-07-14,Beauty & Personal Care,4.0,Medium
SELR000601,Naidu Enterprises,Meerut,Uttar Pradesh,2025-01-26,Beauty & Personal Care,4.1,Medium
SELR000602,Bhat Emporium,Vadodara,Gujarat,2023-02-28,Beauty & Personal Care,3.0,Low
SELR000603,Bhattacharya Impex,Chennai,Tamil Nadu,2025-06-11,Electronics,3.8,Low
SELR000604,Active Global,Vijayawada,Andhra Pradesh,2024-01-30,Sports & Fitness,3.1,Low
SELR000605,Thakur Collection,Mumbai,Maharashtra,2025-02-26,Sports & Fitness,3.1,Low
SELR000606,Power Bazaar,Guwahati,Assam,2024-02-24,Sports & Fitness,3.3,Low
SELR000607,Zutshi Volt House,Vadodara,Gujarat,2024-05-28,Electronics,4.0,Low
SELR000608,Verma Mart,Mumbai,Maharashtra,2023-01-10,Home & Kitchen,4.2,High
SELR000609,Kitchen Global,Mumbai,Maharashtra,2023-07-31,Home & Kitchen,3.5,Low
SELR000610,Poojary Volt Wholesale,Vijayawada,Andhra Pradesh,2024-10-10,Electronics,3.7,Medium
SELR000611,Trivedi Ventures,Pune,Maharashtra,2025-02-24,Fashion,4.1,Medium
SELR000612,Roy House,Prayagraj,Uttar Pradesh,2022-10-19,Home & Kitchen,4.5,Medium
SELR000613,Bhatia Ink Emporium,Bhubaneswar,Odisha,2022-10-05,Books,4.2,Low
SELR000614,Sethi Trend Impex,Ludhiana,Punjab,2024-09-07,Fashion,3.8,Low
SELR000615,Kaul Harvest Junction,Pune,Maharashtra,2023-12-01,Grocery,4.1,Medium
SELR000616,Radiance Retail,Agra,Uttar Pradesh,2025-03-03,Beauty & Personal Care,3.5,Low
SELR000617,Read Creations,Aurangabad,Maharashtra,2022-09-25,Books,3.1,Low
SELR000618,Kitchen Textiles,Mumbai,Maharashtra,2023-08-12,Home & Kitchen,4.1,Medium
SELR000619,Verma Home Collection,Ahmedabad,Gujarat,2022-08-19,Home & Kitchen,4.6,High
SELR000620,Das Glow Point,Chennai,Tamil Nadu,2024-09-25,Beauty & Personal Care,4.9,High
SELR000621,Joy Collection,Gurugram,Haryana,2025-03-13,Toys & Baby Products,4.5,Low
SELR000622,Saxena Electricals,Rajkot,Gujarat,2023-01-04,Home & Kitchen,4.5,Medium
SELR000623,Charm Mart,Lucknow,Uttar Pradesh,2023-07-14,Beauty & Personal Care,4.2,Low
SELR000624,Parmar Retail,Bhopal,Madhya Pradesh,2025-02-28,Beauty & Personal Care,4.1,Medium
SELR000625,Biswas Global,Ahmedabad,Gujarat,2022-08-26,Books,3.3,Low
SELR000626,Digital House,Bengaluru,Karnataka,2025-06-29,Electronics,3.7,Medium
SELR000627,Living Emporium,Chennai,Tamil Nadu,2025-04-16,Home & Kitchen,3.3,Low
SELR000628,Zutshi Home Enterprises,Moradabad,Uttar Pradesh,2022-12-31,Home & Kitchen,4.5,High
SELR000629,Solanki Electricals,Ghaziabad,Uttar Pradesh,2022-12-15,Toys & Baby Products,3.5,Medium
SELR000630,Trivedi Industries,Kolkata,West Bengal,2024-09-05,Home & Kitchen,3.6,Low
SELR000631,Bajwa Comfort Enterprises,Mysuru,Karnataka,2022-07-21,Home & Kitchen,3.6,Low
SELR000632,Toon Marketing,Mumbai,Maharashtra,2024-02-06,Toys & Baby Products,4.4,Low
SELR000633,Iyengar Comfort Wholesale,Chennai,Tamil Nadu,2022-09-23,Home & Kitchen,4.9,High
SELR000634,Mishra House,Chennai,Tamil Nadu,2024-03-06,Fashion,4.1,Medium
SELR000635,Fabric Wholesale,Thrissur,Kerala,2023-08-13,Fashion,4.7,High
SELR000636,Tiwari Industries,Agra,Uttar Pradesh,2024-09-22,Electronics,4.0,High
SELR000637,Rawat Traders,Faridabad,Haryana,2025-04-09,Electronics,3.9,Medium
SELR000638,Poojary Comfort Emporium,Delhi,Delhi,2024-01-18,Home & Kitchen,2.7,Low
SELR000639,Chowdhury Bookish Stores,Hyderabad,Telangana,2024-07-10,Books,3.8,Low
SELR000640,Ink Wholesale,Chandigarh,Chandigarh,2024-05-24,Books,3.0,Low
SELR000641,Bisht Marketing,Kolkata,West Bengal,2025-08-05,Electronics,3.5,Low
SELR000642,Jain Radiance Hub,Jamshedpur,Jharkhand,2023-03-30,Beauty & Personal Care,4.1,Low
SELR000643,Gill Vogue Enterprises,Dehradun,Uttarakhand,2023-04-08,Fashion,4.8,High
SELR000644,Dutta Kiddo Retail,Jaipur,Rajasthan,2023-09-14,Toys & Baby Products,3.9,Medium
SELR000645,Chandra Fabric Textiles,Vijayawada,Andhra Pradesh,2024-10-26,Fashion,3.7,Medium
SELR000646,Bella Impex,Hubballi,Karnataka,2025-03-22,Beauty & Personal Care,3.3,Low
SELR000647,Dubey Industries,Jaipur,Rajasthan,2023-05-23,Fashion,4.3,High
SELR000648,Deshmukh Athletic Bazaar,Coimbatore,Tamil Nadu,2022-11-12,Sports & Fitness,4.1,Medium
SELR000649,Kitchen Impex,Dhanbad,Jharkhand,2024-06-02,Home & Kitchen,4.1,Medium
SELR000650,Pal Electricals,Chennai,Tamil Nadu,2024-05-21,Books,4.8,High
SELR000651,Joshi Fabric Creations,Ajmer,Rajasthan,2023-09-10,Fashion,3.9,Medium
SELR000652,Kohli Toon Wholesale,Mumbai,Maharashtra,2023-02-05,Toys & Baby Products,3.6,Low
SELR000653,Living Impex,Coimbatore,Tamil Nadu,2025-03-04,Home & Kitchen,4.3,Medium
SELR000654,Chatterjee Overseas,Thiruvananthapuram,Kerala,2025-03-01,Books,4.3,Medium
SELR000655,Harvest Ventures,Ghaziabad,Uttar Pradesh,2024-11-08,Grocery,3.0,Low
SELR000656,Bhat Kiddo Bazaar,Surat,Gujarat,2024-04-30,Toys & Baby Products,4.3,Medium
SELR000657,Fabric Wholesale,Faridabad,Haryana,2023-05-04,Fashion,3.7,Low
SELR000658,Ahluwalia Trend Trading Co,Bengaluru,Karnataka,2023-10-12,Fashion,4.2,Medium
SELR000659,Rathore Retail,Hyderabad,Telangana,2022-09-26,Fashion,3.9,Medium
SELR000660,Bhatia Retail,Chennai,Tamil Nadu,2023-04-20,Fashion,4.5,Medium
SELR000661,Sen Charm Textiles,Vadodara,Gujarat,2023-12-05,Beauty & Personal Care,3.9,Medium
SELR000662,Kohli Toon Stores,Jaipur,Rajasthan,2023-11-20,Toys & Baby Products,3.6,Low
SELR000663,Jain Distributors,Chennai,Tamil Nadu,2022-10-09,Toys & Baby Products,4.2,Medium
SELR000664,Deshmukh Bella Textiles,Udaipur,Rajasthan,2025-07-05,Beauty & Personal Care,4.8,High
SELR000665,Pure House,Kolkata,West Bengal,2023-05-11,Beauty & Personal Care,4.0,Medium
SELR000666,Chandel Solutions,Jaipur,Rajasthan,2024-02-10,Grocery,4.4,Low
SELR000667,Pandey Traders,Gurugram,Haryana,2023-12-22,Toys & Baby Products,4.0,Low
SELR000668,Das Textiles,Bengaluru,Karnataka,2023-12-27,Fashion,3.0,Low
SELR000669,Bhattacharya Charm Solutions,Amritsar,Punjab,2025-02-27,Beauty & Personal Care,4.4,Medium
SELR000670,Bose Grain Industries,Jaipur,Rajasthan,2024-11-06,Grocery,3.8,Medium
SELR000671,Patel House,Delhi,Delhi,2025-03-25,Fashion,4.6,High
SELR000672,Comfort Creations,Rohtak,Haryana,2023-09-15,Home & Kitchen,4.1,Medium
SELR000673,Suri Little Industries,Raipur,Chhattisgarh,2023-05-08,Toys & Baby Products,3.5,Low
SELR000674,Little Ventures,Varanasi,Uttar Pradesh,2023-11-09,Toys & Baby Products,4.0,Low
SELR000675,Dutta Little Textiles,Siliguri,West Bengal,2024-04-10,Toys & Baby Products,3.5,Medium
SELR000676,Dey Emporium,Guntur,Andhra Pradesh,2023-07-29,Books,4.2,Medium
SELR000677,Bhagat Solutions,Ahmedabad,Gujarat,2023-12-16,Fashion,3.5,Low
SELR000678,Mishra Marketing,Ghaziabad,Uttar Pradesh,2022-12-29,Fashion,4.0,Medium
SELR000679,Tiwari Industries,Ghaziabad,Uttar Pradesh,2024-05-05,Beauty & Personal Care,4.3,High
SELR000680,Charm Textiles,Chennai,Tamil Nadu,2024-09-30,Beauty & Personal Care,4.0,Medium
SELR000681,Home Electricals,Hyderabad,Telangana,2024-03-01,Home & Kitchen,4.8,High
SELR000682,Charm Stores,Mumbai,Maharashtra,2025-03-31,Beauty & Personal Care,3.7,Medium
SELR000683,Kitchen Hub,Kochi,Kerala,2025-08-18,Home & Kitchen,4.1,High
SELR000684,Ink Mart,Thiruvananthapuram,Kerala,2025-05-07,Books,4.2,Medium
SELR000685,Chandel Creations,Bhubaneswar,Odisha,2022-10-23,Fashion,4.2,Medium
SELR000686,Rao Point,Ahmedabad,Gujarat,2025-04-09,Fashion,3.1,Medium
SELR000687,Digital Electricals,Hyderabad,Telangana,2023-07-25,Electronics,4.7,Medium
SELR000688,Sethi Weave Collection,Jaipur,Rajasthan,2023-12-07,Fashion,3.3,Low
SELR000689,Daily Overseas,Indore,Madhya Pradesh,2023-10-22,Grocery,3.2,Low
SELR000690,Dhar Living Emporium,Dhanbad,Jharkhand,2023-05-29,Home & Kitchen,3.9,Medium
SELR000691,Vogue Junction,Shimla,Himachal Pradesh,2025-04-05,Fashion,3.4,Medium
SELR000692,Sen Junction,Kozhikode,Kerala,2024-07-06,Books,3.8,Low
SELR000693,Bella Distributors,Aligarh,Uttar Pradesh,2025-07-16,Beauty & Personal Care,3.8,Medium
SELR000694,Bose Industries,Panipat,Haryana,2025-07-02,Electronics,4.2,Medium
SELR000695,Vogue Traders,Lucknow,Uttar Pradesh,2023-10-31,Fashion,3.5,Low
SELR000696,Dhillon Hub,Delhi,Delhi,2024-10-15,Fashion,4.1,Medium
SELR000697,Athletic Overseas,Mumbai,Maharashtra,2024-02-02,Sports & Fitness,3.6,Low
SELR000698,Yadav Emporium,Gurugram,Haryana,2024-01-25,Fashion,4.3,Medium
SELR000699,Kulkarni Digital Marketing,Chennai,Tamil Nadu,2024-10-30,Electronics,3.6,Medium
SELR000700,Rana Circuit Stores,Bengaluru,Karnataka,2024-09-02,Electronics,4.8,Medium
SELR000701,Rathore Industries,Gorakhpur,Uttar Pradesh,2025-05-14,Beauty & Personal Care,4.8,Medium
SELR000702,Byte Creations,Hyderabad,Telangana,2024-12-06,Electronics,4.6,Medium
SELR000703,Srivastava Farm Textiles,Patiala,Punjab,2024-06-18,Grocery,4.4,Medium
SELR000704,Parmar Electricals,Bhubaneswar,Odisha,2025-05-22,Fashion,3.5,Low
SELR000705,Bhatia Pure Point,Coimbatore,Tamil Nadu,2022-11-03,Beauty & Personal Care,4.4,Medium
SELR000706,Kitchen Creations,Visakhapatnam,Andhra Pradesh,2024-11-26,Home & Kitchen,4.0,Medium
SELR000707,Kitchen Impex,Ahmedabad,Gujarat,2023-09-30,Home & Kitchen,4.7,Low
SELR000708,Desai Digital Trading Co,Coimbatore,Tamil Nadu,2023-11-15,Electronics,3.7,Low
SELR000709,Deshmukh Grain Junction,Hyderabad,Telangana,2024-12-17,Grocery,4.4,Medium
SELR000710,Srivastava Marketing,Tiruchirappalli,Tamil Nadu,2023-05-17,Toys & Baby Products,4.0,Medium
SELR000711,Sandhu House,Pune,Maharashtra,2025-04-12,Electronics,3.5,Low
SELR000712,Chandel Ventures,Chennai,Tamil Nadu,2024-01-30,Fashion,3.8,Medium
SELR000713,Little Hub,Agra,Uttar Pradesh,2023-08-11,Toys & Baby Products,3.2,Low
SELR000714,Agarwal Charm Collection,Kochi,Kerala,2023-07-19,Beauty & Personal Care,4.0,Low
SELR000715,Gupta Weave Overseas,Jaipur,Rajasthan,2023-11-01,Fashion,4.0,Low
SELR000716,Style Solutions,Chandigarh,Chandigarh,2025-06-18,Fashion,4.1,Medium
SELR000717,Fit Junction,Bengaluru,Karnataka,2022-11-04,Sports & Fitness,3.7,Medium
SELR000718,Power Bazaar,Visakhapatnam,Andhra Pradesh,2024-02-09,Sports & Fitness,4.6,High
SELR000719,Pillai Junction,Chennai,Tamil Nadu,2025-02-15,Beauty & Personal Care,4.1,Medium
SELR000720,Mandal Marketing,Pune,Maharashtra,2023-12-30,Toys & Baby Products,4.1,Low
SELR000721,Kitchen Bazaar,Bengaluru,Karnataka,2024-04-15,Home & Kitchen,4.3,Medium
SELR000722,Trend Industries,Ahmedabad,Gujarat,2023-08-10,Fashion,3.6,Medium
SELR000723,Chandra Enterprises,Ahmedabad,Gujarat,2022-12-12,Home & Kitchen,5.0,High
SELR000724,Sandhu Point,Jaipur,Rajasthan,2024-07-07,Fashion,3.8,Low
SELR000725,Bhagat Style Creations,Hyderabad,Telangana,2025-05-23,Fashion,4.6,High
SELR000726,Saxena Digital Wholesale,Hyderabad,Telangana,2024-02-22,Electronics,4.6,High
SELR000727,Chatterjee Junction,Indore,Madhya Pradesh,2023-11-14,Fashion,4.7,Medium
SELR000728,Trivedi Industries,Bengaluru,Karnataka,2022-12-04,Sports & Fitness,4.2,High
SELR000729,Volt Electricals,Nashik,Maharashtra,2025-06-20,Electronics,3.7,Medium
SELR000730,Patel Comfort Overseas,Solapur,Maharashtra,2025-03-26,Home & Kitchen,3.9,Medium
SELR000731,Sen Global,Noida,Uttar Pradesh,2025-05-03,Sports & Fitness,4.3,Medium
SELR000732,Mukherjee Bella Collection,Warangal,Telangana,2023-08-23,Beauty & Personal Care,4.6,High
SELR000733,Scroll Emporium,Mumbai,Maharashtra,2024-06-21,Books,4.5,High
SELR000734,Kapoor Grain Trading Co,Delhi,Delhi,2023-11-15,Grocery,4.0,Medium
SELR000735,Jadhav Traders,Varanasi,Uttar Pradesh,2023-04-03,Sports & Fitness,4.7,High
SELR000736,Jain Collection,Bhubaneswar,Odisha,2023-03-01,Electronics,3.8,Medium
SELR000737,Nest Marketing,Gwalior,Madhya Pradesh,2023-09-20,Home & Kitchen,4.1,Medium
SELR000738,Yadav Creations,Delhi,Delhi,2024-03-31,Beauty & Personal Care,3.7,Medium
SELR000739,Mukherjee Ventures,Guwahati,Assam,2022-11-26,Fashion,4.2,Medium
SELR000740,Circuit Wholesale,Kolkata,West Bengal,2024-09-17,Electronics,3.8,Medium
SELR000741,Rawat Trend Collection,Pune,Maharashtra,2023-12-13,Fashion,4.4,High
SELR000742,Patel Hub,Bengaluru,Karnataka,2025-04-09,Home & Kitchen,4.4,High
SELR000743,Sethi Hearth Retail,Panaji,Goa,2023-05-23,Home & Kitchen,4.0,Low
SELR000744,Sethi Impex,Delhi,Delhi,2022-09-06,Fashion,4.8,High
SELR000745,Desai Organic Point,Jodhpur,Rajasthan,2023-06-30,Grocery,3.4,Medium
SELR000746,Halder Playful Mart,Chandigarh,Chandigarh,2025-07-23,Toys & Baby Products,3.8,Medium
SELR000747,Khanna Fabric Ventures,Amritsar,Punjab,2023-07-12,Fashion,4.0,Medium
SELR000748,Joy Mart,Agra,Uttar Pradesh,2024-09-19,Toys & Baby Products,4.7,Medium
SELR000749,Byte Wholesale,Moradabad,Uttar Pradesh,2025-02-25,Electronics,3.0,Low
SELR000750,Brar Impex,Hyderabad,Telangana,2023-05-30,Toys & Baby Products,3.0,Low
SELR000751,Little Point,Delhi,Delhi,2024-07-11,Toys & Baby Products,4.5,Medium
SELR000752,Rana Tech Solutions,Vadodara,Gujarat,2023-02-28,Electronics,3.7,Medium
SELR000753,Agnihotri Read Bazaar,Kolkata,West Bengal,2023-08-26,Books,3.9,Medium
SELR000754,Joshi Kiddo Point,Mumbai,Maharashtra,2023-06-12,Toys & Baby Products,4.1,Medium
SELR000755,Sandhu Electricals,Hyderabad,Telangana,2024-08-14,Toys & Baby Products,4.1,Medium
SELR000756,Rana Collection,Ahmedabad,Gujarat,2025-04-03,Toys & Baby Products,4.5,Medium
SELR000757,Bhan Pure Hub,Mumbai,Maharashtra,2023-04-23,Beauty & Personal Care,4.2,Medium
SELR000758,Tech Mart,Delhi,Delhi,2023-06-07,Electronics,3.8,Low
SELR000759,Grain Point,Kozhikode,Kerala,2025-01-30,Grocery,4.4,High
SELR000760,Jadhav Glow Collection,Ahmedabad,Gujarat,2023-12-19,Beauty & Personal Care,3.7,Medium
SELR000761,Shah Radiance Industries,Thrissur,Kerala,2024-02-14,Beauty & Personal Care,3.7,Low
SELR000762,Nest Traders,Panipat,Haryana,2024-09-21,Home & Kitchen,3.6,Medium
SELR000763,Kumar Radiance Stores,Bengaluru,Karnataka,2022-12-13,Beauty & Personal Care,4.3,High
SELR000764,Chauhan Enterprises,Agra,Uttar Pradesh,2025-03-30,Fashion,4.8,High
SELR000765,Dar Scroll Overseas,Vadodara,Gujarat,2023-08-30,Books,4.3,Low
SELR000766,Digital Marketing,Nashik,Maharashtra,2024-07-29,Electronics,4.5,High
SELR000767,Kulkarni Hub,Mumbai,Maharashtra,2023-11-14,Sports & Fitness,3.6,Medium
SELR000768,Jadhav Impex,Hyderabad,Telangana,2024-11-14,Grocery,4.7,High
SELR000769,Singh Bazaar,Mumbai,Maharashtra,2024-06-06,Home & Kitchen,4.7,High
SELR000770,Gill Kitchen Hub,Ghaziabad,Uttar Pradesh,2023-01-23,Home & Kitchen,4.4,Medium
SELR000771,Bhatt Weave Mart,Puducherry,Puducherry,2023-02-09,Fashion,3.9,Medium
SELR000772,Raina Global,Visakhapatnam,Andhra Pradesh,2025-04-05,Toys & Baby Products,4.2,Medium
SELR000773,Bookish Hub,Agra,Uttar Pradesh,2024-02-22,Books,4.1,Medium
SELR000774,Hearth Junction,Thrissur,Kerala,2023-05-20,Home & Kitchen,3.9,Low
SELR000775,Trivedi Junction,Visakhapatnam,Andhra Pradesh,2022-12-20,Fashion,4.8,High
SELR000776,Weave Enterprises,Delhi,Delhi,2022-12-03,Fashion,4.0,Low
SELR000777,Chauhan Nest Textiles,Jalandhar,Punjab,2025-05-23,Home & Kitchen,4.4,Medium
SELR000778,Kiddo Hub,Kolkata,West Bengal,2025-07-26,Toys & Baby Products,4.0,Medium
SELR000779,Rawat Industries,Delhi,Delhi,2023-10-01,Books,2.8,Low
SELR000780,Fabric Trading Co,Surat,Gujarat,2023-02-24,Fashion,3.8,Low
SELR000781,Bhan Organic Overseas,Tiruchirappalli,Tamil Nadu,2023-10-30,Grocery,3.7,Medium
SELR000782,Sethi Solutions,Chennai,Tamil Nadu,2022-12-12,Home & Kitchen,4.3,Low
SELR000783,Chakraborty Emporium,Surat,Gujarat,2024-03-27,Grocery,4.2,Medium
SELR000784,Dey Emporium,Bengaluru,Karnataka,2024-06-22,Fashion,3.9,Medium
SELR000785,Glow Wholesale,Delhi,Delhi,2025-08-06,Beauty & Personal Care,3.8,Low
SELR000786,Chandel Point,Mumbai,Maharashtra,2023-07-08,Toys & Baby Products,3.9,Medium
SELR000787,Kumar Vogue Marketing,Amritsar,Punjab,2023-02-20,Fashion,2.8,Low
SELR000788,Kumar Sport Wholesale,Jalandhar,Punjab,2022-12-09,Sports & Fitness,4.1,Medium
SELR000789,Toon Creations,Bengaluru,Karnataka,2023-09-12,Toys & Baby Products,3.2,Low
SELR000790,Weave Impex,Pune,Maharashtra,2024-05-25,Fashion,3.9,Medium
SELR000791,Chopra Industries,Hyderabad,Telangana,2022-09-23,Electronics,4.1,Medium
SELR000792,Sisodia Traders,Delhi,Delhi,2024-11-21,Sports & Fitness,4.4,Medium
SELR000793,Brar Enterprises,Indore,Madhya Pradesh,2023-12-16,Fashion,4.0,Medium
SELR000794,Tech Global,Ludhiana,Punjab,2024-12-30,Electronics,4.5,High
SELR000795,Thakur Emporium,Coimbatore,Tamil Nadu,2023-12-20,Home & Kitchen,4.2,High
SELR000796,Chowdhury Chapter Bazaar,Gurugram,Haryana,2023-01-03,Books,4.0,Medium
SELR000797,Sisodia Style Distributors,Indore,Madhya Pradesh,2022-08-03,Fashion,4.3,High
SELR000798,Vogue Retail,Mumbai,Maharashtra,2024-04-04,Fashion,4.4,Medium
SELR000799,Jain Daily Traders,Bengaluru,Karnataka,2024-03-15,Grocery,3.9,Low
SELR000800,Kamath Pure Bazaar,Rourkela,Odisha,2025-01-22,Beauty & Personal Care,4.3,Low
SELR000801,Ghosh Fresh Electricals,Bhubaneswar,Odisha,2025-04-05,Grocery,3.6,Low
SELR000802,Agnihotri Kitchen Emporium,Jamshedpur,Jharkhand,2023-01-09,Home & Kitchen,3.9,Medium
SELR000803,Verma Textiles,Dhanbad,Jharkhand,2023-07-03,Toys & Baby Products,3.8,Low
SELR000804,Raina Fit Hub,Coimbatore,Tamil Nadu,2023-03-03,Sports & Fitness,4.3,Medium
SELR000805,Tech Global,Cuttack,Odisha,2022-11-08,Electronics,4.9,High
SELR000806,Tiwari Playful Solutions,Noida,Uttar Pradesh,2022-07-12,Toys & Baby Products,4.5,High
SELR000807,Hearth Junction,Delhi,Delhi,2022-10-11,Home & Kitchen,4.3,Medium
SELR000808,Fabric Stores,Delhi,Delhi,2024-02-28,Fashion,4.0,Medium
SELR000809,Fabric Creations,Mumbai,Maharashtra,2022-12-30,Fashion,3.7,Medium
SELR000810,Chatterjee Trading Co,Mumbai,Maharashtra,2023-02-16,Sports & Fitness,3.3,Low
SELR000811,Bhatt Hub,Kolkata,West Bengal,2022-11-21,Electronics,4.6,High
SELR000812,Iyer Style Collection,Ludhiana,Punjab,2024-10-12,Fashion,3.9,High
SELR000813,Rastogi Junction,Mysuru,Karnataka,2024-07-03,Electronics,3.9,Low
SELR000814,Sharma Home Trading Co,Vadodara,Gujarat,2025-07-10,Home & Kitchen,4.3,Medium
SELR000815,Mishra Retail,Bengaluru,Karnataka,2022-11-14,Home & Kitchen,4.2,High
SELR000816,Dhar Pure Mart,Vijayawada,Andhra Pradesh,2023-03-04,Beauty & Personal Care,4.0,Low
SELR000817,Fabric Hub,Kolkata,West Bengal,2023-12-11,Fashion,2.8,Low
SELR000818,Chandel Byte Stores,Delhi,Delhi,2024-07-18,Electronics,4.7,Medium
SELR000819,Iyer Bella House,Pune,Maharashtra,2022-12-05,Beauty & Personal Care,4.4,Medium
SELR000820,Bhatt Nest Creations,Ahmedabad,Gujarat,2023-03-08,Home & Kitchen,3.8,Medium
SELR000821,Fit Impex,Pune,Maharashtra,2023-11-02,Sports & Fitness,4.3,High
SELR000822,Digital Wholesale,Ranchi,Jharkhand,2022-07-30,Electronics,4.2,Medium
SELR000823,Parmar Circuit Solutions,Bhubaneswar,Odisha,2023-10-03,Electronics,3.9,Medium
SELR000824,Weave Collection,Ludhiana,Punjab,2024-11-20,Fashion,4.1,Medium
SELR000825,Grover Electricals,Bengaluru,Karnataka,2024-03-01,Home & Kitchen,3.3,Low
SELR000826,Nest Textiles,Ranchi,Jharkhand,2023-11-16,Home & Kitchen,4.3,High
SELR000827,Suri Mart,Visakhapatnam,Andhra Pradesh,2024-01-17,Grocery,3.6,Medium
SELR000828,Kohli Stores,Hyderabad,Telangana,2025-06-23,Home & Kitchen,4.1,Medium
SELR000829,Saxena Radiance Hub,Coimbatore,Tamil Nadu,2024-02-23,Beauty & Personal Care,3.5,Low
SELR000830,Pillai Charm Overseas,Lucknow,Uttar Pradesh,2024-03-10,Beauty & Personal Care,4.1,Medium
SELR000831,Rawat Volt Hub,Jaipur,Rajasthan,2025-06-05,Electronics,3.5,Medium
SELR000832,Bajwa Solutions,Mumbai,Maharashtra,2023-01-05,Home & Kitchen,3.9,Medium
