order_id,customer_id,order_date,order_status,cancellation_reason,shipped_date,delivery_date,expected_delivery_date,delivery_city,delivery_state,order_total,delivery_days,delivery_delay,customer_segment
ORDR041866,CUST030661,2024-12-28,Returned,,2024-12-28,2025-01-01,2025-01-02,Kanpur,Uttar Pradesh,2924.02,4.0,-1.0,Repeat
ORDR041867,CUST011774,2024-12-28,Delivered,,2024-12-28,2024-12-29,2024-12-31,Delhi,Delhi,593.35,1.0,-2.0,Repeat
ORDR041868,CUST023514,2024-12-28,Delivered,,2024-12-29,2025-01-02,2025-01-02,Lucknow,Uttar Pradesh,3551.0,4.0,0.0,VIP
ORDR041869,CUST039590,2024-12-28,Delivered,,2024-12-28,2024-12-30,2024-12-31,Delhi,Delhi,958.85,2.0,-1.0,Repeat
ORDR041870,CUST009881,2024-12-28,Delivered,,2024-12-28,2025-01-03,2025-01-03,Vadodara,Gujarat,22476.97,6.0,0.0,Repeat
ORDR041871,CUST035815,2024-12-28,Delivered,,2024-12-30,2025-01-04,2025-01-03,Chandigarh,Chandigarh,3987.07,5.0,1.0,New
ORDR041872,CUST020093,2024-12-28,Delivered,,2024-12-30,2025-01-06,2025-01-03,Aligarh,Uttar Pradesh,5232.38,7.0,3.0,Repeat
ORDR041873,CUST024314,2024-12-28,Delivered,,2024-12-28,2025-01-02,2025-01-01,Delhi,Delhi,9897.27,5.0,1.0,Repeat
ORDR041874,CUST014444,2024-12-28,Cancelled,Delayed Processing,,,,Mumbai,Maharashtra,31675.07,,,Repeat
ORDR041875,CUST009056,2024-12-28,Delivered,,2024-12-28,2025-01-01,2025-01-03,Vadodara,Gujarat,7815.94,4.0,-2.0,New
ORDR041876,CUST030201,2024-12-28,Cancelled,Customer Changed Mind,,,,Kanpur,Uttar Pradesh,3073.36,,,Repeat
ORDR041877,CUST007901,2024-12-28,Returned,,2024-12-30,2025-01-03,2025-01-03,Ghaziabad,Uttar Pradesh,3631.06,4.0,0.0,New
ORDR041878,CUST023023,2024-12-28,Returned,,2024-12-28,2025-01-02,2024-12-31,Delhi,Delhi,1383.71,5.0,2.0,New
ORDR041879,CUST021502,2024-12-28,Delivered,,2024-12-30,2025-01-01,2024-12-31,Mumbai,Maharashtra,402.69,2.0,1.0,Repeat
ORDR041880,CUST015995,2024-12-28,Delivered,,2024-12-28,2024-12-31,2025-01-02,Vadodara,Gujarat,12442.16,3.0,-2.0,Repeat
ORDR041881,CUST022389,2024-12-28,Delivered,,2024-12-28,2024-12-31,2024-12-31,Pune,Maharashtra,4437.84,3.0,0.0,New
ORDR041882,CUST013102,2024-12-28,Delivered,,2024-12-30,2025-01-08,2025-01-01,Hyderabad,Telangana,662.73,9.0,7.0,Repeat
ORDR041883,CUST022656,2024-12-28,Delivered,,2024-12-30,2025-01-09,2025-01-05,Kozhikode,Kerala,3640.65,10.0,4.0,Repeat
ORDR041884,CUST005560,2024-12-28,Delivered,,2024-12-30,2025-01-03,2025-01-04,Kollam,Kerala,1706.41,4.0,-1.0,Repeat
ORDR041885,CUST005562,2024-12-28,Delivered,,2024-12-28,2025-01-03,2025-01-02,Guwahati,Assam,500.32,6.0,1.0,New
ORDR041886,CUST020051,2024-12-28,Delivered,,2024-12-30,2025-01-02,2025-01-01,Delhi,Delhi,183.14,3.0,1.0,Repeat
ORDR041887,CUST013171,2024-12-28,Cancelled,Payment Issue,,,,Delhi,Delhi,6423.33,,,Repeat
ORDR041888,CUST021642,2024-12-28,Delivered,,2024-12-30,2025-01-03,2025-01-03,Madurai,Tamil Nadu,16751.59,4.0,0.0,Repeat
ORDR041889,CUST018722,2024-12-28,Delivered,,2024-12-28,2024-12-30,2025-01-02,Chennai,Tamil Nadu,2714.05,2.0,-3.0,New
ORDR041890,CUST009881,2024-12-28,Delivered,,2024-12-29,2025-01-04,2025-01-02,Vadodara,Gujarat,657.91,6.0,2.0,Repeat
ORDR041891,CUST030737,2024-12-28,Delivered,,2024-12-29,2025-01-04,2025-01-02,Raipur,Chhattisgarh,1409.36,6.0,2.0,Repeat
ORDR041892,CUST019894,2024-12-28,Delivered,,2024-12-28,2025-01-02,2025-01-02,Ahmedabad,Gujarat,6615.66,5.0,0.0,Repeat
ORDR041893,CUST031676,2024-12-28,Delivered,,2024-12-30,2025-01-04,2025-01-02,Kolkata,West Bengal,481.2,5.0,2.0,New
ORDR041894,CUST015819,2024-12-28,Delivered,,2024-12-29,2025-01-03,2025-01-01,Mumbai,Maharashtra,171.44,5.0,2.0,New
ORDR041895,CUST034332,2024-12-28,Delivered,,2024-12-30,2025-01-04,2025-01-02,Indore,Madhya Pradesh,309.0,5.0,2.0,Repeat
ORDR041896,CUST031641,2024-12-28,Delivered,,2024-12-29,2025-01-03,2024-12-31,Mumbai,Maharashtra,162.37,5.0,3.0,Repeat
ORDR041897,CUST026370,2024-12-28,Delivered,,2024-12-28,2025-01-02,2025-01-01,Patna,Bihar,3594.08,5.0,1.0,New
ORDR041898,CUST037514,2024-12-28,Delivered,,2024-12-30,2025-01-07,2025-01-03,Coimbatore,Tamil Nadu,3752.23,8.0,4.0,Repeat
ORDR041899,CUST011667,2024-12-28,Delivered,,2024-12-28,2025-01-02,2025-01-02,Noida,Uttar Pradesh,4126.76,5.0,0.0,New
ORDR041900,CUST035790,2024-12-28,Delivered,,2024-12-28,2025-01-02,2025-01-01,Visakhapatnam,Andhra Pradesh,7111.37,5.0,1.0,New
ORDR041901,CUST011691,2024-12-28,Delivered,,2024-12-28,2024-12-29,2024-12-31,Bengaluru,Karnataka,2021.49,1.0,-2.0,Repeat
ORDR041902,CUST007766,2024-12-29,Delivered,,2024-12-31,2025-01-01,2025-01-02,Bengaluru,Karnataka,422.7,1.0,-1.0,VIP
ORDR041903,CUST033872,2024-12-29,Delivered,,2024-12-29,2025-01-02,2025-01-03,Agra,Uttar Pradesh,84484.65,4.0,-1.0,New
ORDR041904,CUST029247,2024-12-29,Delivered,,2024-12-31,2025-01-06,2025-01-05,Thrissur,Kerala,13146.5,6.0,1.0,New
ORDR041905,CUST028977,2024-12-29,Delivered,,2024-12-30,2025-01-02,2025-01-01,Noida,Uttar Pradesh,2547.73,3.0,1.0,Repeat
ORDR041906,CUST022590,2024-12-29,Delivered,,2024-12-29,2024-12-31,2025-01-01,Ahmedabad,Gujarat,13019.57,2.0,-1.0,Repeat
ORDR041907,CUST003422,2024-12-29,Delivered,,2024-12-30,2025-01-02,2025-01-03,Visakhapatnam,Andhra Pradesh,901.33,3.0,-1.0,New
ORDR041908,CUST015291,2024-12-29,Delivered,,2024-12-29,2025-01-04,2025-01-02,Delhi,Delhi,6435.49,6.0,2.0,New
ORDR041909,CUST007610,2024-12-29,Delivered,,2024-12-29,2025-01-05,2025-01-05,Kozhikode,Kerala,26063.26,7.0,0.0,VIP
ORDR041910,CUST034591,2024-12-29,Pending,,,,2025-01-03,Chennai,Tamil Nadu,1181.7,,,Repeat
ORDR041911,CUST002633,2024-12-29,Delivered,,2024-12-30,2025-01-04,2025-01-03,Thiruvananthapuram,Kerala,3183.66,5.0,1.0,Repeat
ORDR041912,CUST027233,2024-12-29,Delivered,,2024-12-29,2025-01-05,2025-01-04,Kochi,Kerala,17969.29,7.0,1.0,Repeat
ORDR041913,CUST025124,2024-12-29,Delivered,,2024-12-31,2025-01-06,2025-01-05,Raipur,Chhattisgarh,16451.19,6.0,1.0,Repeat
ORDR041914,CUST010608,2024-12-29,Delivered,,2024-12-31,2025-01-09,2025-01-03,Nagpur,Maharashtra,3177.62,9.0,6.0,Repeat
ORDR041915,CUST016183,2024-12-29,Returned,,2024-12-29,2025-01-05,2025-01-03,Patna,Bihar,377.84,7.0,2.0,Repeat
ORDR041916,CUST038078,2024-12-29,Cancelled,Address Issue,,,,Bhopal,Madhya Pradesh,1595.17,,,Repeat
ORDR041917,CUST037928,2024-12-29,Delivered,,2024-12-29,2025-01-05,2025-01-05,Thrissur,Kerala,10292.66,7.0,0.0,Repeat
ORDR041918,CUST024348,2024-12-29,Delivered,,2024-12-31,2025-01-05,2025-01-02,Bengaluru,Karnataka,4563.64,5.0,3.0,Repeat
ORDR041919,CUST018695,2024-12-29,Delivered,,2024-12-31,2025-01-06,2025-01-04,Chandigarh,Chandigarh,5625.2,6.0,2.0,Repeat
ORDR041920,CUST026840,2024-12-29,Delivered,,2024-12-30,2025-01-02,2025-01-01,Bengaluru,Karnataka,1584.96,3.0,1.0,Repeat
ORDR041921,CUST018695,2024-12-29,Returned,,2024-12-29,2025-01-03,2025-01-03,Chandigarh,Chandigarh,1234.06,5.0,0.0,Repeat
ORDR041922,CUST002618,2024-12-29,Delivered,,2024-12-29,2025-01-01,2025-01-02,Patna,Bihar,1619.17,3.0,-1.0,Repeat
ORDR041923,CUST030207,2024-12-29,Cancelled,Payment Issue,,,,Varanasi,Uttar Pradesh,602.43,,,Repeat
ORDR041924,CUST020463,2024-12-29,Delivered,,2024-12-31,2025-01-10,2025-01-03,Kochi,Kerala,9284.52,10.0,7.0,Repeat
ORDR041925,CUST025121,2024-12-29,Delivered,,2024-12-30,2025-01-05,2025-01-02,Bengaluru,Karnataka,52036.48,6.0,3.0,Repeat
ORDR041926,CUST011267,2024-12-29,Cancelled,Product Unavailable,,,,Ajmer,Rajasthan,362.92,,,New
ORDR041927,CUST004296,2024-12-29,Delivered,,2024-12-31,2025-01-04,2025-01-04,Indore,Madhya Pradesh,415.72,4.0,0.0,Repeat
ORDR041928,CUST039504,2024-12-29,Delivered,,2024-12-31,2025-01-07,2025-01-05,Udaipur,Rajasthan,12802.07,7.0,2.0,Repeat
ORDR041929,CUST008569,2024-12-29,Delivered,,2024-12-31,2025-01-07,2025-01-03,Bhopal,Madhya Pradesh,505.0,7.0,4.0,New
ORDR041930,CUST031260,2024-12-29,Shipped,,2024-12-29,,2025-01-03,Guwahati,Assam,26976.29,,,Repeat
ORDR041931,CUST018184,2024-12-29,Delivered,,2024-12-30,2025-01-05,2025-01-03,Delhi,Delhi,5037.96,6.0,2.0,Repeat
ORDR041932,CUST026469,2024-12-29,Delivered,,2024-12-31,2025-01-03,2025-01-01,Bengaluru,Karnataka,7592.81,3.0,2.0,Repeat
ORDR041933,CUST034948,2024-12-29,Cancelled,Address Issue,,,,Ranchi,Jharkhand,619.21,,,New
ORDR041934,CUST009474,2024-12-29,Cancelled,Customer Changed Mind,,,,Gurugram,Haryana,661.85,,,New
ORDR041935,CUST024825,2024-12-29,Delivered,,2024-12-29,2025-01-02,2025-01-03,Thrissur,Kerala,151.0,4.0,-1.0,Repeat
ORDR041936,CUST020517,2024-12-29,Delivered,,2024-12-31,2025-01-08,2025-01-02,Noida,Uttar Pradesh,5677.37,8.0,6.0,Repeat
ORDR041937,CUST022119,2024-12-29,Cancelled,Customer Changed Mind,,,,Lucknow,Uttar Pradesh,3686.66,,,VIP
ORDR041938,CUST035247,2024-12-29,Shipped,,2024-12-30,,2025-01-04,Lucknow,Uttar Pradesh,334.25,,,Repeat
ORDR041939,CUST028594,2024-12-29,Shipped,,2024-12-30,,2025-01-02,Patna,Bihar,45603.7,,,Repeat
ORDR041940,CUST003225,2024-12-29,Pending,,,,2025-01-05,Kollam,Kerala,810.93,,,Repeat
ORDR041941,CUST016362,2024-12-29,Delivered,,2024-12-30,2025-01-04,2025-01-02,Varanasi,Uttar Pradesh,1312.06,5.0,2.0,Repeat
ORDR041942,CUST000627,2024-12-29,Delivered,,2024-12-29,2025-01-05,2025-01-03,Ajmer,Rajasthan,24367.55,7.0,2.0,New
ORDR041943,CUST021637,2024-12-29,Delivered,,2024-12-30,2025-01-06,2025-01-03,Ghaziabad,Uttar Pradesh,42010.89,7.0,3.0,Repeat
ORDR041944,CUST014966,2024-12-29,Delivered,,2024-12-31,2025-01-05,2025-01-03,Visakhapatnam,Andhra Pradesh,108.42,5.0,2.0,Repeat
ORDR041945,CUST033478,2024-12-29,Delivered,,2024-12-29,2025-01-03,2025-01-03,Delhi,Delhi,4270.63,5.0,0.0,New
ORDR041946,CUST005422,2024-12-29,Delivered,,2024-12-31,2025-01-09,2025-01-05,Ranchi,Jharkhand,762.13,9.0,4.0,Repeat
ORDR041947,CUST013644,2024-12-29,Delivered,,2024-12-31,2025-01-05,2025-01-02,Nashik,Maharashtra,861.99,5.0,3.0,Repeat
ORDR041948,CUST038025,2024-12-29,Delivered,,2024-12-30,2024-12-31,2025-01-01,Ahmedabad,Gujarat,284.56,1.0,-1.0,New
ORDR041949,CUST034286,2024-12-29,Delivered,,2024-12-30,2025-01-08,2025-01-05,Gorakhpur,Uttar Pradesh,774.14,9.0,3.0,Repeat
ORDR041950,CUST001899,2024-12-29,Delivered,,2024-12-31,2025-01-05,2025-01-03,Bengaluru,Karnataka,10593.18,5.0,2.0,Repeat
ORDR041951,CUST029696,2024-12-29,Cancelled,Product Unavailable,,,,Gurugram,Haryana,1151.28,,,Repeat
ORDR041952,CUST002889,2024-12-29,Delivered,,2024-12-31,2025-01-06,2025-01-03,Nashik,Maharashtra,354.41,6.0,3.0,New
ORDR041953,CUST002711,2024-12-29,Delivered,,2024-12-29,2025-01-05,2025-01-05,Jamshedpur,Jharkhand,129427.71,7.0,0.0,New
ORDR041954,CUST029108,2024-12-29,Delivered,,2024-12-31,2025-01-02,2025-01-02,Pune,Maharashtra,5468.67,2.0,0.0,Repeat
ORDR041955,CUST017941,2024-12-29,Delivered,,2024-12-29,2025-01-02,2025-01-02,Ahmedabad,Gujarat,1366.11,4.0,0.0,Repeat
ORDR041956,CUST016883,2024-12-29,Cancelled,Product Unavailable,,,,Varanasi,Uttar Pradesh,36123.44,,,Repeat
ORDR041957,CUST030380,2024-12-29,Delivered,,2024-12-31,2025-01-04,2025-01-01,Mumbai,Maharashtra,4588.51,4.0,3.0,Repeat
ORDR041958,CUST025754,2024-12-29,Delivered,,2024-12-31,2025-01-07,2025-01-06,Tiruchirappalli,Tamil Nadu,3612.07,7.0,1.0,Repeat
ORDR041959,CUST000218,2024-12-29,Delivered,,2024-12-30,2025-01-06,2025-01-02,Indore,Madhya Pradesh,1028.8,7.0,4.0,Repeat
ORDR041960,CUST026386,2024-12-29,Delivered,,2024-12-30,2025-01-05,2025-01-05,Jamshedpur,Jharkhand,8169.98,6.0,0.0,Repeat
ORDR041961,CUST003182,2024-12-29,Delivered,,2024-12-29,2025-01-03,2025-01-03,Delhi,Delhi,4657.61,5.0,0.0,Repeat
ORDR041962,CUST038158,2024-12-29,Delivered,,2024-12-30,2025-01-02,2025-01-01,Bengaluru,Karnataka,6569.74,3.0,1.0,New
ORDR041963,CUST013632,2024-12-29,Delivered,,2024-12-30,2025-01-04,2025-01-03,Ahmedabad,Gujarat,9961.64,5.0,1.0,VIP
ORDR041964,CUST014276,2024-12-29,Cancelled,Customer Changed Mind,,,,Pune,Maharashtra,47122.3,,,VIP
ORDR041965,CUST038621,2024-12-29,Delivered,,2024-12-30,2025-01-01,2025-01-03,Kochi,Kerala,4803.43,2.0,-2.0,Repeat
ORDR041966,CUST039298,2024-12-29,Delivered,,2024-12-29,2025-01-02,2025-01-05,Bareilly,Uttar Pradesh,1960.11,4.0,-3.0,Repeat
ORDR041967,CUST012472,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-01,Mumbai,Maharashtra,3440.66,4.0,2.0,New
ORDR041968,CUST032678,2024-12-29,Delivered,,2024-12-31,2025-01-02,2025-01-01,Gurugram,Haryana,1532.49,2.0,1.0,New
ORDR041969,CUST025592,2024-12-29,Delivered,,2024-12-29,2025-01-05,2025-01-02,Pune,Maharashtra,346.52,7.0,3.0,New
ORDR041970,CUST009568,2024-12-29,Delivered,,2024-12-31,2025-01-06,2025-01-03,Warangal,Telangana,170.89,6.0,3.0,Repeat
ORDR041971,CUST029243,2024-12-29,Delivered,,2024-12-30,2025-01-05,2025-01-02,Chandigarh,Chandigarh,257.56,6.0,3.0,New
ORDR041972,CUST009105,2024-12-29,Delivered,,2024-12-30,2025-01-06,2025-01-03,Gwalior,Madhya Pradesh,6561.05,7.0,3.0,Repeat
ORDR041973,CUST032303,2024-12-29,Delivered,,2024-12-30,2025-01-06,2025-01-03,Faridabad,Haryana,37191.25,7.0,3.0,Repeat
ORDR041974,CUST031179,2024-12-29,Delivered,,2024-12-29,2025-01-05,2025-01-05,Meerut,Uttar Pradesh,1655.53,7.0,0.0,Repeat
ORDR041975,CUST020534,2024-12-29,Pending,,,,2025-01-02,Hyderabad,Telangana,2766.12,,,Repeat
ORDR041976,CUST012624,2024-12-29,Delivered,,2024-12-31,2025-01-03,2025-01-02,Hyderabad,Telangana,716.33,3.0,1.0,Repeat
ORDR041977,CUST004207,2024-12-29,Delivered,,2024-12-29,2025-01-02,2025-01-02,Hyderabad,Telangana,13852.06,4.0,0.0,Repeat
ORDR041978,CUST022116,2024-12-29,Delivered,,2024-12-31,2025-01-04,2025-01-01,Mumbai,Maharashtra,269.07,4.0,3.0,Repeat
ORDR041979,CUST034590,2024-12-29,Delivered,,2024-12-30,2025-01-02,2025-01-03,Ghaziabad,Uttar Pradesh,899.45,3.0,-1.0,Repeat
ORDR041980,CUST023664,2024-12-29,Delivered,,2024-12-29,2025-01-04,2025-01-02,Surat,Gujarat,369.86,6.0,2.0,Repeat
ORDR041981,CUST038121,2024-12-29,Delivered,,2024-12-30,2025-01-02,2025-01-03,Chandigarh,Chandigarh,11092.02,3.0,-1.0,VIP
ORDR041982,CUST022297,2024-12-29,Delivered,,2024-12-31,2025-01-09,2025-01-04,Kochi,Kerala,2880.67,9.0,5.0,Repeat
ORDR041983,CUST019657,2024-12-29,Delivered,,2024-12-29,2024-12-30,2025-01-02,Delhi,Delhi,2088.84,1.0,-3.0,New
ORDR041984,CUST006425,2024-12-29,Delivered,,2024-12-31,2025-01-05,2025-01-02,Pune,Maharashtra,121.02,5.0,3.0,New
ORDR041985,CUST025955,2024-12-29,Pending,,,,2025-01-02,Hyderabad,Telangana,2462.96,,,Repeat
ORDR041986,CUST009817,2024-12-29,Delivered,,2024-12-30,2025-01-01,2025-01-02,Agra,Uttar Pradesh,10445.86,2.0,-1.0,Repeat
ORDR041987,CUST007911,2024-12-29,Delivered,,2024-12-30,2025-01-02,2025-01-01,Ahmedabad,Gujarat,16441.66,3.0,1.0,Repeat
ORDR041988,CUST035269,2024-12-29,Delivered,,2024-12-29,2025-01-05,2025-01-03,Lucknow,Uttar Pradesh,1943.13,7.0,2.0,New
ORDR041989,CUST001777,2024-12-29,Delivered,,2024-12-30,2025-01-04,2025-01-03,Dehradun,Uttarakhand,14677.03,5.0,1.0,New
ORDR041990,CUST014306,2024-12-29,Pending,,,,2025-01-03,Delhi,Delhi,7777.8,,,New
ORDR041991,CUST000388,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-02,Kolkata,West Bengal,31459.11,4.0,1.0,Repeat
ORDR041992,CUST013392,2024-12-29,Delivered,,2024-12-30,2025-01-06,2025-01-03,Prayagraj,Uttar Pradesh,2105.93,7.0,3.0,Repeat
ORDR041993,CUST001119,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-03,Indore,Madhya Pradesh,1825.4,4.0,0.0,Repeat
ORDR041994,CUST013154,2024-12-29,Delivered,,2024-12-31,2025-01-04,2025-01-01,Hyderabad,Telangana,3362.13,4.0,3.0,Repeat
ORDR041995,CUST021637,2024-12-29,Delivered,,2024-12-29,2025-01-03,2025-01-03,Ghaziabad,Uttar Pradesh,2877.51,5.0,0.0,Repeat
ORDR041996,CUST029943,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-03,Nashik,Maharashtra,2985.58,4.0,0.0,Repeat
ORDR041997,CUST023046,2024-12-29,Delivered,,2024-12-31,2025-01-05,2025-01-01,Kolkata,West Bengal,437.69,5.0,4.0,Repeat
ORDR041998,CUST012745,2024-12-29,Pending,,,,2025-01-04,Jaipur,Rajasthan,6131.32,,,New
ORDR041999,CUST004496,2024-12-29,Delivered,,2024-12-29,2024-12-31,2025-01-02,Kolkata,West Bengal,1389.79,2.0,-2.0,Repeat
ORDR042000,CUST012819,2024-12-29,Delivered,,2024-12-30,2025-01-05,2025-01-06,Moradabad,Uttar Pradesh,26579.01,6.0,-1.0,New
ORDR042001,CUST033671,2024-12-29,Delivered,,2024-12-29,2024-12-31,2025-01-02,Hyderabad,Telangana,2466.36,2.0,-2.0,VIP
ORDR042002,CUST033074,2024-12-29,Delivered,,2024-12-30,2025-01-04,2025-01-02,Lucknow,Uttar Pradesh,369.48,5.0,2.0,Repeat
ORDR042003,CUST038980,2024-12-29,Cancelled,Payment Issue,,,,Mumbai,Maharashtra,5219.18,,,New
ORDR042004,CUST036537,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-03,Mumbai,Maharashtra,1227.67,4.0,0.0,Repeat
ORDR042005,CUST008859,2024-12-29,Pending,,,,2025-01-04,Faridabad,Haryana,11789.69,,,Repeat
ORDR042006,CUST012852,2024-12-29,Delivered,,2024-12-30,2025-01-10,2025-01-03,Meerut,Uttar Pradesh,21420.29,11.0,7.0,New
ORDR042007,CUST001277,2024-12-29,Shipped,,2024-12-29,,2025-01-01,Hyderabad,Telangana,58054.77,,,New
ORDR042008,CUST015747,2024-12-29,Delivered,,2024-12-29,2024-12-30,2025-01-02,Pune,Maharashtra,641.02,1.0,-3.0,Repeat
ORDR042009,CUST009886,2024-12-29,Delivered,,2024-12-29,2025-01-01,2025-01-03,Pune,Maharashtra,320.74,3.0,-2.0,Repeat
ORDR042010,CUST035124,2024-12-29,Shipped,,2024-12-29,,2025-01-01,Bengaluru,Karnataka,2477.45,,,Repeat
ORDR042011,CUST031792,2024-12-29,Delivered,,2024-12-31,2025-01-07,2025-01-04,Mysuru,Karnataka,54941.69,7.0,3.0,Repeat
ORDR042012,CUST013244,2024-12-29,Cancelled,Address Issue,,,,Jalandhar,Punjab,1265.6,,,Repeat
ORDR042013,CUST000794,2024-12-29,Delivered,,2024-12-29,2025-01-02,2025-01-02,Pune,Maharashtra,266.82,4.0,0.0,New
ORDR042014,CUST039715,2024-12-29,Delivered,,2024-12-30,2025-01-01,2025-01-02,Mumbai,Maharashtra,2093.16,2.0,-1.0,Repeat
ORDR042015,CUST034218,2024-12-29,Returned,,2024-12-31,2025-01-03,2025-01-04,Udaipur,Rajasthan,11691.12,3.0,-1.0,Repeat
ORDR042016,CUST035707,2024-12-29,Delivered,,2024-12-30,2025-01-04,2025-01-02,Kanpur,Uttar Pradesh,2194.43,5.0,2.0,Repeat
ORDR042017,CUST037406,2024-12-29,Shipped,,2024-12-29,,2025-01-02,Mumbai,Maharashtra,2131.06,,,Repeat
ORDR042018,CUST027741,2024-12-29,Delivered,,2024-12-31,2025-01-06,2025-01-02,Jaipur,Rajasthan,8610.33,6.0,4.0,New
ORDR042019,CUST016509,2024-12-29,Delivered,,2024-12-29,2024-12-31,2025-01-03,Aurangabad,Maharashtra,2656.88,2.0,-3.0,New
ORDR042020,CUST030240,2024-12-29,Pending,,,,2025-01-03,Delhi,Delhi,3216.38,,,Repeat
ORDR042021,CUST035593,2024-12-29,Delivered,,2024-12-31,2025-01-04,2025-01-03,Coimbatore,Tamil Nadu,12548.9,4.0,1.0,Repeat
ORDR042022,CUST017232,2024-12-29,Delivered,,2024-12-30,2025-01-01,2025-01-02,Patna,Bihar,2177.86,2.0,-1.0,Repeat
ORDR042023,CUST014647,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-02,Mumbai,Maharashtra,2823.27,4.0,1.0,New
ORDR042024,CUST026303,2024-12-29,Shipped,,2024-12-30,,2025-01-02,Rajkot,Gujarat,863.86,,,Repeat
ORDR042025,CUST008022,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-03,Ghaziabad,Uttar Pradesh,799.26,4.0,0.0,Repeat
ORDR042026,CUST023119,2024-12-29,Delivered,,2024-12-31,2025-01-01,2025-01-02,Delhi,Delhi,532.3,1.0,-1.0,New
ORDR042027,CUST034637,2024-12-29,Delivered,,2024-12-31,2025-01-04,2025-01-01,Mumbai,Maharashtra,2077.55,4.0,3.0,Repeat
ORDR042028,CUST038271,2024-12-29,Delivered,,2024-12-30,2025-01-06,2025-01-03,Visakhapatnam,Andhra Pradesh,11064.11,7.0,3.0,New
ORDR042029,CUST038106,2024-12-29,Returned,,2024-12-30,2025-01-02,2025-01-01,Delhi,Delhi,3895.14,3.0,1.0,Repeat
ORDR042030,CUST023718,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-03,Delhi,Delhi,5242.81,4.0,0.0,New
ORDR042031,CUST035009,2024-12-29,Delivered,,2024-12-30,2025-01-04,2025-01-02,Amritsar,Punjab,1768.92,5.0,2.0,Repeat
ORDR042032,CUST002971,2024-12-29,Delivered,,2024-12-31,2025-01-13,2025-01-04,Bhopal,Madhya Pradesh,1488.92,13.0,9.0,Repeat
ORDR042033,CUST012925,2024-12-29,Returned,,2024-12-31,2025-01-04,2025-01-03,Coimbatore,Tamil Nadu,476.41,4.0,1.0,Repeat
ORDR042034,CUST019279,2024-12-29,Delivered,,2024-12-30,2025-01-05,2025-01-02,Gurugram,Haryana,10049.29,6.0,3.0,New
ORDR042035,CUST036554,2024-12-29,Cancelled,Customer Changed Mind,,,,Meerut,Uttar Pradesh,10455.61,,,New
ORDR042036,CUST021769,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-02,Lucknow,Uttar Pradesh,16982.38,4.0,1.0,New
ORDR042037,CUST024546,2024-12-29,Delivered,,2024-12-30,2025-01-10,2025-01-03,Cuttack,Odisha,1810.89,11.0,7.0,Repeat
ORDR042038,CUST018880,2024-12-29,Delivered,,2024-12-29,2025-01-03,2025-01-04,Faridabad,Haryana,1347.52,5.0,-1.0,Repeat
ORDR042039,CUST008799,2024-12-29,Delivered,,2024-12-29,2025-01-04,2025-01-04,Belagavi,Karnataka,13627.36,6.0,0.0,VIP
ORDR042040,CUST005347,2024-12-29,Delivered,,2024-12-31,2025-01-05,2025-01-01,Mumbai,Maharashtra,9046.66,5.0,4.0,New
ORDR042041,CUST005723,2024-12-29,Delivered,,2024-12-31,2025-01-02,2025-01-01,Ahmedabad,Gujarat,2753.33,2.0,1.0,VIP
ORDR042042,CUST018462,2024-12-29,Delivered,,2024-12-29,2025-01-03,2025-01-02,Chennai,Tamil Nadu,40567.57,5.0,1.0,Repeat
ORDR042043,CUST030123,2024-12-29,Delivered,,2024-12-31,2025-01-13,2025-01-03,Kolkata,West Bengal,4057.28,13.0,10.0,Repeat
ORDR042044,CUST024600,2024-12-29,Delivered,,2024-12-31,2025-01-04,2025-01-02,Kolkata,West Bengal,304.7,4.0,2.0,Repeat
ORDR042045,CUST018622,2024-12-29,Delivered,,2024-12-29,2025-01-03,2025-01-02,Mumbai,Maharashtra,6838.68,5.0,1.0,Repeat
ORDR042046,CUST038250,2024-12-29,Delivered,,2024-12-30,2025-01-05,2025-01-03,Patna,Bihar,53509.5,6.0,2.0,New
ORDR042047,CUST008842,2024-12-29,Delivered,,2024-12-31,2025-01-06,2025-01-03,Chandigarh,Chandigarh,7964.07,6.0,3.0,New
ORDR042048,CUST010630,2024-12-29,Delivered,,2024-12-29,2025-01-03,2025-01-02,Delhi,Delhi,1622.13,5.0,1.0,Repeat
ORDR042049,CUST023122,2024-12-29,Delivered,,2024-12-31,2025-01-03,2025-01-02,Indore,Madhya Pradesh,174.42,3.0,1.0,Repeat
ORDR042050,CUST016317,2024-12-29,Delivered,,2024-12-31,2025-01-03,2025-01-02,Kolkata,West Bengal,1316.98,3.0,1.0,Repeat
ORDR042051,CUST016641,2024-12-29,Delivered,,2024-12-31,2025-01-06,2025-01-03,Mumbai,Maharashtra,933.39,6.0,3.0,New
ORDR042052,CUST000703,2024-12-29,Delivered,,2024-12-30,2025-01-03,2025-01-03,Patna,Bihar,4087.57,4.0,0.0,Repeat
