product_id,product_name,category,sub_category,seller_id,cost_price,selling_price,launch_date
PROD001796,Basic Non-Fiction 387,Books,Non-Fiction,SELR000582,514.39,599.27,2024-02-07
PROD001797,Trendy Bags 732,Fashion,Bags,SELR000888,4465.8,7193.89,2023-10-30
PROD001798,Advanced Bedding 858,Home & Kitchen,Bedding,SELR000743,1384.5,1698.39,2025-03-08
PROD001799,Ultra Bag 797,Fashion,Bags,SELR000581,1152.43,1847.13,2025-04-11
PROD001800,Everyday Diapers 234,Toys & Baby Products,Diapers,SELR000438,2678.0,3814.52,2025-07-06
PROD001801,Superior Laptops 129,Electronics,Laptops,SELR000831,56845.33,69825.68,2023-06-02
PROD001802,Essential Fitness Equipment 527,Sports & Fitness,,SELR000170,388.86,470.18,2023-06-22
PROD001803,Classic Yoga Accessories 167,Sports & Fitness,Yoga Accessories,SELR000300,371.75,464.79,2024-02-17
PROD001804,Trendy Women's Clothing 534,Fashion,Women's Clothing,SELR000878,298.54,435.48,2024-01-19
PROD001805,Basic Storage 873,Home & Kitchen,Storage,SELR000303,7429.75,9071.56,2023-09-01
PROD001806,Compact Smartphone 287,Electronics,Smartphones,SELR001149,27407.81,34713.51,2023-04-25
PROD001807,Essential Skincare 217,Beauty & Personal Care,Skincare,SELR000912,195.73,245.91,2023-06-18
PROD001808,Basic Baby Feeding 342,Toys & Baby Products,Baby Feeding,SELR000941,805.57,1141.61,2023-04-27
PROD001809,Deluxe Furniture 686,Home & Kitchen,Furniture,SELR001022,6128.0,7525.07,2023-06-07
PROD001810,Essential Baby Feeding 426,Toys & Baby Products,Baby Feeding,SELR001025,1589.98,2233.02,2023-05-14
PROD001811,Advanced Cameras 206,Electronics,Cameras,SELR001185,2634.8,3208.17,2024-06-27
PROD001812,Signature Storage 197,Home & Kitchen,Storage,SELR000409,2266.93,2872.86,2023-07-13
PROD001813,Advanced Baby Gear 419,Toys & Baby Products,Baby Gear,SELR000220,3539.82,4445.13,2023-09-18
PROD001814,Pro Personal Care Essentials 888,Grocery,Personal Care Essentials,SELR000213,803.64,919.53,2025-06-24
PROD001815,Signature Watches & Jewellery 387,Fashion,Watches & Jewellery,SELR000894,473.41,733.3,2023-07-28
PROD001816,Deluxe Cycling 972,Sports & Fitness,Cycling,SELR000359,222.47,280.1,2025-09-06
PROD001817,Comfort Baby Gear 550,Toys & Baby Products,Baby Gear,SELR000247,408.06,580.39,2024-11-02
PROD001818,Smart Non-Fiction 107,Books,Non-Fiction,SELR000654,971.63,1135.62,2025-05-31
PROD001819,Everyday Makeup 105,Beauty & Personal Care,Makeup,SELR000018,553.0,854.1,2024-02-29
PROD001820,Elite Watches & Jewellery 945,Fashion,Watches & Jewellery,SELR001173,1713.65,2269.56,2023-04-16
PROD001821,Pro Smartphones 352,Electronics,Smartphones,SELR000005,4473.59,5260.31,2023-01-06
PROD001822,Compact Grooming Tool 139,Beauty & Personal Care,Grooming Tools,SELR000988,321.74,452.36,2025-06-30
PROD001823,Basic Home Decor 870,Home & Kitchen,Home Decor,SELR000422,6107.7,8422.79,2023-04-02
PROD001824,Classic Bag 993,Fashion,Bags,SELR000691,690.6,1075.84,2024-02-08
PROD001825,Everyday Men's Clothing 250,Fashion,Men's Clothing,SELR000429,1170.44,1836.8,2025-07-31
PROD001826,Trendy Kitchen Appliances 749,Home & Kitchen,Kitchen Appliances,SELR000422,478.23,627.96,2023-11-23
PROD001827,Deluxe Home Decor 464,Home & Kitchen,Home Decor,SELR000303,1509.62,1963.89,2023-04-29
PROD001828,Basic Furniture 274,Home & Kitchen,Furniture,SELR000832,5227.95,7048.0,2025-02-20
PROD001829,Elite Kitchen Appliance 949,Home & Kitchen,Kitchen Appliances,SELR000619,1456.45,1956.52,2023-06-02
PROD001830,Compact Headphones 338,Electronics,Headphones,SELR000182,17715.61,21640.02,2023-05-30
PROD001831,Compact Personal Care Essentials 224,Grocery,Personal Care Essentials,SELR000801,588.14,683.53,2024-02-01
PROD001832,Smart Haircare 406,Beauty & Personal Care,Haircare,SELR000830,1296.6,1690.82,2023-11-10
PROD001833,Elite Men's Clothing 646,Fashion,Men's Clothing,SELR000421,2888.2,4090.29,2023-04-08
PROD001834,Pro Furniture 430,Home & Kitchen,Furniture,SELR000707,4584.86,6638.53,2025-10-04
PROD001835,Basic Furniture 204,Home & Kitchen,Furniture,SELR000369,1002.4,1285.22,2023-05-07
PROD001836,Deluxe Skincare 884,Beauty & Personal Care,Skincare,SELR000217,215.69,333.29,2023-09-07
PROD001837,Advanced Makeup 558,Beauty & Personal Care,Makeup,SELR000102,474.25,704.34,2024-03-12
PROD001838,Basic Outdoor Gear 389,Sports & Fitness,Outdoor Gear,SELR000092,244.67,304.64,2024-03-14
PROD001839,Comfort Sportswear 114,Sports & Fitness,Sportswear,SELR000187,259.05,363.68,2024-02-13
PROD001840,Advanced Headphones 637,Electronics,Headphones,SELR000620,1278.17,1618.38,2025-01-06
PROD001841,Classic Men's Clothing 684,Fashion,Men's Clothing,SELR000451,1702.69,2755.53,2023-05-30
PROD001842,Basic Accessorie 808,Electronics,Accessories,SELR001162,4829.9,5769.88,2023-02-24
PROD001843,Ultra Furniture 973,Home & Kitchen,Furniture,SELR000028,335.85,445.73,2025-09-02
PROD001844,Elite Home Decor 289,Home & Kitchen,Home Decor,SELR000580,3369.03,4188.17,2023-11-06
PROD001845,Compact Children's Books 339,Books,Children's Books,SELR001078,1145.11,1283.43,2023-04-06
PROD001846,Compact Men's Clothing 104,Fashion,,SELR000408,541.58,820.75,2024-11-26
PROD001847,Basic Fragrance 497,Beauty & Personal Care,Fragrances,SELR000679,595.46,787.05,2023-08-06
PROD001848,Signature Women's Clothing 773,Fashion,Women's Clothing,SELR000362,4330.97,5916.56,2023-09-20
PROD001849,Advanced Kitchen Appliances 781,Home & Kitchen,Kitchen Appliances,SELR000973,3074.23,3832.5,2023-09-30
PROD001850,Everyday Fitness Equipment 479,Sports & Fitness,Fitness Equipment,SELR000269,251.68,332.72,2023-02-23
PROD001851,Comfort Tablets 378,Electronics,Tablets,SELR000415,27537.53,32924.88,2023-06-24
PROD001852,Smart Kids Wear 555,Fashion,Kids Wear,SELR000583,584.15,762.82,2023-11-19
PROD001853,Everyday Storage 546,Home & Kitchen,Storage,SELR000519,14110.08,17901.93,2023-03-14
PROD001854,Premium Cycling 201,Sports & Fitness,Cycling,SELR000159,2102.35,2530.98,2023-01-18
PROD001855,Smart Bags 296,Fashion,Bags,SELR000272,331.1,450.15,2023-06-05
PROD001856,Advanced Diapers 728,Toys & Baby Products,Diapers,SELR000455,222.4,296.39,2024-01-12
PROD001857,Advanced Diapers 992,Toys & Baby Products,Diapers,SELR000663,603.61,845.25,2023-04-24
PROD001858,Elite Personal Care Essentials 507,Grocery,Personal Care Essentials,SELR001161,47.27,52.55,2023-05-22
PROD001859,Deluxe Women's Clothing 388,Fashion,Women's Clothing,SELR000022,862.01,1190.25,2023-01-24
PROD001860,Trendy Outdoor Gear 585,Sports & Fitness,Outdoor Gear,SELR000821,296.25,356.29,2025-03-29
PROD001861,Signature Laptop 708,Electronics,Laptops,SELR000109,869.06,1018.32,2023-05-01
PROD001862,Trendy Packaged Food 351,Grocery,Packaged Food,SELR000768,37.1,41.08,2023-02-12
PROD001863,Comfort Cookware 420,Home & Kitchen,Cookware,SELR000815,1798.46,2378.36,2024-11-28
PROD001864,Comfort Men's Clothing 619,Fashion,Men's Clothing,SELR001125,435.03,641.47,2023-04-20
PROD001865,Classic Kids Wear 343,Fashion,Kids Wear,SELR000647,776.97,1279.15,2023-02-28
PROD001866,Superior Dairy 287,Grocery,Dairy,SELR000535,35.83,38.21,2023-07-12
PROD001867,Everyday Packaged Food 234,Grocery,Packaged Food,SELR000996,755.04,824.45,2023-06-11
PROD001868,Ultra Home Decor 827,Home & Kitchen,Home Decor,SELR001104,636.68,904.81,2023-07-13
PROD001869,Trendy Kitchen Appliances 896,Home & Kitchen,,SELR000222,2657.02,3617.88,2023-05-14
PROD001870,Ultra Self-Help 838,Books,Self-Help,SELR000261,100.99,117.84,2024-03-07
PROD001871,Basic Staple 223,Grocery,Staples,SELR000956,82.7,95.21,2023-11-19
PROD001872,Deluxe Fiction 548,Books,Fiction,SELR000131,259.06,317.07,2023-08-06
PROD001873,Basic Cookware 568,Home & Kitchen,Cookware,SELR000410,13620.3,19701.44,2023-02-19
PROD001874,Deluxe Fitness Equipment 758,Sports & Fitness,Fitness Equipment,SELR000754,336.85,451.04,2024-07-09
PROD001875,Comfort Personal Care Essentials 300,Grocery,Personal Care Essentials,SELR001075,462.32,533.45,2025-03-20
PROD001876,Superior Kids Wear 378,Fashion,Kids Wear,SELR000400,3572.12,5554.36,2024-01-25
PROD001877,Smart Kitchen Appliances 619,Home & Kitchen,Kitchen Appliances,SELR000633,5057.44,6233.0,2023-02-21
PROD001878,Classic Laptops 570,Electronics,Laptops,SELR000332,8782.1,10606.82,2023-06-09
PROD001879,Ultra Kitchen Appliances 773,Home & Kitchen,Kitchen Appliances,SELR000942,5195.16,7035.15,2024-06-04
PROD001880,Comfort Academic 829,Books,Academic,SELR000229,274.98,332.1,2024-11-02
PROD001881,Basic Watches & Jewellery 452,Fashion,Watches & Jewellery,SELR000542,4094.39,5794.33,2023-12-16
PROD001882,Deluxe Makeup 426,Beauty & Personal Care,Makeup,SELR001048,1499.01,2146.93,2023-08-19
PROD001883,Ultra Smart Watches 822,Electronics,Smart Watches,SELR000805,5632.86,6616.23,2025-09-13
PROD001884,Compact Baby Care 646,Toys & Baby Products,Baby Care,SELR000679,986.78,1381.45,2024-12-26
PROD001885,Comfort Dairy 470,Grocery,Dairy,SELR000142,48.38,56.57,2024-01-03
PROD001886,Compact Fragrances 281,Beauty & Personal Care,Fragrances,SELR000546,1450.08,1964.44,2022-12-28
PROD001887,Pro Fitness Equipment 971,Sports & Fitness,Fitness Equipment,SELR001000,208.51,255.7,2023-12-23
PROD001888,Comfort Headphone 361,Electronics,Headphones,SELR000202,1509.59,1688.7,2023-10-16
PROD001889,Compact Personal Care Essentials 217,Grocery,Personal Care Essentials,SELR000192,44.85,52.71,2024-07-23
PROD001890,Essential Sportswear 359,Sports & Fitness,Sportswear,SELR000004,2963.95,4164.83,2024-01-19
PROD001891,Trendy Smartphone 717,Electronics,Smartphones,SELR000389,9505.28,11515.71,2024-12-22
PROD001892,Classic Diaper 322,Toys & Baby Products,Diapers,SELR000710,3294.16,4168.74,2023-06-17
PROD001893,Everyday Headphones 137,Electronics,Headphones,SELR000662,16963.26,21405.53,2022-12-29
PROD001894,Smart Makeup 914,Beauty & Personal Care,Makeup,SELR000785,2443.78,3380.27,2022-12-03
PROD001895,Signature Men's Clothing 786,Fashion,Men's Clothing,SELR000809,2974.04,4390.73,2024-01-22
PROD001896,Deluxe Outdoor Gear 877,Sports & Fitness,Outdoor Gear,SELR000434,574.9,725.95,2023-03-20
PROD001897,Basic Headphones 177,Electronics,Headphones,SELR001151,5832.9,6686.95,2022-12-24
PROD001898,Essential Accessories 518,Electronics,Accessories,SELR001190,912.73,1021.35,2024-02-02
PROD001899,Premium Bedding 653,Home & Kitchen,Bedding,SELR000478,9708.75,13815.32,2025-06-20
PROD001900,Trendy Diaper 414,Toys & Baby Products,Diapers,SELR001126,3203.55,4287.72,2023-01-20
PROD001901,Signature Watches & Jewellery 206,Fashion,Watches & Jewellery,SELR000408,3731.58,5502.89,2023-03-24
PROD001902,Smart Makeup 470,Beauty & Personal Care,Makeup,SELR001107,531.85,740.51,2025-10-15
PROD001903,Basic Kitchen Appliances 544,Home & Kitchen,Kitchen Appliances,SELR000681,849.12,1155.75,2023-10-04
PROD001904,Essential Beverages 133,Grocery,Beverages,SELR000341,173.73,204.47,2024-01-31
PROD001905,Elite Men's Clothing 571,Fashion,Men's Clothing,SELR000037,410.98,545.31,2025-07-18
PROD001906,Ultra Grooming Tools 120,Beauty & Personal Care,Grooming Tools,SELR000102,371.58,488.5,2023-12-28
PROD001907,Compact Diapers 480,Toys & Baby Products,Diapers,SELR000315,4860.06,6510.75,2023-05-03
PROD001908,Compact Men's Clothing 309,Fashion,Men's Clothing,SELR000958,707.1,1078.31,2023-06-26
PROD001909,Everyday Storage 130,Home & Kitchen,Storage,SELR000281,1917.88,2431.93,2023-03-05
PROD001910,Trendy Diapers 364,Toys & Baby Products,Diapers,SELR000844,598.27,760.75,2022-11-29
PROD001911,Advanced Men's Clothing 826,Fashion,Men's Clothing,SELR000969,1578.67,2503.46,2023-02-10
PROD001912,Everyday Home Decor 262,Home & Kitchen,Home Decor,SELR000964,879.07,1198.09,2023-08-22
PROD001913,Trendy Men's Clothing 681,Fashion,Men's Clothing,SELR000855,1937.65,2769.88,2023-01-11
PROD001914,Signature Personal Care Essential 930,Grocery,Personal Care Essentials,SELR000195,202.04,222.86,2023-12-07
PROD001915,Superior Diaper 215,Toys & Baby Products,Diapers,SELR000990,554.6,727.39,2025-06-01
PROD001916,Deluxe Grooming Tools 254,Beauty & Personal Care,Grooming Tools,SELR000199,310.57,433.72,2025-10-10
PROD001917,Essential Fragrances 831,Beauty & Personal Care,Fragrances,SELR000848,1351.37,1849.07,2025-02-20
PROD001918,Smart Furniture 399,Home & Kitchen,Furniture,SELR000354,14396.36,18285.38,2023-02-14
PROD001919,Basic Camera 825,Electronics,Cameras,SELR000766,5775.17,6978.16,2023-06-03
PROD001920,Basic Bag 225,Fashion,Bags,SELR000355,1201.95,1960.89,2024-01-17
PROD001921,Smart Kids Wear 865,Fashion,Kids Wear,SELR000634,638.35,914.23,2023-05-25
PROD001922,Comfort Cameras 742,Electronics,Cameras,SELR000485,10983.39,13260.76,2023-11-15
PROD001923,Classic Outdoor Gear 753,Sports & Fitness,Outdoor Gear,SELR000728,5025.96,7029.45,2023-04-23
PROD001924,Basic Smart Watches 228,Electronics,Smart Watches,SELR000078,839.17,1038.52,2023-06-21
PROD001925,Smart Laptops 831,Electronics,Laptops,SELR000395,18797.17,22658.83,2023-07-12
PROD001926,Compact Cookware 561,Home & Kitchen,Cookware,SELR000279,1098.43,1569.24,2024-01-17
PROD001927,Premium Footwear 209,Fashion,Footwear,SELR000493,2111.58,2935.2,2023-07-14
PROD001928,Essential Women's Clothing 979,Fashion,Women's Clothing,SELR000045,604.05,935.47,2023-09-02
PROD001929,Essential Footwear 455,Fashion,Footwear,SELR000009,3546.88,5219.9,2025-03-21
PROD001930,Comfort Women's Clothing 386,Fashion,Women's Clothing,SELR000557,3173.77,4550.36,2025-04-28
PROD001931,Comfort Haircare 207,Beauty & Personal Care,Haircare,SELR000059,428.15,623.29,2025-02-21
PROD001932,Pro Fiction 111,Books,Fiction,SELR000426,112.3,128.59,2024-12-07
PROD001933,Classic Beverages 642,Grocery,Beverages,SELR000399,518.43,564.6,2023-01-17
PROD001934,Ultra Self-Help 310,Books,Self-Help,SELR000310,153.23,174.07,2023-06-15
PROD001935,Premium Fragrances 245,Beauty & Personal Care,Fragrances,SELR000575,247.47,327.93,2023-05-07
PROD001936,Trendy Toys 491,Toys & Baby Products,Toys,SELR000789,496.18,711.81,2024-07-29
PROD001937,Classic Storage 296,Home & Kitchen,Storage,SELR001126,4200.98,5795.09,2023-06-13
PROD001938,Advanced Fragrances 872,Beauty & Personal Care,Fragrances,SELR000489,183.97,240.6,2023-06-02
PROD001939,Basic Bedding 419,Home & Kitchen,Bedding,SELR000683,11887.61,16237.17,2024-06-04
PROD001940,Ultra Women's Clothing 727,Fashion,Women's Clothing,SELR000725,2595.81,3699.32,2023-05-06
PROD001941,Basic Women's Clothing 878,Fashion,Women's Clothing,SELR000962,1325.84,1956.64,2023-08-16
PROD001942,Basic Women's Clothing 124,Fashion,Women's Clothing,SELR000022,452.68,719.15,2023-10-12
PROD001943,Compact Fiction 916,Books,Fiction,SELR000483,227.65,274.1,2023-02-12
PROD001944,Everyday Headphones 548,Electronics,Headphones,SELR000208,1435.76,1744.32,2023-09-01
PROD001945,Comfort Team Sport 585,Sports & Fitness,Team Sports,SELR001027,5102.56,6646.59,2024-05-25
PROD001946,Basic Snacks 803,Grocery,Snacks,SELR000781,1377.01,1502.2,2023-04-05
PROD001947,Everyday Bedding 186,Home & Kitchen,Bedding,SELR001045,10705.1,14835.97,2024-04-21
PROD001948,Superior Cameras 605,Electronics,Cameras,SELR001001,47205.86,58219.77,2023-06-19
PROD001949,Pro Furniture 883,Home & Kitchen,Furniture,SELR001171,2275.33,2992.28,2023-03-28
PROD001950,Deluxe Women's Clothing 662,Fashion,Women's Clothing,SELR000855,2748.29,4381.12,2023-10-18
PROD001951,Compact Baby Feeding 278,Toys & Baby Products,Baby Feeding,SELR000656,1182.83,1627.01,2023-02-21
PROD001952,Trendy Yoga Accessorie 412,Sports & Fitness,Yoga Accessories,SELR001092,1330.64,1669.41,2025-05-18
PROD001953,Superior Fitness Equipment 838,Sports & Fitness,Fitness Equipment,SELR000265,245.42,334.61,2023-10-06
PROD001954,Basic Bedding 800,Home & Kitchen,Bedding,SELR000973,4646.04,6379.07,2023-06-23
PROD001955,Basic Outdoor Gear 918,Sports & Fitness,Outdoor Gear,SELR001092,2000.21,2571.47,2023-02-28
PROD001956,Classic Outdoor Gear 156,Sports & Fitness,Outdoor Gear,SELR000099,538.78,655.38,2025-04-17
PROD001957,Signature Smartphones 967,Electronics,Smartphones,SELR000637,1533.77,1860.61,2023-03-08
PROD001958,Compact Bags 706,Fashion,Bags,SELR000671,2301.86,3723.64,2023-01-18
PROD001959,Basic Smartphones 494,Electronics,Smartphones,SELR000424,1157.06,1442.3,2024-02-29
PROD001960,Classic Home Decor 238,Home & Kitchen,Home Decor,SELR001039,3462.77,4464.56,2023-12-18
PROD001961,Smart Packaged Food 128,Grocery,Packaged Food,SELR000535,513.12,604.83,2023-07-25
PROD001962,Advanced Grooming Tools 137,Beauty & Personal Care,Grooming Tools,SELR000249,406.99,585.35,2023-12-09
PROD001963,Premium Bedding 402,Home & Kitchen,Bedding,SELR001157,872.81,1105.99,2023-09-25
PROD001964,Everyday Toy 148,Toys & Baby Products,Toys,SELR000198,253.05,305.69,2023-09-05
PROD001965,Classic Kids Wear 698,Fashion,Kids Wear,SELR000784,2025.44,2736.54,2023-10-22
PROD001966,Classic Tablets 943,Electronics,Tablets,SELR000020,15654.96,19670.92,2023-08-16
PROD001967,Trendy Diapers 799,Toys & Baby Products,Diapers,SELR001025,2919.85,3722.05,2023-08-11
PROD001968,Smart Baby Care 736,Toys & Baby Products,Baby Care,SELR000803,232.03,304.14,2023-01-28
PROD001969,Superior Team Sports 749,Sports & Fitness,Team Sports,SELR000092,420.14,543.39,2025-08-22
PROD001970,Basic Women's Clothing 978,Fashion,Women's Clothing,SELR000809,1294.09,1974.17,2023-06-20
PROD001971,Signature Educational Toys 369,Toys & Baby Products,Educational Toys,SELR000499,322.53,405.37,2023-03-20
PROD001972,Advanced Comic 473,Books,Comics,SELR000765,858.92,1108.07,2023-07-07
PROD001973,Premium Yoga Accessories 764,Sports & Fitness,Yoga Accessories,SELR000545,2775.85,3717.44,2023-12-15
PROD001974,Comfort Bags 876,Fashion,Bags,SELR001127,1674.95,2252.83,2023-06-27
PROD001975,Deluxe Bedding 769,Home & Kitchen,Bedding,SELR000132,11808.44,14972.82,2023-07-04
PROD001976,Classic Beverages 574,Grocery,Beverages,SELR000253,411.99,447.69,2024-10-30
PROD001977,Compact Beverage 288,Grocery,Beverages,SELR000940,474.5,545.88,2023-12-02
PROD001978,Pro Makeup 488,Beauty & Personal Care,Makeup,SELR000018,1303.52,1797.05,2023-01-22
PROD001979,Basic Makeup 623,Beauty & Personal Care,Makeup,SELR000669,846.79,1210.4,2024-05-05
PROD001980,Premium Team Sports 711,Sports & Fitness,Team Sports,SELR000210,3818.17,5058.12,2024-01-29
PROD001981,Premium Haircare 124,Beauty & Personal Care,Haircare,SELR000133,614.25,893.94,2023-02-16
PROD001982,Smart Storage 821,Home & Kitchen,Storage,SELR000971,602.11,824.93,2023-08-09
PROD001983,Elite Headphones 639,Electronics,Headphones,SELR000097,1535.27,1889.1,2023-08-23
PROD001984,Premium Accessories 412,Electronics,Accessories,SELR000208,4424.31,5535.36,2023-12-28
PROD001985,Elite Fiction 789,Books,Fiction,SELR000753,123.43,148.48,2023-04-26
PROD001986,Superior Tablet 564,Electronics,Tablets,SELR001099,1668.96,2096.87,2025-08-03
PROD001987,Pro Smart Watche 144,Electronics,Smart Watches,SELR001108,1387.69,1647.65,2025-04-06
PROD001988,Comfort Toys 544,Toys & Baby Products,Toys,SELR000756,216.96,303.62,2023-12-09
PROD001989,Deluxe Cycling 612,Sports & Fitness,Cycling,SELR000099,634.66,855.84,2024-09-23
PROD001990,Premium Camera 740,Electronics,Cameras,SELR000564,1690.57,1966.63,2023-03-06
PROD001991,Classic Footwear 222,Fashion,Footwear,SELR000518,347.26,518.39,2025-02-27
PROD001992,Ultra Self-Help 784,Books,Self-Help,SELR000473,99.86,129.69,2023-01-14
PROD001993,Comfort Storage 802,Home & Kitchen,Storage,SELR000425,1649.41,2251.07,2023-12-13
PROD001994,Ultra Furniture 731,Home & Kitchen,Furniture,SELR001105,970.65,1240.73,2023-09-05
PROD001995,Essential Kitchen Appliances 770,Home & Kitchen,Kitchen Appliances,SELR000122,9586.88,13367.77,2023-05-16
PROD001996,Premium Bags 948,Fashion,Bags,SELR000391,1604.9,2508.94,2024-11-14
PROD001997,Pro Fitness Equipment 387,Sports & Fitness,Fitness Equipment,SELR000269,409.98,587.72,2023-08-10
PROD001998,Comfort Smart Watches 112,Electronics,Smart Watches,SELR000918,5909.81,7424.9,2023-01-10
PROD001999,Elite Kitchen Appliance 487,Home & Kitchen,Kitchen Appliances,SELR000525,6108.6,7854.21,2024-07-26
PROD002000,Trendy Bags 293,Fashion,Bags,SELR001041,1295.95,2123.19,2023-09-04
PROD002001,Compact Smart Watches 159,Electronics,Smart Watches,SELR001064,941.72,1108.18,2023-09-02
PROD002002,Basic Footwear 910,Fashion,Footwear,SELR000327,1502.75,2132.35,2024-07-26
PROD002003,Elite Snack 718,Grocery,Snacks,SELR000615,104.05,119.64,2024-01-27
PROD002004,Signature Footwear 860,Fashion,Footwear,SELR000376,3533.3,5258.14,2023-01-15
PROD002005,Signature Footwear 687,Fashion,Footwear,SELR000416,3874.37,5174.02,2023-12-28
PROD002006,Signature Accessories 349,Electronics,Accessories,SELR000211,2175.3,2427.17,2024-02-23
PROD002007,Superior Comics 222,Books,Comics,SELR000413,293.47,361.79,2023-11-07
PROD002008,Compact Kitchen Appliances 911,Home & Kitchen,Kitchen Appliances,SELR000010,681.7,902.0,2023-08-09
PROD002009,Premium Toys 955,Toys & Baby Products,Toys,SELR001021,1653.26,2248.22,2023-02-23
PROD002010,Basic Yoga Accessories 870,Sports & Fitness,Yoga Accessories,SELR000744,2630.2,3554.73,2023-04-27
PROD002011,Classic Personal Hygiene 179,Beauty & Personal Care,Personal Hygiene,SELR000326,2873.45,4207.23,2023-08-06
PROD002012,Comfort Team Sports 920,Sports & Fitness,Team Sports,SELR000500,8222.61,11823.56,2023-01-11
PROD002013,Deluxe Smartphones 415,Electronics,Smartphones,SELR000436,35069.11,39176.76,2023-10-18
PROD002014,Basic Baby Care 301,Toys & Baby Products,Baby Care,SELR000185,959.55,1242.98,2024-01-22
PROD002015,Superior Toy 127,Toys & Baby Products,Toys,SELR000435,210.82,282.72,2024-06-26
PROD002016,Elite Bag 535,Fashion,Bags,SELR000017,462.48,695.39,2024-02-03
PROD002017,Ultra Makeup 243,Beauty & Personal Care,Makeup,SELR000664,1666.64,2280.22,2025-04-28
PROD002018,Advanced Watches & Jewellery 954,Fashion,Watches & Jewellery,SELR001082,3892.55,6104.54,2023-03-25
PROD002019,Trendy Fragrances 543,Beauty & Personal Care,Fragrances,SELR000664,1597.79,2051.06,2022-12-04
PROD002020,Ultra Self-Help 285,Books,Self-Help,SELR000229,1038.0,1169.01,2023-06-15
PROD002021,Elite Toys 179,Toys & Baby Products,Toys,SELR000908,2892.29,3492.18,2023-01-19
PROD002022,Ultra Women's Clothing 413,Fashion,Women's Clothing,SELR000984,399.82,563.9,2023-09-19
PROD002023,Compact Cycling 513,Sports & Fitness,Cycling,SELR000266,4100.91,5843.2,2023-12-01
PROD002024,Signature Outdoor Gear 991,Sports & Fitness,Outdoor Gear,SELR000523,3063.13,4233.07,2023-01-17
PROD002025,Elite Watches & Jewellery 384,Fashion,Watches & Jewellery,SELR000561,577.68,948.19,2025-02-04
PROD002026,Classic Grooming Tools 525,Beauty & Personal Care,Grooming Tools,SELR000985,445.83,679.39,2023-08-01
PROD002027,Deluxe Outdoor Gear 180,Sports & Fitness,Outdoor Gear,SELR000266,4860.29,6278.6,2024-07-31
PROD002028,Essential Comics 744,Books,Comics,SELR000572,233.04,289.51,2024-08-30
PROD002029,Deluxe Toys 257,Toys & Baby Products,Toys,SELR000531,4058.03,5551.73,2023-10-21
PROD002030,Elite Accessories 514,Electronics,Accessories,SELR000485,34723.55,44235.41,2023-03-10
PROD002031,Deluxe Footwear 942,Fashion,Footwear,SELR000398,648.91,965.88,2022-12-11
PROD002032,Advanced Footwear 787,Fashion,Footwear,SELR001050,1453.91,2000.59,2023-08-31
PROD002033,Trendy Men's Clothing 443,Fashion,Men's Clothing,SELR000123,2506.58,3488.19,2022-12-28
PROD002034,Everyday Cookware 971,Home & Kitchen,Cookware,SELR000795,5420.65,7266.27,2023-04-18
PROD002035,Elite Staple 810,Grocery,Staples,SELR000903,791.77,887.88,2023-01-06
PROD002036,Superior Furniture 204,Home & Kitchen,Furniture,SELR001155,3313.63,4180.63,2023-08-07
PROD002037,Pro Sportswear 295,Sports & Fitness,Sportswear,SELR001007,5471.52,7115.89,2024-05-06
PROD002038,Classic Bedding 175,Home & Kitchen,Bedding,SELR001108,3221.03,4556.45,2023-03-27
PROD002039,Pro Women's Clothing 536,Fashion,Women's Clothing,SELR000921,999.32,1395.11,2023-05-29
PROD002040,Deluxe Staples 406,Grocery,Staples,SELR000759,84.73,95.57,2023-07-09
PROD002041,Deluxe Cycling 524,Sports & Fitness,Cycling,SELR000161,658.92,846.48,2024-08-04
PROD002042,Pro Footwear 290,Fashion,Footwear,SELR000879,492.82,717.64,2024-04-08
PROD002043,Everyday Baby Care 972,Toys & Baby Products,Baby Care,SELR000085,768.91,1023.79,2023-08-31
PROD002044,Pro Home Decor 561,Home & Kitchen,Home Decor,SELR000089,3398.65,4605.91,2023-07-07
PROD002045,Smart Men's Clothing 165,Fashion,Men's Clothing,SELR000643,722.67,1167.29,2023-08-22
PROD002046,Deluxe Furniture 172,Home & Kitchen,Furniture,SELR000443,2437.38,3440.09,2023-07-15
PROD002047,Pro Team Sports 707,Sports & Fitness,Team Sports,SELR000495,1959.45,2532.89,2022-11-29
PROD002048,Everyday Bedding 661,Home & Kitchen,Bedding,SELR000201,6173.75,7783.25,2024-04-20
PROD002049,Trendy Dairy 863,Grocery,Dairy,SELR000903,1332.23,1503.66,2023-11-04
PROD002050,Pro Skincare 712,Beauty & Personal Care,Skincare,SELR000955,167.8,230.96,2023-12-26
PROD002051,Everyday Furniture 874,Home & Kitchen,Furniture,SELR001068,5547.82,6855.24,2023-01-08
PROD002052,Advanced Beverages 767,Grocery,Beverages,SELR001070,83.41,97.66,2025-07-17
PROD002053,Trendy Furniture 221,Home & Kitchen,Furniture,SELR000697,1289.75,1620.7,2025-05-17
PROD002054,Trendy Bedding 534,Home & Kitchen,Bedding,SELR000336,448.81,611.45,2022-12-11
PROD002055,Pro Headphones 489,Electronics,Headphones,SELR000469,9311.63,11328.47,2022-12-18
PROD002056,Advanced Bedding 451,Home & Kitchen,Bedding,SELR000275,15158.48,18702.94,2023-01-20
