order_id,customer_id,order_date,order_status,cancellation_reason,shipped_date,delivery_date,expected_delivery_date,delivery_city,delivery_state,order_total
ORDR040275,CUST037028,2024-12-18,Cancelled,Product unavailable,,,,Ludhiana,Punjab,221.49
ORDR040276,CUST009780,2024-12-18,Delivered,,2024-12-18,2024-12-21,2024-12-23,Delhi,Delhi,379.03
ORDR040277,CUST020511,2024-12-18,Delivered,,2024-12-19,2024-12-23,2024-12-21,Delhi,Delhi,25525.36
ORDR040278,CUST006848,2024-12-18,Delivered,,2024-12-18,2024-12-23,2024-12-22,Hyderabad,Telangana,4368.47
ORDR040279,CUST025969,2024-12-18,Delivered,,2024-12-19,2024-12-22,2024-12-22,Kolkata,West Bengal,31160.42
ORDR040280,CUST028878,2024-12-18,Delivered,,2024-12-19,2024-12-21,2024-12-21,Kolkata,West Bengal,11401.15
ORDR040281,CUST038212,2024-12-18,Delivered,,2024-12-18,2024-12-22,2024-12-22,Agra,Uttar Pradesh,4424.4
ORDR040282,CUST006552,2024-12-18,Delivered,,2024-12-20,2024-12-22,2024-12-23,Agra,Uttar Pradesh,32652.93
ORDR040283,CUST007594,2024-12-18,Delivered,,2024-12-18,2024-12-22,2024-12-21,Bengaluru,Karnataka,11182.0
ORDR040284,CUST011865,2024-12-18,Delivered,,2024-12-20,2024-12-27,2024-12-24,Faridabad,Haryana,321.1
ORDR040285,CUST019614,2024-12-18,Returned,,2024-12-19,2024-12-26,2024-12-21,Chennai,Tamil Nadu,46325.79
ORDR040286,CUST038154,2024-12-18,Delivered,,2024-12-19,2024-12-23,2024-12-24,Jodhpur,Rajasthan,4780.33
ORDR040287,CUST033566,2024-12-18,Delivered,,2024-12-19,2024-12-24,2024-12-23,Ranchi,Jharkhand,25348.98
ORDR040288,CUST001667,2024-12-18,Delivered,,2024-12-20,2024-12-25,2024-12-23,Vadodara,Gujarat,2416.64
ORDR040289,CUST015481,2024-12-18,Shipped,,2024-12-19,,2024-12-23,Mumbai,Maharashtra,12563.23
ORDR040290,CUST008640,2024-12-18,Delivered,,2024-12-18,2024-12-23,2024-12-25,Bareilly,Uttar Pradesh,7510.4
ORDR040291,CUST010416,2024-12-18,Delivered,,2024-12-18,2024-12-24,2024-12-22,Jaipur,Rajasthan,393.64
ORDR040292,CUST021272,2024-12-18,Delivered,,2024-12-19,2024-12-26,2024-12-22,Visakhapatnam,Andhra Pradesh,14735.34
ORDR040293,CUST028961,2024-12-18,Delivered,,2024-12-20,2024-12-23,2024-12-23,Lucknow,Uttar Pradesh,787.44
ORDR040294,CUST034149,2024-12-18,Delivered,,2024-12-19,2024-12-22,2024-12-23,Hyderabad,Telangana,3348.12
ORDR040295,CUST026699,2024-12-18,Delivered,,2024-12-19,2024-12-25,2024-12-23,Ludhiana,Punjab,1973.17
ORDR040296,CUST036444,2024-12-18,Delivered,,2024-12-18,2024-12-24,2024-12-23,Kolkata,West Bengal,11343.97
ORDR040297,CUST023065,2024-12-18,Delivered,,2024-12-18,2024-12-23,2024-12-23,Vadodara,Gujarat,1012.73
ORDR040298,CUST012850,2024-12-18,Delivered,,2024-12-18,2024-12-25,2024-12-23,Gurugram,Haryana,2238.07
ORDR040299,CUST015244,2024-12-18,Delivered,,2024-12-19,2024-12-25,2024-12-23,Bengaluru,Karnataka,16091.61
ORDR040300,CUST031544,2024-12-18,Delivered,,2024-12-18,2024-12-22,2024-12-23,Ludhiana,Punjab,213.83
ORDR040301,CUST014545,2024-12-18,Delivered,,2024-12-19,2024-12-22,2024-12-23,Pune,Maharashtra,811.26
ORDR040302,CUST021278,2024-12-18,Delivered,,2024-12-19,2024-12-25,2024-12-22,Delhi,Delhi,1091.71
ORDR040303,CUST036391,2024-12-18,Delivered,,2024-12-18,2024-12-21,2024-12-22,Ahmedabad,Gujarat,30109.71
ORDR040304,CUST026073,2024-12-18,Delivered,,2024-12-18,2024-12-21,2024-12-23,Chennai,Tamil Nadu,4224.85
ORDR040305,CUST013976,2024-12-18,Delivered,,2024-12-18,2024-12-21,2024-12-22,Amritsar,Punjab,74341.22
ORDR040306,CUST028126,2024-12-18,Shipped,,2024-12-19,,2024-12-24,Varanasi,Uttar Pradesh,12278.03
ORDR040307,CUST002463,2024-12-18,Delivered,,2024-12-19,2024-12-23,2024-12-22,Lucknow,Uttar Pradesh,11461.05
ORDR040308,CUST037903,2024-12-18,Returned,,2024-12-20,2024-12-22,2024-12-22,Coimbatore,Tamil Nadu,2225.04
ORDR040309,CUST005458,2024-12-18,Delivered,,2024-12-18,2024-12-23,2024-12-23,Gurugram,Haryana,5998.49
ORDR040310,CUST000110,2024-12-18,Delivered,,2024-12-19,2024-12-24,2024-12-23,Vadodara,Gujarat,27841.5
ORDR040311,CUST038791,2024-12-18,Delivered,,2024-12-19,2024-12-20,2024-12-21,Chennai,Tamil Nadu,3609.65
ORDR040312,CUST038378,2024-12-18,Delivered,,2024-12-19,2024-12-25,2024-12-24,Coimbatore,Tamil Nadu,6595.13
ORDR040313,CUST029337,2024-12-18,Delivered,,2024-12-18,2024-12-28,2024-12-21,Bengaluru,Karnataka,6903.9
ORDR040314,CUST035753,2024-12-18,Delivered,,2024-12-19,2024-12-29,2024-12-26,Jabalpur,Madhya Pradesh,40779.0
ORDR040315,CUST020982,2024-12-18,Delivered,,2024-12-20,2024-12-27,2024-12-26,Patiala,Punjab,569.93
ORDR040316,CUST038343,2024-12-18,Shipped,,2024-12-18,,2024-12-23,Patna,Bihar,10719.53
ORDR040317,CUST012150,2024-12-18,Cancelled,Address issue,,,,Jaipur,Rajasthan,5625.17
ORDR040318,CUST021943,2024-12-18,Delivered,,2024-12-18,2024-12-23,2024-12-22,Lucknow,Uttar Pradesh,4115.0
ORDR040319,CUST028009,2024-12-18,Shipped,,2024-12-20,,2024-12-25,Panaji,Goa,3338.82
ORDR040320,CUST005117,2024-12-18,Delivered,,2024-12-18,2024-12-25,2024-12-22,Hyderabad,Telangana,2732.56
ORDR040321,CUST029685,2024-12-18,Delivered,,2024-12-19,2024-12-23,2024-12-21,Hyderabad,Telangana,295.95
ORDR040322,CUST006066,2024-12-18,Delivered,,2024-12-20,2024-12-24,2024-12-23,Surat,Gujarat,2284.78
ORDR040323,CUST038908,2024-12-18,Delivered,,2024-12-19,2024-12-25,2024-12-22,Ahmedabad,Gujarat,5187.9
ORDR040324,CUST015259,2024-12-18,Delivered,,2024-12-18,2024-12-26,2024-12-24,Varanasi,Uttar Pradesh,2798.97
ORDR040325,CUST025298,2024-12-18,Delivered,,2024-12-19,2024-12-29,2024-12-23,Kochi,Kerala,9185.21
ORDR040326,CUST026980,2024-12-18,Delivered,,2024-12-19,2024-12-25,2024-12-24,Cuttack,Odisha,128.25
ORDR040327,CUST016237,2024-12-18,Delivered,,2024-12-20,2024-12-29,2024-12-22,Delhi,Delhi,58841.75
ORDR040328,CUST003922,2024-12-18,Returned,,2024-12-20,2024-12-29,2024-12-22,Bengaluru,Karnataka,6955.57
ORDR040329,CUST004403,2024-12-18,Delivered,,2024-12-20,2024-12-24,2024-12-22,Pune,Maharashtra,31107.31
ORDR040330,CUST031226,2024-12-18,Delivered,,2024-12-19,2024-12-31,2024-12-22,Gurugram,Haryana,36219.07
ORDR040331,CUST029114,2024-12-18,Delivered,,2024-12-19,2024-12-23,2024-12-24,Kota,Rajasthan,3002.27
ORDR040332,CUST026843,2024-12-19,Delivered,,2024-12-20,2024-12-24,2024-12-23,Vijayawada,Andhra Pradesh,4532.68
ORDR040333,CUST008201,2024-12-19,Delivered,,2024-12-21,2024-12-24,2024-12-23,Bengaluru,Karnataka,2074.25
ORDR040334,CUST012078,2024-12-19,Delivered,,2024-12-19,2024-12-26,2024-12-22,Noida,Uttar Pradesh,8395.77
ORDR040335,CUST010969,2024-12-19,Delivered,,2024-12-21,2024-12-24,2024-12-23,Mumbai,Maharashtra,47413.74
ORDR040336,CUST012986,2024-12-19,Delivered,,2024-12-20,2024-12-29,2024-12-27,Gorakhpur,Uttar Pradesh,3261.65
ORDR040337,CUST039384,2024-12-19,Delivered,,2024-12-21,2024-12-27,2024-12-24,Lucknow,Uttar Pradesh,5909.03
ORDR040338,CUST012170,2024-12-19,Delivered,,2024-12-20,2024-12-27,2024-12-24,Madurai,Tamil Nadu,4486.28
ORDR040339,CUST012414,2024-12-19,Delivered,,2024-12-20,2024-12-25,2024-12-25,Siliguri,West Bengal,931.55
ORDR040340,CUST011219,2024-12-19,Delivered,,2024-12-21,2024-12-26,2024-12-22,Kolkata,West Bengal,515.74
ORDR040341,CUST011820,2024-12-19,Delivered,,2024-12-21,2024-12-26,2024-12-25,Vijayawada,Andhra Pradesh,2259.32
ORDR040342,CUST010935,2024-12-19,Delivered,,2024-12-21,2024-12-26,2024-12-25,Agra,Uttar Pradesh,2258.4
ORDR040343,CUST036470,2024-12-19,Delivered,,2024-12-20,2024-12-29,2024-12-26,Imphal,Manipur,777.73
ORDR040344,CUST030385,2024-12-19,Delivered,,2024-12-19,2024-12-23,2024-12-24,Ranchi,Jharkhand,235.89
ORDR040345,CUST029428,2024-12-19,Delivered,,2024-12-21,2024-12-25,2024-12-22,Mumbai,Maharashtra,5568.59
ORDR040346,CUST013518,2024-12-19,Cancelled,Customer changed mind,,,,Gurugram,Haryana,905.75
ORDR040347,CUST039918,2024-12-19,Delivered,,2024-12-19,2024-12-21,2024-12-23,Pune,Maharashtra,11844.58
ORDR040348,CUST002120,2024-12-19,Delivered,,2024-12-20,2024-12-22,2024-12-23,Chennai,Tamil Nadu,757.83
ORDR040349,CUST000382,2024-12-19,Delivered,,2024-12-20,2024-12-25,2024-12-23,Mumbai,Maharashtra,49895.81
ORDR040350,CUST000624,2024-12-19,Delivered,,2024-12-21,2024-12-24,2024-12-23,Kolkata,West Bengal,177.46
ORDR040351,CUST027688,2024-12-19,Cancelled,Product unavailable,,,,Bengaluru,Karnataka,4379.36
ORDR040352,CUST036520,2024-12-19,Delivered,,2024-12-21,2024-12-26,2024-12-24,Jabalpur,Madhya Pradesh,1812.27
ORDR040353,CUST000464,2024-12-19,Delivered,,2024-12-21,2024-12-28,2024-12-27,Jammu,Jammu and Kashmir,446.53
ORDR040354,CUST010175,2024-12-19,Delivered,,2024-12-21,2024-12-26,2024-12-25,Agra,Uttar Pradesh,48721.32
ORDR040355,CUST014441,2024-12-19,Delivered,,2024-12-20,2024-12-26,2024-12-24,Chandigarh,Chandigarh,1620.75
ORDR040356,CUST003468,2024-12-19,Delivered,,2024-12-21,2024-12-25,2024-12-23,Mumbai,Maharashtra,1179.52
ORDR040357,CUST015761,2024-12-19,Delivered,,2024-12-19,2024-12-24,2024-12-26,Mangaluru,Karnataka,15518.52
ORDR040358,CUST002952,2024-12-19,Delivered,,2024-12-20,2024-12-25,2024-12-23,Vijayawada,Andhra Pradesh,15818.79
ORDR040359,CUST036449,2024-12-19,Returned,,2024-12-19,2024-12-26,2024-12-26,Jalandhar,Punjab,5018.56
ORDR040360,CUST011436,2024-12-19,Delivered,,2024-12-19,2024-12-25,2024-12-25,Nagpur,Maharashtra,150.27
ORDR040361,CUST006807,2024-12-19,Delivered,,2024-12-19,2024-12-23,2024-12-25,Chandigarh,Chandigarh,40629.26
ORDR040362,CUST015595,2024-12-19,Delivered,,2024-12-21,2024-12-23,2024-12-23,Chennai,Tamil Nadu,2005.16
ORDR040363,CUST009317,2024-12-19,Delivered,,2024-12-21,2024-12-24,2024-12-24,Puducherry,Puducherry,3142.44
ORDR040364,CUST027884,2024-12-19,Delivered,,2024-12-21,2024-12-27,2024-12-23,Ahmedabad,Gujarat,6289.23
ORDR040365,CUST001118,2024-12-19,Delivered,,2024-12-20,2024-12-23,2024-12-22,Chennai,Tamil Nadu,3836.85
ORDR040366,CUST024100,2024-12-19,Delivered,,2024-12-21,2024-12-28,2024-12-27,Kozhikode,Kerala,4202.66
ORDR040367,CUST022653,2024-12-19,Delivered,,2024-12-19,2024-12-22,2024-12-22,Ahmedabad,Gujarat,8978.99
ORDR040368,CUST033176,2024-12-19,Delivered,,2024-12-20,2024-12-25,2024-12-22,Gurugram,Haryana,861.74
ORDR040369,CUST021642,2024-12-19,Delivered,,2024-12-19,2024-12-23,2024-12-23,Madurai,Tamil Nadu,8710.31
ORDR040370,CUST035954,2024-12-19,Delivered,,2024-12-20,2024-12-24,2024-12-23,Ghaziabad,Uttar Pradesh,1059.43
ORDR040371,CUST031785,2024-12-19,Returned,,2024-12-21,2024-12-25,2024-12-23,Lucknow,Uttar Pradesh,21823.33
ORDR040372,CUST018095,2024-12-19,Returned,,2024-12-21,2024-12-24,2024-12-22,Bengaluru,Karnataka,2192.66
ORDR040373,CUST034877,2024-12-19,Delivered,,2024-12-21,2024-12-24,2024-12-24,Kolkata,West Bengal,9705.92
ORDR040374,CUST013907,2024-12-19,Delivered,,2024-12-20,2024-12-30,2024-12-24,Kanpur,Uttar Pradesh,17516.68
ORDR040375,CUST027556,2024-12-19,Cancelled,Delayed processing,,,,Gurugram,Haryana,9827.93
ORDR040376,CUST002460,2024-12-19,Delivered,,2024-12-21,2024-12-25,2024-12-23,Madurai,Tamil Nadu,28526.03
ORDR040377,CUST036170,2024-12-19,Delivered,,2024-12-19,2024-12-24,2024-12-24,Coimbatore,Tamil Nadu,6330.47
ORDR040378,CUST028994,2024-12-19,Delivered,,2024-12-19,2024-12-27,2024-12-27,Kozhikode,Kerala,45250.45
ORDR040379,CUST010404,2024-12-19,Delivered,,2024-12-21,2024-12-28,2024-12-23,Hyderabad,Telangana,4786.4
ORDR040380,CUST038865,2024-12-19,Returned,,2024-12-21,2024-12-27,2024-12-24,Jaipur,Rajasthan,684.97
ORDR040381,CUST007961,2024-12-19,Delivered,,2024-12-19,2024-12-24,2024-12-24,Coimbatore,Tamil Nadu,1139.17
ORDR040382,CUST012487,2024-12-19,Shipped,,2024-12-21,,2024-12-24,Hyderabad,Telangana,5510.63
ORDR040383,CUST033244,2024-12-19,Delivered,,2024-12-20,2024-12-23,2024-12-24,Madurai,Tamil Nadu,119.64
ORDR040384,CUST034853,2024-12-19,Returned,,2024-12-20,2024-12-24,2024-12-22,Hyderabad,Telangana,1127.93
ORDR040385,CUST022540,2024-12-19,Delivered,,2024-12-19,2024-12-24,2024-12-24,Vadodara,Gujarat,6384.19
ORDR040386,CUST016030,2024-12-19,Delivered,,2024-12-20,2024-12-24,2024-12-25,Warangal,Telangana,3267.55
ORDR040387,CUST037915,2024-12-19,Delivered,,2024-12-20,2024-12-27,2024-12-25,Rajkot,Gujarat,2604.66
ORDR040388,CUST003423,2024-12-19,Delivered,,2024-12-20,2024-12-22,2024-12-22,Gurugram,Haryana,47610.77
ORDR040389,CUST032283,2024-12-19,Delivered,,2024-12-20,2024-12-26,2024-12-27,Jamshedpur,Jharkhand,4571.92
ORDR040390,CUST034347,2024-12-19,Delivered,,2024-12-20,2024-12-23,2024-12-23,Indore,Madhya Pradesh,7603.26
ORDR040391,CUST000716,2024-12-19,Delivered,,2024-12-19,2024-12-24,2024-12-24,Solapur,Maharashtra,11656.8
ORDR040392,CUST025324,2024-12-19,Delivered,,2024-12-21,2024-12-25,2024-12-24,Dimapur,Nagaland,14669.9
ORDR040393,CUST039897,2024-12-19,Cancelled,Customer changed mind,,,,Ranchi,Jharkhand,9931.51
ORDR040394,CUST023617,2024-12-19,Delivered,,2024-12-21,2024-12-26,2024-12-23,Varanasi,Uttar Pradesh,19757.81
ORDR040395,CUST006987,2024-12-19,Returned,,2024-12-19,2024-12-24,2024-12-23,Kolkata,West Bengal,746.65
ORDR040396,CUST028609,2024-12-19,Delivered,,2024-12-21,2024-12-22,2024-12-23,Surat,Gujarat,37118.84
ORDR040397,CUST028232,2024-12-19,Cancelled,Payment issue,,,,Hyderabad,Telangana,5369.17
ORDR040398,CUST015859,2024-12-19,Returned,,2024-12-19,2024-12-23,2024-12-23,Mumbai,Maharashtra,13167.02
ORDR040399,CUST038151,2024-12-19,Delivered,,2024-12-21,2024-12-24,2024-12-23,Vadodara,Gujarat,8115.73
ORDR040400,CUST038314,2024-12-19,Delivered,,2024-12-21,2024-12-29,2024-12-26,Kollam,Kerala,9726.8
ORDR040401,CUST009005,2024-12-19,Delivered,,2024-12-20,2024-12-24,2024-12-24,Ludhiana,Punjab,50467.28
ORDR040402,CUST028140,2024-12-19,Delivered,,2024-12-20,2024-12-24,2024-12-24,Nagpur,Maharashtra,3010.71
ORDR040403,CUST021629,2024-12-19,Pending,,,,2024-12-24,Ghaziabad,Uttar Pradesh,2901.68
ORDR040404,CUST033228,2024-12-19,Delivered,,2024-12-21,2024-12-26,2024-12-25,Jalandhar,Punjab,1079.31
ORDR040405,CUST023242,2024-12-19,Delivered,,2024-12-19,2024-12-24,2024-12-23,Noida,Uttar Pradesh,23273.13
ORDR040406,CUST000402,2024-12-19,Delivered,,2024-12-21,2024-12-24,2024-12-23,Patna,Bihar,5589.96
ORDR040407,CUST014162,2024-12-19,Delivered,,2024-12-20,2024-12-23,2024-12-23,Mumbai,Maharashtra,6927.27
ORDR040408,CUST012544,2024-12-19,Pending,,,,2024-12-23,Bengaluru,Karnataka,16271.57
ORDR040409,CUST032319,2024-12-19,Pending,,,,2024-12-22,Pune,Maharashtra,1733.45
ORDR040410,CUST007146,2024-12-19,Returned,,2024-12-21,2024-12-28,2024-12-22,Bengaluru,Karnataka,74356.58
ORDR040411,CUST009059,2024-12-19,Delivered,,2024-12-19,2024-12-24,2024-12-24,Ludhiana,Punjab,1354.09
ORDR040412,CUST031444,2024-12-19,Delivered,,2024-12-21,2024-12-27,2024-12-23,Prayagraj,Uttar Pradesh,24994.45
ORDR040413,CUST022472,2024-12-19,Delivered,,2024-12-19,2024-12-21,2024-12-23,Vadodara,Gujarat,1336.33
ORDR040414,CUST016732,2024-12-19,Delivered,,2024-12-20,2024-12-25,2024-12-24,Patiala,Punjab,5404.94
ORDR040415,CUST011876,2024-12-19,Delivered,,2024-12-20,2024-12-26,2024-12-24,Ghaziabad,Uttar Pradesh,3800.44
ORDR040416,CUST024893,2024-12-19,Delivered,,2024-12-21,2024-12-22,2024-12-22,Chennai,Tamil Nadu,3950.31
ORDR040417,CUST000869,2024-12-19,Delivered,,2024-12-20,2024-12-24,2024-12-22,Noida,Uttar Pradesh,1639.94
ORDR040418,CUST019787,2024-12-19,Delivered,,2024-12-21,2024-12-25,2024-12-22,Pune,Maharashtra,2890.63
ORDR040419,CUST008497,2024-12-19,Delivered,,2024-12-21,2024-12-29,2024-12-26,Jalandhar,Punjab,7972.17
ORDR040420,CUST008342,2024-12-19,Delivered,,2024-12-21,2024-12-25,2024-12-23,Rajkot,Gujarat,284.3
ORDR040421,CUST028169,2024-12-19,Cancelled,Customer changed mind,,,,Mysuru,Karnataka,286.97
ORDR040422,CUST019511,2024-12-20,Delivered,,2024-12-22,2024-12-27,2024-12-25,Kanpur,Uttar Pradesh,17814.03
ORDR040423,CUST008796,2024-12-20,Delivered,,2024-12-22,2024-12-28,2024-12-25,Hyderabad,Telangana,3043.73
ORDR040424,CUST000876,2024-12-20,Delivered,,2024-12-21,2024-12-25,2024-12-25,Surat,Gujarat,1275.95
ORDR040425,CUST019523,2024-12-20,Delivered,,2024-12-21,2024-12-26,2024-12-23,Chennai,Tamil Nadu,7283.77
ORDR040426,CUST006949,2024-12-20,Delivered,,2024-12-21,2024-12-23,2024-12-23,Bengaluru,Karnataka,103877.52
ORDR040427,CUST003153,2024-12-20,Delivered,,2024-12-22,2024-12-28,2024-12-24,Kochi,Kerala,9274.17
ORDR040428,CUST028396,2024-12-20,Pending,,,,2024-12-23,Delhi,Delhi,10879.25
ORDR040429,CUST031604,2024-12-20,Delivered,,2024-12-22,2024-12-26,2024-12-25,Aurangabad,Maharashtra,5473.02
ORDR040430,CUST019693,2024-12-20,Delivered,,2024-12-20,2024-12-26,2024-12-26,Ludhiana,Punjab,4277.26
ORDR040431,CUST004658,2024-12-20,Delivered,,2024-12-20,2024-12-27,2024-12-23,Delhi,Delhi,626.13
ORDR040432,CUST028692,2024-12-20,Delivered,,2024-12-21,2024-12-28,2024-12-25,Hyderabad,Telangana,3342.01
ORDR040433,CUST032926,2024-12-20,Delivered,,2024-12-22,2025-01-01,2024-12-25,Delhi,Delhi,2949.6
ORDR040434,CUST034989,2024-12-20,Delivered,,2024-12-22,2024-12-24,2024-12-23,Bengaluru,Karnataka,12434.84
ORDR040435,CUST005272,2024-12-20,Returned,,2024-12-22,2024-12-27,2024-12-25,Jamshedpur,Jharkhand,3383.9
ORDR040436,CUST008750,2024-12-20,Delivered,,2024-12-22,2024-12-25,2024-12-23,Hyderabad,Telangana,1693.57
ORDR040437,CUST005760,2024-12-20,Returned,,2024-12-21,2024-12-25,2024-12-24,Mumbai,Maharashtra,1709.05
ORDR040438,CUST032066,2024-12-20,Delivered,,2024-12-20,2024-12-25,2024-12-24,Pune,Maharashtra,786.73
ORDR040439,CUST030524,2024-12-20,Delivered,,2024-12-20,2024-12-23,2024-12-24,Bengaluru,Karnataka,2143.08
ORDR040440,CUST005827,2024-12-20,Delivered,,2024-12-20,2024-12-21,2024-12-24,Guwahati,Assam,1979.84
ORDR040441,CUST030020,2024-12-20,Delivered,,2024-12-21,2024-12-23,2024-12-24,Gurugram,Haryana,14922.04
ORDR040442,CUST010394,2024-12-20,Delivered,,2024-12-20,2024-12-29,2024-12-27,Dimapur,Nagaland,1152.43
ORDR040443,CUST027888,2024-12-20,Delivered,,2024-12-20,2024-12-26,2024-12-24,Thiruvananthapuram,Kerala,4292.76
ORDR040444,CUST032690,2024-12-20,Delivered,,2024-12-20,2024-12-26,2024-12-25,Vijayawada,Andhra Pradesh,28.46
ORDR040445,CUST000719,2024-12-20,Delivered,,2024-12-20,2024-12-26,2024-12-25,Jammu,Jammu and Kashmir,893.92
ORDR040446,CUST001329,2024-12-20,Delivered,,2024-12-21,2024-12-25,2024-12-24,Jaipur,Rajasthan,5891.31
ORDR040447,CUST005197,2024-12-20,Delivered,,2024-12-21,2025-01-04,2024-12-26,Indore,Madhya Pradesh,10159.27
ORDR040448,CUST034494,2024-12-20,Delivered,,2024-12-20,2024-12-29,2024-12-28,Panaji,Goa,492.73
ORDR040449,CUST001162,2024-12-20,Delivered,,2024-12-20,2024-12-25,2024-12-25,Jamshedpur,Jharkhand,4322.1
ORDR040450,CUST036118,2024-12-20,Delivered,,2024-12-22,2024-12-26,2024-12-26,Aligarh,Uttar Pradesh,3630.84
ORDR040451,CUST001328,2024-12-20,Pending,,,,2024-12-24,Jaipur,Rajasthan,19714.74
ORDR040452,CUST019615,2024-12-20,Delivered,,2024-12-20,2024-12-26,2024-12-25,Ajmer,Rajasthan,1885.09
ORDR040453,CUST005866,2024-12-20,Delivered,,2024-12-22,2024-12-28,2024-12-24,Lucknow,Uttar Pradesh,1219.52
ORDR040454,CUST022142,2024-12-20,Delivered,,2024-12-20,2024-12-25,2024-12-24,Ghaziabad,Uttar Pradesh,159.22
ORDR040455,CUST016145,2024-12-20,Delivered,,2024-12-21,2024-12-28,2024-12-25,Agra,Uttar Pradesh,1239.23
ORDR040456,CUST027770,2024-12-20,Delivered,,2024-12-21,2024-12-25,2024-12-26,Indore,Madhya Pradesh,784.43
ORDR040457,CUST017085,2024-12-20,Shipped,,2024-12-20,,2024-12-26,Lucknow,Uttar Pradesh,14022.88
ORDR040458,CUST019742,2024-12-20,Delivered,,2024-12-20,2024-12-23,2024-12-23,Pune,Maharashtra,326.02
ORDR040459,CUST031760,2024-12-20,Delivered,,2024-12-20,2024-12-24,2024-12-24,Patna,Bihar,5812.32
ORDR040460,CUST033496,2024-12-20,Delivered,,2024-12-20,2024-12-26,2024-12-25,Chennai,Tamil Nadu,508.55
ORDR040461,CUST037634,2024-12-20,Delivered,,2024-12-22,2024-12-26,2024-12-25,Thrissur,Kerala,612.0
ORDR040462,CUST022038,2024-12-20,Delivered,,2024-12-20,2024-12-21,2024-12-23,Hyderabad,Telangana,141.58
ORDR040463,CUST013094,2024-12-20,Pending,,,,2024-12-24,Indore,Madhya Pradesh,184.86
ORDR040464,CUST010395,2024-12-20,Shipped,,2024-12-20,,2024-12-24,Lucknow,Uttar Pradesh,8950.41
ORDR040465,CUST037970,2024-12-20,Delivered,,2024-12-21,2024-12-25,2024-12-25,Meerut,Uttar Pradesh,3259.55
ORDR040466,CUST011077,2024-12-20,Delivered,,2024-12-22,2024-12-27,2024-12-25,Bengaluru,Karnataka,3302.02
ORDR040467,CUST011748,2024-12-20,Delivered,,2024-12-22,2024-12-28,2024-12-26,Belagavi,Karnataka,1890.22
ORDR040468,CUST025711,2024-12-20,Delivered,,2024-12-21,2024-12-28,2024-12-25,Gurugram,Haryana,1196.95
ORDR040469,CUST011231,2024-12-20,Returned,,2024-12-22,2024-12-24,2024-12-23,Kolkata,West Bengal,83.12
ORDR040470,CUST015649,2024-12-20,Delivered,,2024-12-22,2024-12-26,2024-12-26,Ghaziabad,Uttar Pradesh,2766.85
ORDR040471,CUST029868,2024-12-20,Shipped,,2024-12-21,,2024-12-23,Delhi,Delhi,22424.06
ORDR040472,CUST025676,2024-12-20,Delivered,,2024-12-20,2024-12-22,2024-12-24,Kochi,Kerala,70367.95
ORDR040473,CUST002406,2024-12-20,Delivered,,2024-12-20,2024-12-27,2024-12-28,Puducherry,Puducherry,3057.64
ORDR040474,CUST002508,2024-12-20,Delivered,,2024-12-21,2024-12-25,2024-12-24,Noida,Uttar Pradesh,669.68
ORDR040475,CUST002765,2024-12-20,Pending,,,,2024-12-23,Mumbai,Maharashtra,6645.85
ORDR040476,CUST014977,2024-12-20,Delivered,,2024-12-22,2024-12-26,2024-12-23,Pune,Maharashtra,752.68
ORDR040477,CUST028846,2024-12-20,Returned,,2024-12-21,2025-01-01,2024-12-24,Chennai,Tamil Nadu,1217.43
ORDR040478,CUST006593,2024-12-20,Cancelled,Payment issue,,,,Ahmedabad,Gujarat,1713.31
ORDR040479,CUST022385,2024-12-20,Delivered,,2024-12-22,2024-12-26,2024-12-24,Bengaluru,Karnataka,1170.63
ORDR040480,CUST001650,2024-12-20,Pending,,,,2024-12-25,Bengaluru,Karnataka,24566.69
ORDR040481,CUST032029,2024-12-20,Delivered,,2024-12-20,2024-12-26,2024-12-25,Ludhiana,Punjab,5331.59
ORDR040482,CUST025123,2024-12-20,Cancelled,Product unavailable,,,,Kanpur,Uttar Pradesh,4421.85
ORDR040483,CUST010017,2024-12-20,Cancelled,Payment issue,,,,Aligarh,Uttar Pradesh,1366.19
ORDR040484,CUST035220,2024-12-20,Delivered,,2024-12-21,2024-12-24,2024-12-25,Udaipur,Rajasthan,1545.51
ORDR040485,CUST005146,2024-12-20,Delivered,,2024-12-20,2024-12-25,2024-12-25,Hyderabad,Telangana,6383.31
ORDR040486,CUST023998,2024-12-20,Delivered,,2024-12-20,2024-12-23,2024-12-24,Delhi,Delhi,9936.93
ORDR040487,CUST033118,2024-12-20,Delivered,,2024-12-22,2024-12-27,2024-12-26,Mangaluru,Karnataka,3511.94
ORDR040488,CUST004370,2024-12-20,Delivered,,2024-12-21,2024-12-24,2024-12-24,Pune,Maharashtra,167.28
ORDR040489,CUST037283,2024-12-20,Returned,,2024-12-22,2024-12-24,2024-12-24,Ahmedabad,Gujarat,367.21
ORDR040490,CUST033741,2024-12-20,Delivered,,2024-12-20,2024-12-25,2024-12-26,Solapur,Maharashtra,8960.98
ORDR040491,CUST008258,2024-12-20,Delivered,,2024-12-20,2024-12-24,2024-12-23,Delhi,Delhi,161.47
ORDR040492,CUST002943,2024-12-20,Pending,,,,2024-12-26,Jaipur,Rajasthan,38484.24
ORDR040493,CUST010163,2024-12-20,Returned,,2024-12-20,2024-12-23,2024-12-23,Pune,Maharashtra,43.63
