return_id,order_id,order_item_id,return_date,return_reason,return_status,refund_amount
RTRN002846,ORDR043897,,2025-02-01,Quality issue,Refunded,12283.46
RTRN002847,ORDR043914,,2025-01-31,Wrong product,Refunded,4876.87
RTRN002848,ORDR043945,,2025-01-30,Size issue,Refunded,1993.12
RTRN002849,ORDR043954,,2025-01-21,Size issue,Rejected,8673.47
RTRN002850,ORDR043959,,2025-02-03,Size issue,Refunded,3908.73
RTRN002851,ORDR043967,,2025-01-26,Customer changed mind,Refunded,12607.6
RTRN002852,ORDR043983,,2025-01-25,Customer changed mind,Refunded,8414.52
RTRN002853,ORDR044016,,2025-01-22,Quality issue,Refunded,9055.38
RTRN002854,ORDR044022,,2025-01-24,Customer changed mind,Refunded,1621.56
RTRN002855,ORDR044047,,2025-01-24,Wrong product,Refunded,18479.05
RTRN002856,ORDR044091,,2025-01-29,Late delivery,Refunded,39166.89
RTRN002857,ORDR044095,,2025-02-04,Quality issue,Rejected,6726.47
RTRN002858,ORDR044109,,2025-02-03,Customer changed mind,Refunded,204.28
RTRN002859,ORDR044113,,2025-02-04,Quality issue,Rejected,1172.04
RTRN002860,ORDR044119,,2025-02-02,Quality issue,Refunded,9152.32
RTRN002861,ORDR044125,,2025-01-25,Late delivery,Refunded,5797.51
RTRN002862,ORDR044135,,2025-02-06,Quality issue,Refunded,18393.46
RTRN002863,ORDR044154,,2025-02-05,Quality issue,Refunded,14151.56
RTRN002864,ORDR044185,,2025-01-25,Quality issue,Rejected,17701.98
RTRN002865,ORDR044217,,2025-02-13,Customer changed mind,Refunded,399.64
RTRN002866,ORDR044218,,2025-02-03,Wrong product,Refunded,537.09
RTRN002867,ORDR044221,,2025-01-26,Late delivery,Rejected,20816.93
RTRN002868,ORDR044270,,2025-01-26,Damaged product,Refunded,219.63
RTRN002869,ORDR044288,,2025-02-01,Size issue,Rejected,1130.48
RTRN002870,ORDR044349,,2025-02-05,Wrong product,Refunded,1357.75
RTRN002871,ORDR044394,,2025-02-01,Wrong product,Refunded,4551.09
RTRN002872,ORDR044398,,2025-01-26,Product not as described,Refunded,418.37
RTRN002873,ORDR044404,,2025-01-29,Wrong product,Refunded,4248.5
RTRN002874,ORDR044407,,2025-01-25,Product not as described,Rejected,19187.92
RTRN002875,ORDR044441,,2025-02-02,Damaged product,Refunded,151.46
RTRN002876,ORDR044456,,2025-02-01,Customer changed mind,Refunded,302.2
RTRN002877,ORDR044464,,2025-02-08,Customer changed mind,Refunded,2977.78
RTRN002878,ORDR044515,,2025-02-04,Quality issue,Rejected,468.43
RTRN002879,ORDR044518,,2025-02-01,Wrong product,Refunded,15275.57
RTRN002880,ORDR044623,,2025-02-03,Quality issue,Refunded,2583.35
RTRN002881,ORDR044634,,2025-02-04,Product not as described,Refunded,1284.49
RTRN002882,ORDR044641,,2025-01-31,Damaged product,Refunded,55.81
RTRN002883,ORDR044664,,2025-01-31,Damaged product,Refunded,29.46
RTRN002884,ORDR044681,,2025-02-09,Product not as described,Rejected,3607.69
RTRN002885,ORDR044692,,2025-02-04,Size issue,Refunded,3312.21
RTRN002886,ORDR044703,,2025-01-28,Damaged product,Rejected,20802.09
RTRN002887,ORDR044710,,2025-02-02,Customer changed mind,Rejected,5467.44
RTRN002888,ORDR044716,,2025-01-31,Customer changed mind,Refunded,11333.19
RTRN002889,ORDR044738,,2025-02-18,Product not as described,Refunded,11559.08
RTRN002890,ORDR044764,,2025-02-06,Damaged product,Refunded,347.34
RTRN002891,ORDR044783,,2025-02-08,Size issue,Refunded,3384.0
RTRN002892,ORDR044849,,2025-01-28,Quality issue,Refunded,3100.47
RTRN002893,ORDR044870,,2025-02-04,Wrong product,Rejected,1954.8
RTRN002894,ORDR044875,,2025-01-30,Product not as described,Refunded,342.29
RTRN002895,ORDR044903,,2025-02-07,Size issue,Refunded,6195.51
RTRN002896,ORDR044928,,2025-02-05,Quality issue,Refunded,16505.91
RTRN002897,ORDR044930,,2025-02-04,Size issue,Refunded,15190.59
RTRN002898,ORDR044932,,2025-01-30,Damaged product,Refunded,7634.1
RTRN002899,ORDR044941,,2025-02-08,Customer changed mind,Refunded,2866.65
RTRN002900,ORDR044960,,2025-02-04,Customer changed mind,Refunded,629.96
RTRN002901,ORDR044967,,2025-02-07,Wrong product,Refunded,671.56
RTRN002902,ORDR044969,,2025-01-28,Damaged product,Refunded,15685.21
RTRN002903,ORDR044999,,2025-01-26,Customer changed mind,Refunded,144.44
RTRN002904,ORDR045005,,2025-02-08,Wrong product,Refunded,16624.36
RTRN002905,ORDR045016,,2025-02-03,Quality issue,Refunded,77274.53
RTRN002906,ORDR045054,,2025-02-11,Customer changed mind,Refunded,1867.44
RTRN002907,ORDR045064,,2025-02-12,Damaged product,Refunded,5253.33
RTRN002908,ORDR045076,,2025-02-07,Quality issue,Refunded,30306.88
RTRN002909,ORDR045077,,2025-02-09,Customer changed mind,Refunded,9570.17
RTRN002910,ORDR045096,,2025-02-01,Wrong product,Refunded,244.72
RTRN002911,ORDR045103,,2025-02-12,Damaged product,Refunded,20038.39
RTRN002912,ORDR045105,,2025-02-06,Customer changed mind,Refunded,3666.37
RTRN002913,ORDR045106,,2025-02-03,Late delivery,Refunded,693.78
RTRN002914,ORDR045120,,2025-02-08,Size issue,Refunded,3508.85
RTRN002915,ORDR045130,,2025-02-03,Customer changed mind,Refunded,52938.33
RTRN002916,ORDR045132,,2025-02-06,Late delivery,Rejected,1251.33
RTRN002917,ORDR045157,,2025-02-02,Customer changed mind,Refunded,129.28
RTRN002918,ORDR045177,,2025-02-01,Damaged product,Rejected,65593.17
RTRN002919,ORDR045195,,2025-01-29,Wrong product,Refunded,1379.64
RTRN002920,ORDR045203,,2025-02-07,Product not as described,Refunded,48253.13
RTRN002921,ORDR045204,,2025-02-04,Product not as described,Rejected,16723.54
RTRN002922,ORDR045206,,2025-02-16,Quality issue,Rejected,8933.08
RTRN002923,ORDR045273,,2025-02-11,Damaged product,Refunded,198341.48
RTRN002924,ORDR045281,,2025-02-12,Quality issue,Rejected,15052.23
RTRN002925,ORDR045285,,2025-02-07,Damaged product,Rejected,239.67
RTRN002926,ORDR045313,,2025-02-03,Customer changed mind,Refunded,6256.06
RTRN002927,ORDR045339,,2025-02-04,Wrong product,Rejected,6109.88
RTRN002928,ORDR045379,,2025-02-11,Damaged product,Refunded,2924.64
RTRN002929,ORDR045384,,2025-02-12,Product not as described,Rejected,11138.34
RTRN002930,ORDR045392,,2025-02-13,Customer changed mind,Refunded,4716.17
RTRN002931,ORDR045409,,2025-02-04,Size issue,Refunded,3838.12
RTRN002932,ORDR045439,,2025-02-14,Wrong product,Refunded,16048.25
RTRN002933,ORDR045444,,2025-02-09,Quality issue,Refunded,2678.49
RTRN002934,ORDR045453,,2025-02-04,Damaged product,Refunded,4267.88
RTRN002935,ORDR045458,,2025-02-08,Customer changed mind,Refunded,8573.79
RTRN002936,ORDR045459,,2025-02-08,Customer changed mind,Refunded,22787.52
RTRN002937,ORDR045460,,2025-01-31,Quality issue,Rejected,4491.23
RTRN002938,ORDR045464,,2025-02-10,Product not as described,Refunded,42807.51
RTRN002939,ORDR045468,,2025-02-12,Product not as described,Refunded,3954.95
RTRN002940,ORDR045473,,2025-02-20,Wrong product,Rejected,7789.28
RTRN002941,ORDR045488,,2025-02-09,Size issue,Rejected,3612.13
RTRN002942,ORDR045492,,2025-02-10,Size issue,Refunded,31439.98
RTRN002943,ORDR045508,,2025-02-03,Damaged product,Refunded,4052.9
RTRN002944,ORDR045553,,2025-02-03,Quality issue,Refunded,4140.94
RTRN002945,ORDR045599,,2025-02-01,Damaged product,Refunded,4863.78
RTRN002946,ORDR045608,,2025-02-02,Damaged product,Refunded,3317.96
RTRN002947,ORDR045618,,2025-02-09,Wrong product,Rejected,43695.62
RTRN002948,ORDR045627,,2025-02-07,Damaged product,Refunded,101.1
RTRN002949,ORDR045633,,2025-02-08,Wrong product,Refunded,440.78
RTRN002950,ORDR045669,,2025-02-04,Damaged product,Refunded,20762.59
RTRN002951,ORDR045694,,2025-02-19,Damaged product,Refunded,7793.62
RTRN002952,ORDR045701,,2025-02-11,Product not as described,Refunded,196.56
RTRN002953,ORDR045707,,2025-02-07,Customer changed mind,Refunded,2459.05
RTRN002954,ORDR045708,,2025-02-10,Wrong product,Refunded,156.75
RTRN002955,ORDR045709,,2025-02-15,Quality issue,Rejected,4869.19
RTRN002956,ORDR045725,,2025-02-05,Quality issue,Refunded,46119.51
RTRN002957,ORDR045743,,2025-02-04,Product not as described,Refunded,5259.39
RTRN002958,ORDR045747,,2025-02-14,Damaged product,Refunded,17168.72
RTRN002959,ORDR045764,,2025-02-05,Quality issue,Refunded,594.42
RTRN002960,ORDR045781,,2025-02-08,Product not as described,Refunded,4289.84
RTRN002961,ORDR045784,,2025-02-04,Size issue,Refunded,311.09
RTRN002962,ORDR045810,,2025-02-04,Customer changed mind,Refunded,1705.1
RTRN002963,ORDR045817,,2025-02-08,Customer changed mind,Refunded,3633.08
RTRN002964,ORDR045829,,2025-02-05,Product not as described,Refunded,12235.52
RTRN002965,ORDR045836,,2025-01-30,Customer changed mind,Refunded,546.38
RTRN002966,ORDR045872,,2025-02-08,Wrong product,Refunded,45562.58
RTRN002967,ORDR045875,,2025-02-09,Customer changed mind,Refunded,852.92
RTRN002968,ORDR045882,,2025-02-24,Wrong product,Refunded,3556.96
RTRN002969,ORDR045883,,2025-02-12,Size issue,Refunded,1824.0
RTRN002970,ORDR045908,,2025-02-12,Customer changed mind,Refunded,24888.63
RTRN002971,ORDR045910,,2025-02-09,Damaged product,Refunded,7246.12
RTRN002972,ORDR045914,,2025-02-02,Size issue,Refunded,4050.55
RTRN002973,ORDR045940,,2025-02-15,Customer changed mind,Rejected,701.98
RTRN002974,ORDR045949,,2025-02-13,Customer changed mind,Rejected,15970.71
RTRN002975,ORDR045959,,2025-02-04,Customer changed mind,Refunded,55851.81
RTRN002976,ORDR045960,,2025-02-07,Quality issue,Refunded,1770.17
RTRN002977,ORDR045986,,2025-02-19,Size issue,Rejected,3137.27
RTRN002978,ORDR046028,,2025-02-15,Product not as described,Refunded,12026.6
RTRN002979,ORDR046046,,2025-02-05,Product not as described,Refunded,6693.32
RTRN002980,ORDR046047,,2025-02-08,Customer changed mind,Refunded,501.55
RTRN002981,ORDR046051,,2025-02-05,Wrong product,Refunded,1171.12
RTRN002982,ORDR046061,,2025-02-19,Product not as described,Refunded,2115.93
RTRN002983,ORDR046071,,2025-02-15,Quality issue,Refunded,10253.73
RTRN002984,ORDR046089,,2025-02-06,Customer changed mind,Rejected,1542.29
RTRN002985,ORDR046095,,2025-02-11,Size issue,Refunded,6452.32
RTRN002986,ORDR046103,,2025-02-09,Quality issue,Refunded,8605.6
RTRN002987,ORDR046113,,2025-02-09,Customer changed mind,Refunded,14732.28
RTRN002988,ORDR046124,,2025-02-02,Product not as described,Refunded,26964.46
RTRN002989,ORDR046166,,2025-02-09,Customer changed mind,Rejected,2448.37
RTRN002990,ORDR046170,,2025-02-10,Damaged product,Refunded,24435.23
RTRN002991,ORDR046186,,2025-02-16,Damaged product,Refunded,16670.59
RTRN002992,ORDR046226,,2025-02-11,Product not as described,Rejected,2584.39
RTRN002993,ORDR046241,,2025-02-16,Customer changed mind,Refunded,910.79
RTRN002994,ORDR046256,,2025-02-13,Customer changed mind,Rejected,8597.68
RTRN002995,ORDR046288,,2025-02-06,Wrong product,Refunded,60023.64
RTRN002996,ORDR046305,,2025-02-11,Damaged product,Refunded,59542.46
RTRN002997,ORDR046316,,2025-02-06,Quality issue,Refunded,2594.72
RTRN002998,ORDR046325,,2025-02-13,Damaged product,Refunded,27615.7
RTRN002999,ORDR046333,,2025-02-22,Wrong product,Refunded,249.98
RTRN003000,ORDR046343,,2025-02-17,Quality issue,Refunded,4517.91
RTRN003001,ORDR046345,,2025-02-10,Wrong product,Refunded,815.62
RTRN003002,ORDR046354,,2025-02-19,Wrong product,Rejected,1484.88
RTRN003003,ORDR046395,,2025-02-17,Wrong product,Refunded,1557.02
RTRN003004,ORDR046418,,2025-02-19,Size issue,Refunded,3336.81
RTRN003005,ORDR046420,,2025-02-08,Size issue,Rejected,3873.91
RTRN003006,ORDR046424,,2025-02-17,Damaged product,Refunded,3255.75
RTRN003007,ORDR046449,,2025-02-17,Customer changed mind,Refunded,907.25
RTRN003008,ORDR046454,,2025-02-19,Late delivery,Rejected,3583.51
RTRN003009,ORDR046464,,2025-02-19,Customer changed mind,Refunded,2907.25
RTRN003010,ORDR046484,,2025-02-15,Product not as described,Refunded,12768.57
RTRN003011,ORDR046535,,2025-02-08,Damaged product,Refunded,1724.8
RTRN003012,ORDR046555,,2025-02-05,Size issue,Refunded,4343.28
RTRN003013,ORDR046565,,2025-02-11,Customer changed mind,Refunded,51559.13
RTRN003014,ORDR046568,,2025-02-11,Size issue,Refunded,553.41
RTRN003015,ORDR046577,,2025-02-16,Wrong product,Rejected,4733.8
RTRN003016,ORDR046588,,2025-02-11,Customer changed mind,Refunded,385.75
RTRN003017,ORDR046624,,2025-02-22,Product not as described,Refunded,1704.06
RTRN003018,ORDR046641,,2025-02-14,Product not as described,Refunded,3533.53
RTRN003019,ORDR046644,,2025-02-19,Product not as described,Refunded,26297.29
RTRN003020,ORDR046661,,2025-02-18,Size issue,Refunded,2172.08
RTRN003021,ORDR046669,,2025-02-14,Quality issue,Refunded,17492.6
RTRN003022,ORDR046697,,2025-02-20,Quality issue,Rejected,4419.24
RTRN003023,ORDR046725,,2025-02-16,Size issue,Rejected,2259.59
RTRN003024,ORDR046735,,2025-02-16,Quality issue,Refunded,98005.33
RTRN003025,ORDR046758,,2025-02-24,Size issue,Refunded,3864.54
RTRN003026,ORDR046759,,2025-02-26,Product not as described,Rejected,581.19
RTRN003027,ORDR046798,,2025-02-21,Customer changed mind,Refunded,910.74
RTRN003028,ORDR046826,,2025-02-22,Customer changed mind,Rejected,2218.45
RTRN003029,ORDR046827,,2025-02-16,Wrong product,Refunded,7934.5
RTRN003030,ORDR046828,,2025-02-17,Product not as described,Refunded,753.33
RTRN003031,ORDR046869,,2025-02-22,Customer changed mind,Refunded,279.96
RTRN003032,ORDR046913,,2025-02-18,Customer changed mind,Refunded,3315.48
RTRN003033,ORDR046916,,2025-02-13,Product not as described,Rejected,49634.51
RTRN003034,ORDR046933,,2025-02-24,Customer changed mind,Refunded,1269.84
RTRN003035,ORDR046944,,2025-02-15,Product not as described,Refunded,407.61
RTRN003036,ORDR046954,,2025-02-16,Product not as described,Rejected,8186.67
RTRN003037,ORDR046958,,2025-02-17,Damaged product,Refunded,137.29
RTRN003038,ORDR046987,,2025-02-22,Wrong product,Rejected,788.62
RTRN003039,ORDR046988,,2025-02-25,Damaged product,Refunded,2432.38
RTRN003040,ORDR047027,,2025-02-24,Customer changed mind,Refunded,15670.69
RTRN003041,ORDR047029,,2025-02-21,Quality issue,Refunded,4360.65
RTRN003042,ORDR047045,,2025-02-24,Damaged product,Refunded,17765.54
RTRN003043,ORDR047073,,2025-02-21,Size issue,Refunded,4351.42
RTRN003044,ORDR047082,,2025-02-12,Damaged product,Refunded,21222.41
RTRN003045,ORDR047093,,2025-02-23,Wrong product,Refunded,13354.65
RTRN003046,ORDR047116,,2025-02-17,Size issue,Refunded,9102.1
RTRN003047,ORDR047148,,2025-02-19,Product not as described,Refunded,8086.18
RTRN003048,ORDR047183,,2025-02-23,Size issue,Refunded,481.77
RTRN003049,ORDR047184,,2025-02-24,Customer changed mind,Rejected,2624.67
RTRN003050,ORDR047210,,2025-02-19,Product not as described,Refunded,1261.14
RTRN003051,ORDR047241,,2025-02-24,Wrong product,Refunded,471.58
RTRN003052,ORDR047248,,2025-03-05,Quality issue,Refunded,2617.52
RTRN003053,ORDR047258,,2025-02-26,Customer changed mind,Rejected,6251.11
RTRN003054,ORDR047279,,2025-02-19,Damaged product,Rejected,1668.61
RTRN003055,ORDR047283,,2025-02-17,Damaged product,Rejected,749.16
RTRN003056,ORDR047285,,2025-02-22,Quality issue,Refunded,13366.22
RTRN003057,ORDR047300,,2025-02-19,Customer changed mind,Refunded,917.74
RTRN003058,ORDR047351,,2025-02-22,Wrong product,Refunded,4419.24
RTRN003059,ORDR047366,,2025-02-22,Customer changed mind,Refunded,3097.53
RTRN003060,ORDR047375,,2025-03-01,Damaged product,Refunded,11847.74
RTRN003061,ORDR047409,,2025-03-05,Quality issue,Refunded,425.64
RTRN003062,ORDR047415,,2025-02-22,Damaged product,Rejected,101414.05
RTRN003063,ORDR047441,,2025-02-22,Quality issue,Rejected,49106.85
RTRN003064,ORDR047456,,2025-02-18,Product not as described,Refunded,5698.18
RTRN003065,ORDR047485,,2025-03-04,Quality issue,Refunded,41059.44
RTRN003066,ORDR047509,,2025-02-28,Size issue,Rejected,4223.29
RTRN003067,ORDR047516,,2025-02-25,Late delivery,Refunded,3865.49
RTRN003068,ORDR047538,,2025-02-20,Product not as described,Refunded,16905.29
RTRN003069,ORDR047543,,2025-02-28,Customer changed mind,Refunded,10922.2
RTRN003070,ORDR047553,,2025-02-15,Quality issue,Refunded,9999.96
RTRN003071,ORDR047571,,2025-02-28,Damaged product,Refunded,653.44
RTRN003072,ORDR047575,,2025-02-20,Product not as described,Refunded,4053.12
RTRN003073,ORDR047630,,2025-02-28,Size issue,Refunded,3738.56
RTRN003074,ORDR047659,,2025-02-24,Customer changed mind,Rejected,2190.2
RTRN003075,ORDR047715,,2025-03-04,Wrong product,Refunded,2072.1
RTRN003076,ORDR047755,,2025-02-17,Quality issue,Refunded,7064.83
RTRN003077,ORDR047786,,2025-02-27,Product not as described,Refunded,7034.89
RTRN003078,ORDR047820,,2025-03-03,Product not as described,Refunded,629.46
RTRN003079,ORDR047826,,2025-02-20,Damaged product,Rejected,26786.32
RTRN003080,ORDR047843,,2025-02-24,Wrong product,Refunded,1324.16
RTRN003081,ORDR047850,,2025-02-21,Quality issue,Refunded,1252.54
RTRN003082,ORDR047861,,2025-02-20,Product not as described,Refunded,4545.78
RTRN003083,ORDR047879,,2025-02-24,Wrong product,Refunded,418.84
RTRN003084,ORDR047884,,2025-02-26,Quality issue,Refunded,1074.63
RTRN003085,ORDR047900,,2025-02-26,Product not as described,Refunded,2284.62
RTRN003086,ORDR047905,,2025-02-24,Damaged product,Rejected,4653.05
RTRN003087,ORDR047918,,2025-02-27,Quality issue,Refunded,65745.34
RTRN003088,ORDR047929,,2025-02-24,Product not as described,Refunded,6995.94
RTRN003089,ORDR047931,,2025-03-05,Product not as described,Refunded,50996.26
RTRN003090,ORDR047939,,2025-03-01,Quality issue,Refunded,2553.95
RTRN003091,ORDR047954,,2025-02-19,Product not as described,Refunded,730.38
RTRN003092,ORDR047979,,2025-03-05,Wrong product,Refunded,767.78
RTRN003093,ORDR048000,,2025-02-23,Customer changed mind,Refunded,9765.25
RTRN003094,ORDR048005,,2025-02-22,Wrong product,Rejected,57837.11
RTRN003095,ORDR048046,,2025-02-27,Damaged product,Refunded,6637.12
RTRN003096,ORDR048053,,2025-03-10,Quality issue,Refunded,16477.91
RTRN003097,ORDR048106,,2025-02-24,Damaged product,Refunded,2213.49
RTRN003098,ORDR048112,,2025-02-28,Product not as described,Rejected,7909.88
RTRN003099,ORDR048146,,2025-02-19,Customer changed mind,Refunded,2914.2
RTRN003100,ORDR048195,,2025-03-05,Wrong product,Rejected,9127.53
RTRN003101,ORDR048196,,2025-02-21,Late delivery,Rejected,1098.71
RTRN003102,ORDR048198,,2025-03-02,Quality issue,Refunded,6106.97
RTRN003103,ORDR048262,,2025-03-05,Size issue,Refunded,1092.14
RTRN003104,ORDR048268,,2025-03-08,Product not as described,Refunded,42694.66
RTRN003105,ORDR048279,,2025-03-04,Quality issue,Refunded,6076.07
RTRN003106,ORDR048285,,2025-02-22,Quality issue,Rejected,655.4
RTRN003107,ORDR048310,,2025-03-01,Quality issue,Refunded,18234.44
RTRN003108,ORDR048314,,2025-02-24,Customer changed mind,Refunded,9706.43
RTRN003109,ORDR048316,,2025-03-06,Product not as described,Refunded,233.42
RTRN003110,ORDR048317,,2025-02-23,Damaged product,Refunded,2358.84
RTRN003111,ORDR048321,,2025-02-27,Quality issue,Refunded,295.79
RTRN003112,ORDR048322,,2025-02-25,Customer changed mind,Refunded,26957.94
RTRN003113,ORDR048335,,2025-02-24,Late delivery,Refunded,1026.57
RTRN003114,ORDR048340,,2025-02-26,Quality issue,Refunded,1877.94
RTRN003115,ORDR048357,,2025-02-24,Wrong product,Refunded,1831.53
RTRN003116,ORDR048378,,2025-02-21,Damaged product,Refunded,138281.95
RTRN003117,ORDR048383,,2025-02-26,Customer changed mind,Refunded,4137.06
RTRN003118,ORDR048404,,2025-03-06,Customer changed mind,Rejected,8588.44
RTRN003119,ORDR048429,,2025-03-06,Customer changed mind,Refunded,13903.3
RTRN003120,ORDR048465,,2025-02-27,Wrong product,Rejected,940.09
RTRN003121,ORDR048505,,2025-03-08,Damaged product,Rejected,895.85
RTRN003122,ORDR048510,,2025-03-02,Product not as described,Rejected,18008.94
RTRN003123,ORDR048531,,2025-02-27,Customer changed mind,Rejected,4319.57
RTRN003124,ORDR048545,,2025-02-26,Customer changed mind,Refunded,331.99
RTRN003125,ORDR048550,,2025-02-23,Late delivery,Refunded,26623.69
RTRN003126,ORDR048556,,2025-03-01,Customer changed mind,Refunded,28209.99
RTRN003127,ORDR048571,,2025-03-07,Quality issue,Refunded,9497.9
RTRN003128,ORDR048586,,2025-03-05,Quality issue,Refunded,11257.14
RTRN003129,ORDR048587,,2025-03-06,Product not as described,Refunded,448.91
RTRN003130,ORDR048604,,2025-03-09,Quality issue,Refunded,38431.81
RTRN003131,ORDR048611,,2025-03-07,Customer changed mind,Refunded,2307.6
RTRN003132,ORDR048615,,2025-03-10,Product not as described,Refunded,2108.01
RTRN003133,ORDR048651,,2025-03-04,Product not as described,Rejected,417.04
RTRN003134,ORDR048677,,2025-03-04,Quality issue,Refunded,9553.96
RTRN003135,ORDR048718,,2025-02-27,Damaged product,Refunded,3355.14
RTRN003136,ORDR048732,,2025-02-27,Quality issue,Refunded,8230.0
RTRN003137,ORDR048738,,2025-03-06,Wrong product,Rejected,559.72
RTRN003138,ORDR048740,,2025-03-07,Quality issue,Refunded,11637.95
RTRN003139,ORDR048760,,2025-03-12,Damaged product,Rejected,147.77
RTRN003140,ORDR048767,,2025-03-13,Damaged product,Refunded,42103.31
RTRN003141,ORDR048804,,2025-03-06,Product not as described,Refunded,3029.22
RTRN003142,ORDR048805,,2025-03-14,Damaged product,Rejected,31290.54
RTRN003143,ORDR048830,,2025-03-18,Product not as described,Refunded,3226.96
RTRN003144,ORDR048833,,2025-03-10,Wrong product,Refunded,12441.24
RTRN003145,ORDR048850,,2025-03-06,Quality issue,Refunded,1118.29
RTRN003146,ORDR048878,,2025-03-06,Wrong product,Refunded,236.5
RTRN003147,ORDR048905,,2025-03-12,Quality issue,Refunded,2316.19
RTRN003148,ORDR048923,,2025-03-16,Customer changed mind,Refunded,154.25
RTRN003149,ORDR048934,,2025-03-06,Customer changed mind,Rejected,1330.79
RTRN003150,ORDR048942,,2025-03-06,Customer changed mind,Rejected,914.76
RTRN003151,ORDR048958,,2025-03-05,Damaged product,Refunded,2044.16
RTRN003152,ORDR048961,,2025-03-04,Customer changed mind,Refunded,3504.21
RTRN003153,ORDR048964,,2025-03-06,Damaged product,Rejected,3410.5
RTRN003154,ORDR048974,,2025-03-05,Customer changed mind,Rejected,699.15
RTRN003155,ORDR048998,,2025-02-28,Quality issue,Rejected,4080.04
RTRN003156,ORDR049005,,2025-03-06,Damaged product,Refunded,27899.49
RTRN003157,ORDR049081,,2025-03-11,Wrong product,Refunded,17770.81
RTRN003158,ORDR049083,,2025-03-06,Wrong product,Refunded,4792.64
RTRN003159,ORDR049091,,2025-03-03,Product not as described,Refunded,628.98
RTRN003160,ORDR049112,,2025-03-04,Damaged product,Refunded,210.69
RTRN003161,ORDR049114,,2025-03-12,Wrong product,Refunded,2636.73
RTRN003162,ORDR049120,,2025-03-16,Customer changed mind,Rejected,5210.46
RTRN003163,ORDR049124,,2025-03-12,Product not as described,Refunded,964.02
RTRN003164,ORDR049140,,2025-03-08,Damaged product,Refunded,6793.63
RTRN003165,ORDR049143,,2025-03-04,Late delivery,Refunded,40046.11
RTRN003166,ORDR049144,,2025-03-12,Damaged product,Rejected,3919.31
RTRN003167,ORDR049156,,2025-03-15,Wrong product,Refunded,15681.39
RTRN003168,ORDR049160,,2025-03-08,Quality issue,Refunded,391.18
RTRN003169,ORDR049167,,2025-03-06,Quality issue,Refunded,3622.52
RTRN003170,ORDR049194,,2025-03-04,Quality issue,Rejected,2240.53
RTRN003171,ORDR049203,,2025-03-03,Damaged product,Rejected,41023.57
RTRN003172,ORDR049233,,2025-03-13,Quality issue,Refunded,13758.07
RTRN003173,ORDR049238,,2025-03-07,Size issue,Refunded,1776.68
RTRN003174,ORDR049254,,2025-03-09,Size issue,Rejected,28351.22
RTRN003175,ORDR049264,,2025-03-09,Size issue,Refunded,4367.67
RTRN003176,ORDR049278,,2025-03-05,Quality issue,Refunded,20180.29
RTRN003177,ORDR049284,,2025-03-12,Customer changed mind,Refunded,788.36
RTRN003178,ORDR049300,,2025-03-18,Size issue,Rejected,49359.77
RTRN003179,ORDR049303,,2025-03-18,Product not as described,Rejected,45250.39
RTRN003180,ORDR049317,,2025-03-03,Wrong product,Rejected,37461.47
RTRN003181,ORDR049322,,2025-03-20,Quality issue,Refunded,81420.24
RTRN003182,ORDR049346,,2025-03-06,Wrong product,Rejected,3960.52
RTRN003183,ORDR049397,,2025-03-11,Damaged product,Refunded,40308.29
RTRN003184,ORDR049403,,2025-03-15,Damaged product,Refunded,33538.78
RTRN003185,ORDR049409,,2025-03-14,Product not as described,Refunded,7193.39
RTRN003186,ORDR049433,,2025-03-08,Size issue,Refunded,3862.32
RTRN003187,ORDR049448,,2025-03-06,Size issue,Rejected,8955.7
RTRN003188,ORDR049468,,2025-03-05,Quality issue,Rejected,1896.1
RTRN003189,ORDR049500,,2025-03-17,Damaged product,Rejected,182.61
RTRN003190,ORDR049522,,2025-03-10,Product not as described,Refunded,760.96
RTRN003191,ORDR049528,,2025-03-12,Customer changed mind,Rejected,321.6
RTRN003192,ORDR049530,,2025-03-08,Damaged product,Rejected,19740.54
RTRN003193,ORDR049565,,2025-03-06,Damaged product,Refunded,5210.82
RTRN003194,ORDR049596,,2025-03-11,Customer changed mind,Refunded,1640.13
RTRN003195,ORDR049605,,2025-03-17,Customer changed mind,Refunded,524.97
RTRN003196,ORDR049620,,2025-03-08,Customer changed mind,Refunded,498.95
RTRN003197,ORDR049637,,2025-03-12,Customer changed mind,Refunded,2687.64
RTRN003198,ORDR049661,,2025-03-14,Customer changed mind,Refunded,22401.3
RTRN003199,ORDR049669,,2025-03-13,Customer changed mind,Refunded,14077.03
RTRN003200,ORDR049676,,2025-03-23,Damaged product,Refunded,54503.01
RTRN003201,ORDR049699,,2025-03-17,Product not as described,Refunded,6185.29
RTRN003202,ORDR049706,,2025-03-15,Damaged product,Refunded,574.11
RTRN003203,ORDR049712,,2025-03-08,Customer changed mind,Refunded,4867.83
RTRN003204,ORDR049729,,2025-03-26,Quality issue,Refunded,3607.35
RTRN003205,ORDR049736,,2025-03-10,Quality issue,Refunded,23754.69
RTRN003206,ORDR049745,,2025-03-12,Customer changed mind,Refunded,4043.64
RTRN003207,ORDR049750,,2025-03-16,Quality issue,Refunded,8917.48
RTRN003208,ORDR049774,,2025-03-12,Damaged product,Rejected,893.29
RTRN003209,ORDR049792,,2025-03-14,Damaged product,Refunded,3179.31
RTRN003210,ORDR049820,,2025-03-16,Quality issue,Refunded,4391.09
RTRN003211,ORDR049824,,2025-03-13,Quality issue,Rejected,647.06
