payment_id,order_id,payment_method,payment_status,payment_amount,payment_date
PYMT059414,ORDR059414,UPI,Refunded,27606.93,2025-05-15
PYMT059415,ORDR059415,COD,Success,10924.96,2025-05-17
PYMT059416,ORDR059416,UPI,Success,132.6,2025-05-15
PYMT059417,ORDR059417,COD,Success,728.59,2025-05-21
PYMT059418,ORDR059418,UPI,Success,21896.53,2025-05-15
PYMT059419,ORDR059419,UPI,Success,1134.87,2025-05-15
PYMT059420,ORDR059420,COD,Success,7261.56,2025-05-24
PYMT059421,ORDR059421,UPI,Success,762.12,2025-05-15
PYMT059422,ORDR059422,UPI,Success,4539.59,2025-05-15
PYMT059423,ORDR059423,COD,Success,1267.46,2025-05-21
PYMT059424,ORDR059424,Credit Card,Success,320.63,2025-05-15
PYMT059425,ORDR059425,UPI,Success,4558.0,2025-05-15
PYMT059426,ORDR059426,UPI,Success,1316.97,2025-05-15
PYMT059427,ORDR059427,Debit Card,Success,1743.11,2025-05-15
PYMT059428,ORDR059428,UPI,Success,24345.09,2025-05-15
PYMT059429,ORDR059429,Wallet,Success,1841.38,2025-05-15
PYMT059430,ORDR059430,UPI,Success,743.04,2025-05-15
PYMT059431,ORDR059431,Net Banking,Success,1181.4,2025-05-15
PYMT059432,ORDR059432,Credit Card,Success,233.04,2025-05-15
PYMT059433,ORDR059433,UPI,Success,9046.39,2025-05-15
PYMT059434,ORDR059434,UPI,Success,5689.54,2025-05-16
PYMT059435,ORDR059435,UPI,Success,4479.06,2025-05-16
PYMT059436,ORDR059436,COD,Success,9363.18,2025-05-28
PYMT059437,ORDR059437,Wallet,Success,121.51,2025-05-16
PYMT059438,ORDR059438,Credit Card,Success,9549.11,2025-05-16
PYMT059439,ORDR059439,UPI,Success,15857.43,2025-05-16
PYMT059440,ORDR059440,UPI,Success,4099.51,2025-05-16
PYMT059441,ORDR059441,COD,Success,33455.59,2025-05-20
PYMT059442,ORDR059442,UPI,Success,32.36,2025-05-16
PYMT059443,ORDR059443,UPI,Success,1077.95,2025-05-16
PYMT059444,ORDR059444,Net Banking,Success,18191.72,2025-05-16
PYMT059445,ORDR059445,Debit Card,Success,15523.17,2025-05-16
PYMT059446,ORDR059446,COD,Success,2625.51,2025-05-23
PYMT059447,ORDR059447,COD,Success,715.9,2025-05-18
PYMT059448,ORDR059448,COD,Success,6752.03,2025-05-21
PYMT059449,ORDR059449,UPI,Success,499.54,2025-05-16
PYMT059450,ORDR059450,UPI,Success,2131.12,2025-05-16
PYMT059451,ORDR059451,COD,Pending,281.9,
PYMT059452,ORDR059452,COD,Success,14087.74,2025-05-28
PYMT059453,ORDR059453,UPI,Success,5760.35,2025-05-16
PYMT059454,ORDR059454,UPI,Success,1417.71,2025-05-16
PYMT059455,ORDR059455,Credit Card,Success,966.12,2025-05-16
PYMT059456,ORDR059456,UPI,Success,479.96,2025-05-16
PYMT059457,ORDR059457,UPI,Success,481.86,2025-05-16
PYMT059458,ORDR059458,UPI,Success,1253.18,2025-05-16
PYMT059459,ORDR059459,UPI,Success,3117.31,2025-05-16
PYMT059460,ORDR059460,UPI,Pending,1397.72,
PYMT059461,ORDR059461,COD,Success,5653.94,2025-05-22
PYMT059462,ORDR059462,Debit Card,Success,1686.01,2025-05-16
PYMT059463,ORDR059463,COD,Success,12623.19,2025-05-24
PYMT059464,ORDR059464,Debit Card,Success,5144.35,2025-05-16
PYMT059465,ORDR059465,Net Banking,Success,781.85,2025-05-16
PYMT059466,ORDR059466,Credit Card,Success,1028.44,2025-05-16
PYMT059467,ORDR059467,Credit Card,Success,18012.94,2025-05-16
PYMT059468,ORDR059468,COD,Success,3712.78,2025-05-23
PYMT059469,ORDR059469,COD,Success,773.8,2025-05-19
PYMT059470,ORDR059470,COD,Success,931.32,2025-05-19
PYMT059471,ORDR059471,COD,Success,190.97,2025-05-19
PYMT059472,ORDR059472,UPI,Success,4681.28,2025-05-16
PYMT059473,ORDR059473,Credit Card,Success,514.69,2025-05-16
PYMT059474,ORDR059474,COD,Success,22854.58,2025-05-19
PYMT059475,ORDR059475,Net Banking,Success,9335.76,2025-05-16
PYMT059476,ORDR059476,UPI,Success,4894.6,2025-05-16
PYMT059477,ORDR059477,Net Banking,Success,807.74,2025-05-16
PYMT059478,ORDR059478,UPI,Success,184.83,2025-05-16
PYMT059479,ORDR059479,Debit Card,Success,52.19,2025-05-16
PYMT059480,ORDR059480,COD,Success,3414.16,2025-05-18
PYMT059481,ORDR059481,UPI,Success,32268.15,2025-05-16
PYMT059482,ORDR059482,UPI,Success,154.72,2025-05-16
PYMT059483,ORDR059483,Wallet,Success,4972.98,2025-05-16
PYMT059484,ORDR059484,UPI,Success,30844.76,2025-05-16
PYMT059485,ORDR059485,Debit Card,Success,3640.59,2025-05-16
PYMT059486,ORDR059486,UPI,Success,2938.45,2025-05-16
PYMT059487,ORDR059487,Wallet,Success,1556.86,2025-05-16
PYMT059488,ORDR059488,Credit Card,Success,13820.33,2025-05-16
PYMT059489,ORDR059489,Debit Card,Success,3377.6,2025-05-16
PYMT059490,ORDR059490,Credit Card,Success,451.59,2025-05-16
PYMT059491,ORDR059491,COD,Success,4199.71,2025-05-21
PYMT059492,ORDR059492,Net Banking,Success,32244.9,2025-05-16
PYMT059493,ORDR059493,UPI,Success,922.99,2025-05-16
PYMT059494,ORDR059494,Wallet,Success,102.9,2025-05-16
PYMT059495,ORDR059495,UPI,Success,120.23,2025-05-16
PYMT059496,ORDR059496,UPI,Refunded,22852.92,2025-05-16
PYMT059497,ORDR059497,Credit Card,Success,7444.32,2025-05-16
PYMT059498,ORDR059498,COD,Success,1088.46,2025-05-25
PYMT059499,ORDR059499,Net Banking,Success,3883.61,2025-05-16
PYMT059500,ORDR059500,UPI,Success,21637.64,2025-05-16
PYMT059501,ORDR059501,UPI,Success,1132.81,2025-05-16
PYMT059502,ORDR059502,Wallet,Success,15146.88,2025-05-16
PYMT059503,ORDR059503,COD,Success,3312.92,2025-05-20
PYMT059504,ORDR059504,UPI,Success,1309.13,2025-05-16
PYMT059505,ORDR059505,Credit Card,Success,681.93,2025-05-16
PYMT059506,ORDR059506,UPI,Pending,28676.34,
PYMT059507,ORDR059507,Credit Card,Success,2739.95,2025-05-16
PYMT059508,ORDR059508,UPI,Success,1159.32,2025-05-16
PYMT059509,ORDR059509,Credit Card,Success,3574.89,2025-05-16
PYMT059510,ORDR059510,UPI,Success,3420.7,2025-05-16
PYMT059511,ORDR059511,Net Banking,Success,3004.25,2025-05-16
PYMT059512,ORDR059512,COD,Success,3535.96,2025-05-22
PYMT059513,ORDR059513,Credit Card,Refunded,10268.89,2025-05-16
PYMT059514,ORDR059514,UPI,Success,1129.94,2025-05-16
PYMT059515,ORDR059515,UPI,Success,4584.26,2025-05-16
PYMT059516,ORDR059516,Debit Card,Success,2783.31,2025-05-16
PYMT059517,ORDR059517,Credit Card,Success,3725.18,2025-05-16
PYMT059518,ORDR059518,Wallet,Success,25496.92,2025-05-16
PYMT059519,ORDR059519,UPI,Success,6796.17,2025-05-16
PYMT059520,ORDR059520,Debit Card,Success,31855.95,2025-05-16
PYMT059521,ORDR059521,COD,Success,1096.5,2025-05-21
PYMT059522,ORDR059522,UPI,Success,479.96,2025-05-16
PYMT059523,ORDR059523,COD,Success,312.62,2025-05-22
PYMT059524,ORDR059524,Wallet,Refunded,1836.5,2025-05-16
PYMT059525,ORDR059525,COD,Success,4948.28,2025-05-24
PYMT059526,ORDR059526,UPI,Success,112.96,2025-05-16
PYMT059527,ORDR059527,COD,Success,8233.44,2025-05-22
PYMT059528,ORDR059528,Net Banking,Success,7347.58,2025-05-16
PYMT059529,ORDR059529,COD,Success,126.26,2025-05-25
PYMT059530,ORDR059530,UPI,Success,1580.53,2025-05-16
PYMT059531,ORDR059531,COD,Success,873.6,2025-05-24
PYMT059532,ORDR059532,Credit Card,Success,8813.4,2025-05-16
PYMT059533,ORDR059533,UPI,Success,176.07,2025-05-16
PYMT059534,ORDR059534,Debit Card,Pending,40171.11,
PYMT059535,ORDR059535,Credit Card,Success,4787.67,2025-05-16
PYMT059536,ORDR059536,COD,Success,17029.93,2025-05-25
PYMT059537,ORDR059537,UPI,Success,567.26,2025-05-16
PYMT059538,ORDR059538,UPI,Success,1882.03,2025-05-16
PYMT059539,ORDR059539,UPI,Success,4732.0,2025-05-16
PYMT059540,ORDR059540,COD,Success,2389.36,2025-05-23
PYMT059541,ORDR059541,Wallet,Success,3152.75,2025-05-16
PYMT059542,ORDR059542,Wallet,Success,947.81,2025-05-16
PYMT059543,ORDR059543,UPI,Success,8562.31,2025-05-16
PYMT059544,ORDR059544,UPI,Success,350.24,2025-05-16
PYMT059545,ORDR059545,COD,Success,6445.8,2025-05-21
PYMT059546,ORDR059546,Credit Card,Success,5367.21,2025-05-16
PYMT059547,ORDR059547,Debit Card,Success,3496.13,2025-05-16
PYMT059548,ORDR059548,Net Banking,Success,8510.54,2025-05-16
PYMT059549,ORDR059549,UPI,Success,6990.83,2025-05-16
PYMT059550,ORDR059550,UPI,Success,3229.67,2025-05-16
PYMT059551,ORDR059551,Debit Card,Success,46424.85,2025-05-16
PYMT059552,ORDR059552,UPI,Success,1111.24,2025-05-16
PYMT059553,ORDR059553,Debit Card,Success,28330.87,2025-05-16
PYMT059554,ORDR059554,UPI,Refunded,2332.49,2025-05-16
PYMT059555,ORDR059555,COD,Failed,0.0,
PYMT059556,ORDR059556,COD,Success,41860.1,2025-05-27
PYMT059557,ORDR059557,COD,Success,3469.87,2025-05-23
PYMT059558,ORDR059558,Debit Card,Success,6157.44,2025-05-16
PYMT059559,ORDR059559,COD,Success,11507.44,2025-05-28
PYMT059560,ORDR059560,UPI,Success,354.46,2025-05-16
PYMT059561,ORDR059561,UPI,Success,452.81,2025-05-16
PYMT059562,ORDR059562,UPI,Success,3471.44,2025-05-16
PYMT059563,ORDR059563,COD,Failed,0.0,
PYMT059564,ORDR059564,Credit Card,Success,1656.47,2025-05-16
PYMT059565,ORDR059565,UPI,Success,8190.74,2025-05-16
PYMT059566,ORDR059566,UPI,Success,3130.08,2025-05-16
PYMT059567,ORDR059567,UPI,Success,44146.92,2025-05-16
PYMT059568,ORDR059568,UPI,Success,3639.92,2025-05-16
PYMT059569,ORDR059569,COD,Success,58450.76,2025-05-21
PYMT059570,ORDR059570,Debit Card,Success,15229.96,2025-05-16
PYMT059571,ORDR059571,COD,Success,2801.32,2025-05-22
PYMT059572,ORDR059572,Credit Card,Pending,2675.79,
PYMT059573,ORDR059573,UPI,Success,252.63,2025-05-16
PYMT059574,ORDR059574,UPI,Success,653.24,2025-05-16
PYMT059575,ORDR059575,Credit Card,Success,45010.41,2025-05-16
PYMT059576,ORDR059576,COD,Success,1879.72,2025-05-20
PYMT059577,ORDR059577,Credit Card,Success,7901.55,2025-05-16
PYMT059578,ORDR059578,UPI,Success,53270.3,2025-05-16
PYMT059579,ORDR059579,Debit Card,Success,1034.85,2025-05-16
PYMT059580,ORDR059580,COD,Failed,0.0,
PYMT059581,ORDR059581,UPI,Success,6864.3,2025-05-16
PYMT059582,ORDR059582,UPI,Success,12835.64,2025-05-16
PYMT059583,ORDR059583,Credit Card,Success,2974.19,2025-05-16
PYMT059584,ORDR059584,UPI,Success,38224.46,2025-05-16
PYMT059585,ORDR059585,Credit Card,Success,206.23,2025-05-16
PYMT059586,ORDR059586,UPI,Success,24721.36,2025-05-17
PYMT059587,ORDR059587,Credit Card,Success,1109.34,2025-05-17
PYMT059588,ORDR059588,UPI,Success,2458.53,2025-05-17
PYMT059589,ORDR059589,COD,Success,203.16,
PYMT059590,ORDR059590,Wallet,Success,2349.69,2025-05-17
PYMT059591,ORDR059591,UPI,Success,7223.11,2025-05-17
PYMT059592,ORDR059592,Credit Card,Success,3615.63,2025-05-17
PYMT059593,ORDR059593,Net Banking,Success,3983.1,2025-05-17
PYMT059594,ORDR059594,Debit Card,Success,299.64,2025-05-17
PYMT059595,ORDR059595,Wallet,Success,251930.3,2025-05-17
PYMT059596,ORDR059596,COD,Failed,0.0,
PYMT059597,ORDR059597,Credit Card,Success,41986.1,2025-05-17
PYMT059598,ORDR059598,Debit Card,Success,5950.39,2025-05-17
PYMT059599,ORDR059599,UPI,Success,2520.75,2025-05-17
PYMT059600,ORDR059600,COD,Pending,16449.52,
PYMT059601,ORDR059601,COD,Success,1975.48,2025-05-21
PYMT059602,ORDR059602,COD,Success,707.66,2025-05-20
PYMT059603,ORDR059603,Credit Card,Success,3423.14,2025-05-17
PYMT059604,ORDR059604,UPI,Success,9547.1,2025-05-17
PYMT059605,ORDR059605,UPI,Success,6195.85,2025-05-17
PYMT059606,ORDR059606,COD,Success,29141.35,
PYMT059607,ORDR059607,COD,Success,6223.86,2025-05-22
PYMT059608,ORDR059608,Debit Card,Success,32512.16,2025-05-17
PYMT059609,ORDR059609,COD,Success,185.07,2025-05-22
PYMT059610,ORDR059610,UPI,Success,6717.1,2025-05-17
PYMT059611,ORDR059611,UPI,Success,7309.93,2025-05-17
PYMT059612,ORDR059612,COD,Success,18662.67,2025-05-20
PYMT059613,ORDR059613,Credit Card,Success,3635.16,2025-05-17
PYMT059614,ORDR059614,COD,Pending,14780.39,
PYMT059615,ORDR059615,Credit Card,Success,793.11,2025-05-17
PYMT059616,ORDR059616,UPI,Success,757.34,2025-05-17
PYMT059617,ORDR059617,COD,Success,2891.32,2025-05-27
PYMT059618,ORDR059618,COD,Success,20194.55,2025-05-23
PYMT059619,ORDR059619,UPI,Success,38506.44,2025-05-17
PYMT059620,ORDR059620,COD,Success,2471.93,2025-05-25
PYMT059621,ORDR059621,Wallet,Success,597.74,2025-05-17
PYMT059622,ORDR059622,COD,Success,935.97,2025-05-26
PYMT059623,ORDR059623,UPI,Success,4534.78,2025-05-17
PYMT059624,ORDR059624,Wallet,Success,24232.04,2025-05-17
PYMT059625,ORDR059625,UPI,Success,7307.92,2025-05-17
PYMT059626,ORDR059626,COD,Success,512.61,2025-05-23
PYMT059627,ORDR059627,UPI,Success,15314.87,2025-05-17
PYMT059628,ORDR059628,UPI,Success,47744.12,2025-05-17
PYMT059629,ORDR059629,Credit Card,Success,16600.3,2025-05-17
PYMT059630,ORDR059630,UPI,Success,29323.85,2025-05-17
PYMT059631,ORDR059631,UPI,Success,384.31,2025-05-17
PYMT059632,ORDR059632,COD,Success,2449.36,2025-05-22
PYMT059633,ORDR059633,Net Banking,Success,7342.67,2025-05-17
PYMT059634,ORDR059634,Wallet,Success,7772.05,2025-05-17
PYMT059635,ORDR059635,Credit Card,Success,36671.72,2025-05-17
PYMT059636,ORDR059636,Credit Card,Success,181448.05,2025-05-17
PYMT059637,ORDR059637,UPI,Refunded,36917.49,2025-05-17
PYMT059638,ORDR059638,UPI,Success,762.95,2025-05-17
PYMT059639,ORDR059639,UPI,Success,735.73,2025-05-17
PYMT059640,ORDR059640,UPI,Success,169.84,2025-05-17
PYMT059641,ORDR059641,UPI,Success,22436.37,2025-05-17
PYMT059642,ORDR059642,Net Banking,Success,1130.13,2025-05-17
PYMT059643,ORDR059643,UPI,Success,50157.24,2025-05-17
PYMT059644,ORDR059644,Credit Card,Success,26062.79,2025-05-17
PYMT059645,ORDR059645,Credit Card,Success,119.08,2025-05-17
PYMT059646,ORDR059646,Wallet,Success,5041.95,2025-05-17
PYMT059647,ORDR059647,UPI,Success,56394.59,2025-05-17
PYMT059648,ORDR059648,UPI,Failed,0.0,
PYMT059649,ORDR059649,Credit Card,Success,3010.6,2025-05-17
PYMT059650,ORDR059650,UPI,Success,18655.15,2025-05-17
PYMT059651,ORDR059651,UPI,Success,5550.49,2025-05-17
PYMT059652,ORDR059652,COD,Success,752.15,2025-05-26
PYMT059653,ORDR059653,UPI,Success,324.52,2025-05-17
PYMT059654,ORDR059654,COD,Success,18585.15,
PYMT059655,ORDR059655,UPI,Success,10794.18,2025-05-17
PYMT059656,ORDR059656,UPI,Success,9309.57,2025-05-17
PYMT059657,ORDR059657,COD,Success,52515.43,2025-05-22
PYMT059658,ORDR059658,UPI,Success,703.69,2025-05-17
PYMT059659,ORDR059659,Credit Card,Success,5035.34,2025-05-17
PYMT059660,ORDR059660,COD,Success,8963.3,2025-05-22
PYMT059661,ORDR059661,COD,Success,168722.4,2025-05-27
PYMT059662,ORDR059662,UPI,Success,2971.73,2025-05-17
PYMT059663,ORDR059663,UPI,Success,704.81,2025-05-17
PYMT059664,ORDR059664,COD,Success,4577.46,2025-05-23
PYMT059665,ORDR059665,Credit Card,Success,2256.5,2025-05-17
PYMT059666,ORDR059666,UPI,Success,7896.68,2025-05-17
PYMT059667,ORDR059667,Debit Card,Success,15413.26,2025-05-17
PYMT059668,ORDR059668,COD,Success,9176.3,2025-05-22
PYMT059669,ORDR059669,Credit Card,Success,100.15,2025-05-17
PYMT059670,ORDR059670,COD,Success,44.41,2025-05-27
PYMT059671,ORDR059671,Debit Card,Success,1508.17,2025-05-17
PYMT059672,ORDR059672,Credit Card,Success,15962.42,2025-05-17
PYMT059673,ORDR059673,UPI,Success,3792.55,2025-05-17
PYMT059674,ORDR059674,Debit Card,Success,4007.84,2025-05-17
PYMT059675,ORDR059675,UPI,Refunded,22098.53,2025-05-17
PYMT059676,ORDR059676,UPI,Success,33731.59,2025-05-17
PYMT059677,ORDR059677,COD,Success,1137.91,2025-05-23
PYMT059678,ORDR059678,Debit Card,Success,10365.07,2025-05-17
PYMT059679,ORDR059679,UPI,Success,649.96,2025-05-17
PYMT059680,ORDR059680,UPI,Success,3107.35,2025-05-17
PYMT059681,ORDR059681,Credit Card,Success,2762.6,2025-05-17
PYMT059682,ORDR059682,UPI,Refunded,2195.44,2025-05-17
PYMT059683,ORDR059683,Net Banking,Success,469.25,2025-05-17
PYMT059684,ORDR059684,COD,Success,7492.88,2025-05-26
PYMT059685,ORDR059685,UPI,Success,3719.57,2025-05-17
PYMT059686,ORDR059686,Credit Card,Success,1484.36,2025-05-17
PYMT059687,ORDR059687,Net Banking,Failed,0.0,
PYMT059688,ORDR059688,UPI,Success,2181.68,2025-05-17
PYMT059689,ORDR059689,Debit Card,Success,854.55,2025-05-17
PYMT059690,ORDR059690,UPI,Success,1464.15,2025-05-17
PYMT059691,ORDR059691,Credit Card,Success,20802.09,2025-05-17
PYMT059692,ORDR059692,Debit Card,Success,3399.11,2025-05-17
PYMT059693,ORDR059693,COD,Success,10397.14,2025-05-22
PYMT059694,ORDR059694,UPI,Success,2617.7,2025-05-17
PYMT059695,ORDR059695,Net Banking,Success,11030.05,2025-05-17
PYMT059696,ORDR059696,Credit Card,Success,32568.5,2025-05-17
PYMT059697,ORDR059697,UPI,Success,50987.58,2025-05-17
PYMT059698,ORDR059698,UPI,Success,275.13,2025-05-17
PYMT059699,ORDR059699,COD,Success,2087.55,2025-05-25
PYMT059700,ORDR059700,UPI,Success,723.22,2025-05-17
PYMT059701,ORDR059701,Debit Card,Failed,0.0,
PYMT059702,ORDR059702,UPI,Success,16624.02,2025-05-17
PYMT059703,ORDR059703,Wallet,Success,2365.11,2025-05-17
PYMT059704,ORDR059704,UPI,Success,24666.53,2025-05-17
PYMT059705,ORDR059705,UPI,Success,2167.39,2025-05-17
PYMT059706,ORDR059706,Net Banking,Success,9171.0,2025-05-17
PYMT059707,ORDR059707,Debit Card,Success,1312.77,2025-05-17
PYMT059708,ORDR059708,UPI,Success,32468.47,2025-05-17
PYMT059709,ORDR059709,UPI,Success,3797.75,2025-05-17
PYMT059710,ORDR059710,Debit Card,Success,404.63,2025-05-17
PYMT059711,ORDR059711,COD,Success,471.07,2025-05-26
PYMT059712,ORDR059712,UPI,Success,912.28,2025-05-17
PYMT059713,ORDR059713,UPI,Success,164.03,2025-05-17
PYMT059714,ORDR059714,COD,Success,15977.04,2025-05-24
PYMT059715,ORDR059715,UPI,Success,63085.36,2025-05-17
PYMT059716,ORDR059716,UPI,Success,454.64,2025-05-17
PYMT059717,ORDR059717,UPI,Success,76259.91,2025-05-17
PYMT059718,ORDR059718,UPI,Success,11027.34,2025-05-17
PYMT059719,ORDR059719,UPI,Success,1564.36,2025-05-17
PYMT059720,ORDR059720,Credit Card,Success,54084.54,2025-05-17
PYMT059721,ORDR059721,COD,Success,223134.16,2025-05-29
PYMT059722,ORDR059722,COD,Success,2195.73,2025-05-24
PYMT059723,ORDR059723,Debit Card,Success,802.57,2025-05-17
PYMT059724,ORDR059724,UPI,Success,14433.03,2025-05-17
PYMT059725,ORDR059725,Credit Card,Success,401.49,2025-05-17
PYMT059726,ORDR059726,COD,Success,762.77,2025-05-26
PYMT059727,ORDR059727,UPI,Success,3109.45,2025-05-17
PYMT059728,ORDR059728,UPI,Success,1144.05,2025-05-17
PYMT059729,ORDR059729,COD,Pending,1253.44,
PYMT059730,ORDR059730,Debit Card,Success,646.71,2025-05-17
PYMT059731,ORDR059731,UPI,Success,720.46,2025-05-17
PYMT059732,ORDR059732,Debit Card,Success,2297.83,2025-05-17
PYMT059733,ORDR059733,UPI,Success,323.81,2025-05-17
PYMT059734,ORDR059734,UPI,Success,1171.15,2025-05-17
PYMT059735,ORDR059735,Credit Card,Success,191.05,2025-05-17
PYMT059736,ORDR059736,COD,Success,3892.09,2025-05-22
PYMT059737,ORDR059737,Credit Card,Success,2127.65,2025-05-17
PYMT059738,ORDR059738,COD,Success,4428.86,2025-05-25
PYMT059739,ORDR059739,UPI,Success,5555.36,2025-05-17
PYMT059740,ORDR059740,UPI,Success,789.31,2025-05-17
PYMT059741,ORDR059741,UPI,Success,236.12,2025-05-17
PYMT059742,ORDR059742,Credit Card,Success,29308.07,2025-05-17
PYMT059743,ORDR059743,COD,Success,1952.15,2025-05-24
PYMT059744,ORDR059744,UPI,Success,1714.88,2025-05-17
PYMT059745,ORDR059745,COD,Success,216.22,2025-05-24
PYMT059746,ORDR059746,Credit Card,Success,1202.85,2025-05-17
PYMT059747,ORDR059747,UPI,Success,12927.58,2025-05-17
PYMT059748,ORDR059748,UPI,Success,120441.99,2025-05-17
PYMT059749,ORDR059749,UPI,Refunded,5738.21,2025-05-17
PYMT059750,ORDR059750,COD,Success,2314.17,2025-05-25
PYMT059751,ORDR059751,UPI,Success,16944.88,2025-05-17
PYMT059752,ORDR059752,Wallet,Success,621.09,2025-05-17
PYMT059753,ORDR059753,UPI,Success,3401.41,2025-05-17
PYMT059754,ORDR059754,UPI,Success,770.75,2025-05-17
PYMT059755,ORDR059755,COD,Pending,1371.97,
PYMT059756,ORDR059756,COD,Success,498.24,2025-05-26
PYMT059757,ORDR059757,Debit Card,Success,482.95,2025-05-17
PYMT059758,ORDR059758,Debit Card,Success,38732.48,2025-05-17
PYMT059759,ORDR059759,UPI,Success,39178.44,2025-05-17
PYMT059760,ORDR059760,Credit Card,Success,421.69,2025-05-17
PYMT059761,ORDR059761,Credit Card,Success,13501.27,2025-05-17
PYMT059762,ORDR059762,Debit Card,Success,559.26,2025-05-17
PYMT059763,ORDR059763,UPI,Success,11167.48,2025-05-17
PYMT059764,ORDR059764,COD,Success,766.52,2025-05-22
PYMT059765,ORDR059765,UPI,Success,3361.74,2025-05-18
PYMT059766,ORDR059766,Credit Card,Success,6838.02,2025-05-18
PYMT059767,ORDR059767,Net Banking,Success,31924.72,2025-05-18
PYMT059768,ORDR059768,UPI,Success,721.15,2025-05-18
PYMT059769,ORDR059769,COD,Success,315.34,2025-05-30
PYMT059770,ORDR059770,Credit Card,Success,5376.73,2025-05-18
PYMT059771,ORDR059771,Net Banking,Success,1597.74,2025-05-18
PYMT059772,ORDR059772,Credit Card,Success,1886.36,2025-05-18
PYMT059773,ORDR059773,COD,Success,246.45,2025-05-22
PYMT059774,ORDR059774,UPI,Success,9646.04,2025-05-18
PYMT059775,ORDR059775,Debit Card,Success,2092.52,2025-05-18
PYMT059776,ORDR059776,UPI,Success,4680.06,2025-05-18
PYMT059777,ORDR059777,Debit Card,Success,531.26,2025-05-18
PYMT059778,ORDR059778,UPI,Success,2520.96,2025-05-18
PYMT059779,ORDR059779,Net Banking,Success,13993.75,2025-05-18
PYMT059780,ORDR059780,Wallet,Success,12238.27,2025-05-18
PYMT059781,ORDR059781,UPI,Success,3650.3,2025-05-18
PYMT059782,ORDR059782,Credit Card,Success,654.3,2025-05-18
PYMT059783,ORDR059783,Debit Card,Success,11860.68,2025-05-18
PYMT059784,ORDR059784,Debit Card,Success,2059.54,2025-05-18
PYMT059785,ORDR059785,COD,Success,9289.23,2025-05-20
PYMT059786,ORDR059786,Credit Card,Failed,0.0,
PYMT059787,ORDR059787,Debit Card,Refunded,31683.08,2025-05-18
PYMT059788,ORDR059788,UPI,Success,527.6,2025-05-18
PYMT059789,ORDR059789,UPI,Success,9700.84,2025-05-18
PYMT059790,ORDR059790,Debit Card,Refunded,1133.81,2025-05-18
PYMT059791,ORDR059791,Credit Card,Success,670.03,2025-05-18
PYMT059792,ORDR059792,COD,Success,362.52,2025-05-24
PYMT059793,ORDR059793,UPI,Success,58964.07,2025-05-18
PYMT059794,ORDR059794,Net Banking,Success,20883.92,2025-05-18
PYMT059795,ORDR059795,UPI,Success,3702.47,2025-05-18
PYMT059796,ORDR059796,Credit Card,Success,6242.69,2025-05-18
PYMT059797,ORDR059797,Net Banking,Success,2798.24,2025-05-18
PYMT059798,ORDR059798,UPI,Success,11327.77,2025-05-18
PYMT059799,ORDR059799,Credit Card,Success,324.35,2025-05-18
PYMT059800,ORDR059800,UPI,Success,1501.09,2025-05-18
PYMT059801,ORDR059801,COD,Success,2887.72,2025-05-23
PYMT059802,ORDR059802,COD,Success,614.22,2025-05-26
PYMT059803,ORDR059803,COD,Success,1376.98,2025-05-25
PYMT059804,ORDR059804,UPI,Success,21201.86,2025-05-18
PYMT059805,ORDR059805,UPI,Success,14584.28,2025-05-18
PYMT059806,ORDR059806,UPI,Success,2116.08,2025-05-18
PYMT059807,ORDR059807,UPI,Success,3671.53,2025-05-18
PYMT059808,ORDR059808,COD,Success,1561.91,2025-05-24
PYMT059809,ORDR059809,Credit Card,Success,4021.76,2025-05-18
PYMT059810,ORDR059810,COD,Success,1662.7,2025-05-20
PYMT059811,ORDR059811,COD,Success,36903.27,2025-05-24
PYMT059812,ORDR059812,UPI,Success,16880.34,2025-05-18
PYMT059813,ORDR059813,UPI,Success,13237.53,2025-05-18
PYMT059814,ORDR059814,UPI,Pending,354.99,
PYMT059815,ORDR059815,Credit Card,Success,1599.38,2025-05-18
PYMT059816,ORDR059816,UPI,Success,1085.81,2025-05-18
PYMT059817,ORDR059817,UPI,Success,3573.47,2025-05-18
PYMT059818,ORDR059818,Credit Card,Success,11793.62,2025-05-18
PYMT059819,ORDR059819,Debit Card,Success,3410.48,2025-05-18
PYMT059820,ORDR059820,UPI,Success,420.63,2025-05-18
PYMT059821,ORDR059821,UPI,Success,3115.25,2025-05-18
PYMT059822,ORDR059822,UPI,Success,12047.8,2025-05-18
PYMT059823,ORDR059823,COD,Success,1843.63,2025-05-26
PYMT059824,ORDR059824,UPI,Success,775.96,2025-05-18
PYMT059825,ORDR059825,UPI,Success,9166.32,2025-05-18
PYMT059826,ORDR059826,UPI,Success,2922.27,2025-05-18
PYMT059827,ORDR059827,Wallet,Success,1669.42,2025-05-18
PYMT059828,ORDR059828,UPI,Success,16342.8,2025-05-18
PYMT059829,ORDR059829,COD,Success,28615.59,2025-05-24
PYMT059830,ORDR059830,COD,Failed,0.0,
PYMT059831,ORDR059831,Net Banking,Refunded,1686.26,2025-05-18
PYMT059832,ORDR059832,UPI,Success,106.7,2025-05-18
PYMT059833,ORDR059833,COD,Success,1087.07,2025-05-27
PYMT059834,ORDR059834,UPI,Success,12638.4,2025-05-18
PYMT059835,ORDR059835,COD,Success,745.38,2025-05-23
PYMT059836,ORDR059836,COD,Failed,0.0,
PYMT059837,ORDR059837,Net Banking,Success,30442.89,2025-05-18
